,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,10.39,27.19,17.46,31.47,27.27,30.24,28.45,37.71,27.88,53.88,Upgrade
1,Short-Term Investments,-,9.69,-,8.27,-,9.13,-,13.1,-,26.68,Upgrade
2,Trading Asset Securities,0.02,0.02,0.02,0.03,0.02,-,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,10.41,36.9,17.48,39.77,27.29,39.37,28.45,50.81,27.88,80.57,Upgrade
4,Cash Growth,-40.46%,-7.21%,-35.93%,1.01%,-4.06%,-22.50%,2.02%,-36.94%,-63.68%,-15.46%,Upgrade
5,Accounts Receivable,180.72,177.9,208.2,133.65,210.54,167.39,158.48,117.36,138.46,155.5,Upgrade
6,Other Receivables,-,-,0.38,0.37,0.1,0.1,0.56,0.56,-,0.28,Upgrade
7,Receivables,180.72,176.42,208.58,142.25,210.64,176.54,159.04,128.67,138.46,161.35,Upgrade
8,Inventory,16.45,24.41,9.23,44.91,4.46,81.56,52.06,74.65,28.3,24.42,Upgrade
9,Prepaid Expenses,61.69,8.77,48.45,8.19,57.63,7.8,36.3,2.16,59.54,15.03,Upgrade
10,Other Current Assets,0.05,-,-,-,1.17,1.22,0.42,6.22,5.73,1.19,Upgrade
11,Total Current Assets,269.31,246.5,283.75,235.12,301.19,306.49,276.26,262.51,259.91,282.56,Upgrade
12,"Property, Plant & Equipment",23.86,28.68,30.75,35.4,67.62,74.59,80.7,92.51,81.75,92.45,Upgrade
13,Long-Term Investments,0.03,0.84,0.09,0.32,1.49,1.83,1.94,2.09,1.85,2.08,Upgrade
14,Goodwill,101.94,101.94,101.94,101.94,101.94,101.94,101.94,101.94,101.94,105.05,Upgrade
15,Other Intangible Assets,435.82,461,474.44,512.09,558.18,608.61,622.13,639.34,620.6,665.73,Upgrade
16,Long-Term Deferred Tax Assets,3.23,3.24,6.35,4.9,5.14,3.32,3.94,2.48,0.54,0.19,Upgrade
17,Other Long-Term Assets,5.12,5.16,5.83,4.9,0.56,0.13,2.17,3.39,2.07,3.47,Upgrade
18,Total Assets,839.32,847.34,903.14,894.68,1036,1097,1089,1104,1069,1152,Upgrade
19,Accounts Payable,39.15,23.19,75.38,13.4,21.98,8.88,20.4,16.14,14.69,22.25,Upgrade
20,Accrued Expenses,-,27.75,-,16.11,-,22.38,-,13.1,-,9.16,Upgrade
21,Short-Term Debt,61.56,59.84,18.81,120.46,27.47,19.37,19.56,22.56,7.89,39.57,Upgrade
22,Current Portion of Long-Term Debt,92.34,80.2,31.45,24.58,175.71,150.5,115.29,149.71,35.73,55.35,Upgrade
23,Current Portion of Leases,3.43,4.68,4.56,5.15,6.44,7.92,10.31,11.18,10.9,13.72,Upgrade
24,Current Income Taxes Payable,32.85,33.08,32.16,33.9,36.3,39.74,34.97,34.36,27.41,31.44,Upgrade
25,Current Unearned Revenue,40.25,38.63,-,37.41,-,45.26,-,46.23,62.64,58.47,Upgrade
26,Other Current Liabilities,98.26,52.8,94.63,37.2,97.96,79.81,89.84,23.67,49.72,23.05,Upgrade
27,Total Current Liabilities,367.83,320.17,257,288.19,365.86,373.87,290.37,316.94,208.99,253,Upgrade
28,Long-Term Debt,63.18,73.52,192.27,139.97,118.77,299.88,417.1,374.38,470.7,422.12,Upgrade
29,Long-Term Leases,13.7,14.92,15.98,18.65,50.89,53.23,57.92,62.2,60.12,65.06,Upgrade
30,Long-Term Deferred Tax Liabilities,65.36,69.09,72.42,78.02,84.95,92.41,93.23,95.7,94.38,103.7,Upgrade
31,Other Long-Term Liabilities,-,-,-,-,86.5,86.5,86.5,86.5,86.5,86.5,Upgrade
32,Total Liabilities,510.07,477.71,537.67,524.83,706.97,905.89,945.11,935.71,920.69,930.38,Upgrade
33,Common Stock,9.71,8.98,7.77,6.84,5.41,5.09,4.88,4.82,4.82,4.82,Upgrade
34,Additional Paid-In Capital,799.53,782.44,735.62,673.3,565.3,362.86,352.22,342.64,342.64,342.64,Upgrade
35,Retained Earnings,-495.63,-441.54,-372.34,-328.37,-318.34,-258.71,-269.86,-205.16,-162.61,-113.46,Upgrade
36,Treasury Stock,-,-,-,-,-,-,-,-0.1,-0.1,-0.1,Upgrade
37,Comprehensive Income & Other,12.4,16.57,-0.41,25.58,79.97,88.06,65.53,29.31,-29,-13.21,Upgrade
38,Total Common Equity,326.01,366.45,370.65,377.35,332.35,197.31,152.77,171.52,155.76,220.69,Upgrade
