,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,47,110,287,377,301,541,514,392,392,1899,1825,Upgrade
1,Market Cap Growth,-70.90%,-70.90%,-4.45%,-30.35%,-41.51%,38.02%,31.14%,-79.34%,-78.51%,12.90%,-10.26%,Upgrade
2,Enterprise Value,274,309,528,639,650,1027,1097,958,942,2415,1918,Upgrade
3,Last Close Price,0.04,0.11,0.32,0.48,0.44,1.00,1.01,0.82,0.83,4.02,3.86,Upgrade
4,PE Ratio,-,-,-,-,-,-,-9.60,-,-,-,-,Upgrade
5,PS Ratio,0.15,0.47,0.98,1.14,0.88,1.46,1.31,0.94,1.01,5.04,5.81,Upgrade
6,PB Ratio,0.12,0.33,0.78,1.03,0.81,1.64,2.69,2.72,2.33,12.83,8.25,Upgrade
7,P/FCF Ratio,-,-,-,-,4.66,-560.44,-,-,28.73,172.50,-91.87,Upgrade
8,P/OCF Ratio,-,-,-,-,4.63,-1045.15,-,-,14.60,85.63,-118.50,Upgrade
9,EV/Sales Ratio,1.17,1.32,1.81,1.94,1.90,2.76,2.81,2.30,2.42,6.40,6.11,Upgrade
10,EV/EBITDA Ratio,-,-,-,-,-89.85,-,-203.62,-,66.67,132.14,-838.83,Upgrade
11,EV/FCF Ratio,-78.08,-,-,-,10.07,-1062.76,-,-,68.99,219.35,-96.58,Upgrade
12,Debt / Equity Ratio,0.71,0.71,0.63,0.72,0.83,1.15,2.78,4.31,3.68,3.96,2.69,Upgrade
13,Debt / FCF Ratio,-,-,-,-,4.79,-392.62,-,-,45.42,53.17,-30.00,Upgrade
14,Earnings Yield,-262.60%,-112.35%,-39.38%,-14.32%,-23.16%,-8.95%,-10.41%,-27.34%,-23.39%,-4.16%,-3.13%,Upgrade
15,FCF Yield,-7.47%,-3.20%,-4.14%,14.51%,21.45%,-0.18%,-2.66%,-1.38%,3.48%,0.58%,-1.09%,Upgrade
16,Buyback Yield / Dilution,-25.62%,-24.21%,-27.24%,-40.64%,-27.29%,-7.20%,-6.88%,0.19%,0.09%,-13.54%,-8.90%,Upgrade
17,Total Shareholder Return,-25.62%,-24.21%,-27.24%,-40.64%,-27.29%,-7.20%,-6.88%,0.19%,0.09%,-13.54%,-8.90%,Upgrade
