,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,32,51,62,28,44,58,76,97,293,293,293,Upgrade
1,Market Cap Growth,83.33%,83.33%,42.11%,-52.00%,-42.42%,-40.48%,-74.02%,-66.93%,0%,0%,0%,Upgrade
2,Enterprise Value,474,559,594,553,572,552,597,610,835,788,741,Upgrade
3,Last Close Price,0.14,0.22,0.27,0.12,0.19,0.25,0.33,0.42,1.27,1.27,1.27,Upgrade
4,Forward PE,-,11.64,11.64,11.64,11.64,11.64,11.64,11.64,11.64,11.64,11.64,Upgrade
5,PS Ratio,0.15,0.24,0.32,0.13,0.20,0.69,-,0.95,-,1.34,1.18,Upgrade
6,PB Ratio,0.08,0.13,0.15,0.04,0.06,0.06,0.07,0.09,0.26,0.27,0.26,Upgrade
7,P/TBV Ratio,0.13,0.13,0.15,0.04,0.06,0.06,0.07,0.09,0.26,0.27,0.26,Upgrade
8,P/FCF Ratio,0.46,0.73,-,0.33,0.63,15.09,-,-,-,-,-,Upgrade
9,P/OCF Ratio,0.72,0.72,-,0.33,0.63,15.09,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,2.27,2.68,3.10,2.57,2.62,6.63,-,5.97,-,3.61,2.99,Upgrade
11,EV/EBITDA Ratio,-,-2.84,-,-2.48,-,31.66,-,14.08,-,8.72,7.54,Upgrade
12,EV/EBIT Ratio,-,-2.81,-,-2.44,-,34.82,-,14.67,-,9.16,7.90,Upgrade
13,EV/FCF Ratio,6.83,8.06,-,6.60,8.29,144.58,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,1.64,1.64,1.73,1.17,1.16,0.83,0.75,0.71,0.74,0.74,0.73,Upgrade
15,Debt / FCF Ratio,9.24,9.24,-,9.29,11.45,208.81,-,-,-,-,-,Upgrade
16,Return on Capital Employed (ROCE),-,-24.48%,-,-15.55%,-,0.90%,-,2.18%,-,4.56%,4.95%,Upgrade
17,Earnings Yield,-919.17%,-580.75%,-449.40%,-1037.17%,-838.81%,-174.97%,-,-8.41%,-,-30.26%,-29.46%,Upgrade
18,FCF Yield,216.84%,137.01%,-28.42%,303.18%,157.77%,6.63%,-,-36.56%,-,-24.66%,-2.35%,Upgrade
19,Buyback Yield / Dilution,-,-,-,-,-,-,0.00%,-,-,-,Upgrade,
20,Total Shareholder Return,-,-,-,-,-,-,0.00%,-,-,-,Upgrade,
