,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+3 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+3 Quarters
0,Cash & Equivalents,-,81.78,82.16,264.79,38.69,23,47.88,55.3,73.2,269.66,253.13,262.15,277.7,186.77,35.05,35.36,40.26,75.86,-,55.88,Upgrade
1,Trading Asset Securities,-,271.09,289.89,131.34,363.26,386.37,380.28,397.2,400.95,418.42,431.37,438.9,418.01,524.96,342.87,353.1,331.09,288.69,-,271.27,Upgrade
2,Cash & Short-Term Investments,352.87,352.87,372.05,396.14,401.95,409.37,428.16,452.51,474.15,688.08,684.51,701.05,695.71,711.73,377.92,388.45,371.35,364.55,-,327.15,Upgrade
3,Cash Growth,-12.21%,-13.80%,-13.10%,-12.46%,-15.23%,-40.51%,-37.45%,-35.45%,-31.85%,-3.32%,81.12%,80.47%,87.35%,95.24%,-,18.74%,16.31%,181.09%,-,-,Upgrade
4,Accounts Receivable,-,77.68,79.76,82.46,94.26,89.76,96.29,94,106.15,105.12,100.59,81.99,95.3,71.28,74.65,52.91,64.16,35.13,-,35.88,Upgrade
5,Other Receivables,-,2.13,2.87,2.2,3.16,1.69,2.05,2.69,2.52,2.46,2.63,2.38,2.85,-,-,-,1.84,0.05,-,1.74,Upgrade
6,Receivables,-,79.81,82.63,84.65,97.43,91.45,98.34,96.69,108.68,107.58,103.22,84.37,98.15,71.28,74.65,52.91,65.99,35.18,-,37.61,Upgrade
7,Inventory,-,8.93,7.09,6.9,4.54,5.54,4.75,4.55,4.62,10.68,11.26,11.89,8.55,10.79,3.88,4.12,3.13,14.02,-,12.44,Upgrade
8,Prepaid Expenses,-,-,-,-,0.44,-,-,-,1.07,-,-,-,-,-,-,-,-,0.33,-,0.99,Upgrade
9,Other Current Assets,-,36.72,28.11,28.52,19.64,20.63,15.46,11.55,7.59,9.53,10.81,10.26,6.51,6.48,13.13,11.94,11.25,10.39,-,5.91,Upgrade
10,Total Current Assets,-,478.33,489.88,516.2,524.01,526.99,546.7,565.3,596.1,815.87,809.8,807.57,808.92,800.29,469.58,457.42,451.73,424.47,-,384.1,Upgrade
11,"Property, Plant & Equipment",-,264.5,268.32,271.9,275.74,264.21,267.24,270.46,273.82,27.7,26.9,25.62,26.34,26.57,27.96,28.45,23.57,24.03,-,24.31,Upgrade
12,Long-Term Investments,-,9.88,3.88,3.88,3.88,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
13,Other Intangible Assets,-,8.32,8.94,9.57,5.85,2.75,3,3.25,3.52,3.71,3.9,4.16,4.42,1.26,1.05,1.1,1.16,1.33,-,1.34,Upgrade
14,Long-Term Deferred Tax Assets,-,15.41,15.42,15.91,14.68,12.42,8.71,6.64,2.7,1.56,1.28,1.06,0.72,0.63,0.45,0.35,0.38,0.29,-,0.26,Upgrade
15,Long-Term Deferred Charges,-,1.2,1.35,1.51,0.35,0.36,0.37,0.41,0.79,0.84,0.55,0.53,0.26,0.36,0.33,0.41,0.51,0.61,-,0.77,Upgrade
16,Total Assets,-,777.63,787.79,818.97,824.51,810.73,826.02,846.06,876.93,849.68,842.44,838.93,840.66,829.11,499.37,487.73,477.35,450.72,-,410.79,Upgrade
17,Accounts Payable,-,14.23,-,10.99,-,12.06,-,17.57,-,11.23,-,12.52,-,18.15,10.5,-,-,-,-,2.81,Upgrade
18,Accrued Expenses,-,4.28,16.56,4.6,23.93,3.77,18.54,3.79,37.96,3.88,18.27,2.74,27.74,1.75,2.6,12.9,21.34,7.11,-,2.03,Upgrade
19,Current Portion of Leases,-,2.83,2.81,2.78,2.75,-,-,-,-,-,-,-,0.91,-,-,4.1,-,-,-,-,Upgrade
20,Current Income Taxes Payable,-,2.14,-,2.38,-,1.76,-,1.87,0.01,1.58,0.92,1.2,-,1.32,3.12,2.05,2.62,0.37,-,3.32,Upgrade
21,Current Unearned Revenue,-,12.31,9.21,9.9,7.4,7.99,8.03,5.58,5.74,15.16,5.95,6.69,5.29,5.61,3.99,14.03,14.96,34.72,-,32.69,Upgrade
22,Other Current Liabilities,-,0.57,0.99,0.52,1.45,0.52,1.03,0.85,3.04,0.67,1.36,0.43,0.82,2.31,3.39,0.34,0.48,0.78,-,0.31,Upgrade
23,Total Current Liabilities,-,36.37,29.57,31.17,35.53,26.09,27.59,29.67,46.76,32.51,26.5,23.59,34.75,29.15,23.61,33.43,39.39,42.98,-,41.15,Upgrade
24,Long-Term Leases,-,2.96,3.47,4.25,5.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
25,Long-Term Deferred Tax Liabilities,-,1.28,1.37,1.51,1.66,0.52,0.56,0.61,0.65,-,-,-,-,-,-,-,-,-,-,-,Upgrade
26,Total Liabilities,-,40.61,34.41,36.93,42.21,26.62,28.16,30.27,47.4,32.51,26.5,23.59,34.75,29.15,23.61,33.43,39.39,42.98,-,41.15,Upgrade
27,Common Stock,-,60.33,60.33,60.33,60.33,60.33,60.33,42.8,42.8,42.8,42.8,42.8,42.8,42.8,32.1,32.1,32.1,32.1,-,32.1,Upgrade
28,Additional Paid-In Capital,-,509.37,509.02,508.72,508.34,511.81,510.67,516.67,516.76,515.21,513.2,511.87,511.87,511.87,186.21,186.21,186.21,186.21,-,186.21,Upgrade
29,Retained Earnings,-,217.49,214.12,213.07,213.7,211.97,226.84,256.32,269.94,259.12,259.91,260.62,251.19,245.24,257.39,235.92,219.58,189.32,-,151.15,Upgrade
30,Treasury Stock,-,-50,-30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
31,Comprehensive Income & Other,-,-0.15,-0.08,-0.07,-0.07,0.02,0.02,0,0.02,0.04,0.02,0.06,0.06,0.06,0.06,0.07,0.07,0.11,-,0.17,Upgrade
32,Shareholders' Equity,737.03,737.03,753.38,782.04,782.29,784.12,797.86,815.79,829.52,817.16,815.93,815.35,805.91,799.96,475.76,454.3,437.96,407.74,-,369.63,Upgrade
33,Total Liabilities & Equity,-,777.63,787.79,818.97,824.51,810.73,826.02,846.06,876.93,849.68,842.44,838.93,840.66,829.11,499.37,487.73,477.35,450.72,-,410.79,Upgrade
34,Total Debt,5.79,5.79,6.28,7.03,7.77,-,-,-,-,-,-,-,0.91,-,-,4.1,-,-,-,-,Upgrade
35,Net Cash (Debt),347.08,347.08,365.77,389.11,394.18,409.37,428.16,452.51,474.15,688.08,684.51,701.05,694.8,711.73,377.92,384.35,371.35,364.55,-,327.15,Upgrade
36,Net Cash Growth,-11.95%,-15.22%,-14.57%,-14.01%,-16.87%,-40.51%,-37.45%,-35.45%,-31.76%,-3.32%,81.12%,82.40%,87.10%,95.24%,-,17.49%,16.31%,181.09%,-,-,Upgrade
37,Net Cash Per Share,7.44,3.27,18.41,6.14,6.43,6.51,7.22,7.60,7.88,11.58,11.26,11.67,11.79,14.17,8.42,8.57,8.37,8.07,-,7.28,Upgrade
38,Filing Date Shares Outstanding,46.67,59.42,59.89,60.33,60.33,60.33,60.33,59.92,59.92,59.92,59.92,59.92,59.92,59.92,59.92,44.94,44.94,44.94,45.05,44.94,Upgrade
39,Total Common Shares Outstanding,59.42,59.42,59.89,60.33,60.33,60.33,60.33,59.92,59.92,59.92,59.92,59.92,59.92,59.92,44.94,44.94,44.94,44.94,45.05,44.94,Upgrade
40,Working Capital,-,441.96,460.31,485.04,488.48,500.89,519.11,535.63,549.34,783.36,783.29,783.98,774.17,771.14,445.97,423.99,412.33,381.49,-,342.95,Upgrade
41,Book Value Per Share,12.40,12.40,12.58,12.96,12.97,13.00,13.23,13.61,13.84,13.64,13.62,13.61,13.45,13.35,10.59,10.11,9.75,9.07,-,8.23,Upgrade
42,Tangible Book Value,728.71,728.71,744.44,772.47,776.44,781.37,794.86,812.54,826,813.45,812.03,811.19,801.49,798.7,474.71,453.2,436.8,406.42,-,368.3,Upgrade
43,Tangible Book Value Per Share,12.26,12.26,12.43,12.81,12.87,12.95,13.18,13.56,13.79,13.58,13.55,13.54,13.38,13.33,10.56,10.08,9.72,9.04,-,8.20,Upgrade
44,Buildings,-,-,265.18,-,265.18,-,265.18,-,265.18,-,21.02,-,21.02,-,-,21.02,21.02,21.02,-,21.02,Upgrade
45,Machinery,-,-,27.44,-,26.96,-,20.67,-,20.9,-,15.11,-,13.13,-,-,10.71,10.23,10.21,-,9.49,Upgrade
