,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+12 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Jan '24 Jan 1, 2024","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+12 Quarters
0,Market Capitalization,5720000,5478000,5500000,5390000,5159000,4055000,4180000,3750000,3610000,3700000,3855000,4100000,3990000,3500000,2965000,2800000,2890000,2735000,2360000,2172390,1502490,Upgrade
1,Market Cap Growth,35.09%,35.09%,31.58%,43.73%,42.91%,9.59%,8.43%,-8.54%,-9.52%,5.71%,30.02%,46.43%,38.06%,27.97%,25.64%,28.89%,92.35%,11.20%,-13.17%,-28.95%,-38.12%,Upgrade
2,Enterprise Value,5678838,5420380,5530346,5289393,5276171,4238168,4376104,3917988,3832561,3921791,4102553,4214530,4270594,3844021,3317803,3261977,3360342,3018664,2711284,2516728,1819127,Upgrade
3,Last Close Price,52000.00,48508.89,48703.70,47729.63,45684.07,39498.70,38354.36,34408.81,33124.22,32773.10,34146.02,36316.13,35341.80,31001.58,25375.01,23962.91,24733.15,23406.63,19309.52,18573.14,12845.74,Upgrade
4,PE Ratio,29.86,29.13,31.41,30.92,28.94,15.55,14.48,13.09,12.77,18.25,14.85,17.74,17.28,11.58,13.89,12.21,12.55,17.57,13.01,11.91,8.84,Upgrade
5,Forward PE,19.98,20.24,21.07,24.24,27.97,17.62,17.78,14.47,14.01,14.61,18.10,20.30,13.68,12.90,10.62,10.02,11.31,10.54,10.08,9.82,-,Upgrade
6,PS Ratio,10.32,10.06,9.30,9.10,9.59,7.61,8.96,7.77,7.60,7.73,8.27,9.29,9.29,8.39,7.23,6.79,7.31,7.09,6.34,6.03,4.25,Upgrade
7,PB Ratio,2.27,2.18,2.24,2.24,2.19,1.99,1.96,1.81,1.79,1.81,1.96,2.14,2.14,1.90,1.62,1.55,1.65,1.65,1.37,1.34,0.96,Upgrade
8,P/TBV Ratio,2.22,2.22,2.28,2.29,2.24,2.04,2.01,1.85,1.83,1.86,2.01,2.20,2.20,1.95,1.67,1.60,1.70,1.71,1.41,1.39,0.99,Upgrade
