,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+12 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Jan '24 Jan 1, 2024","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+12 Quarters
0,Cash & Equivalents,263929,327303,355441,511934,110009,75175,86961,268089,33520,74807,110748,303471,86108,27702,64027,17109,52891,181381,90215,129736,Upgrade
1,Short-Term Investments,156900,90000,10000,-,40000,34000,28000,20000,-,-,-,-,-,-,-,-,-,25500,128526,128526,Upgrade
2,Cash & Short-Term Investments,420829,417303,365441,511934,150009,109175,114961,288089,33520,74807,110748,303471,86108,27702,64027,17109,52891,206881,218741,258262,Upgrade
3,Cash Growth,180.54%,282.23%,217.88%,77.70%,347.52%,45.94%,3.80%,-5.07%,-61.07%,170.05%,72.97%,1673.80%,62.80%,-86.61%,-70.73%,-93.38%,-83.61%,-32.04%,-47.83%,191.17%,Upgrade
4,Accounts Receivable,24.59,17476,101098,78138,72154,41016,14302,43.7,14223,44.79,20.2,36.7,7651,19514,-,15002,28086,25153,19098,31223,Upgrade
5,Other Receivables,5059,4529,4669,4299,6578,5009,5098,98012,3943,1285,1508,88018,87261,15427,520.72,88032,523.68,180065,5603,581.25,Upgrade
6,Receivables,10084,27004,110767,87437,83731,51025,19399,98056,18166,1330,1528,88054,94912,34940,520.72,103034,28610,205218,24702,31805,Upgrade
7,Inventory,77253,45813,44067,85580,2056,60508,60082,60641,60564,2007,4359,40325,40883,7589,7395,7469,7416,7565,7025,4089,Upgrade
8,Prepaid Expenses,233.65,584.39,991.94,1431,2096,1358,1086,413.29,576.65,598.55,309.69,240.68,465.06,680.04,734.02,121.73,828.84,850.13,1219,175.4,Upgrade
