,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,1602,2196,1373,1293,997.02,891.46,665.19,576.41,452.17,454.09
1,Revenue Growth (YoY),16.71%,69.80%,37.71%,45.09%,49.89%,54.66%,47.11%,26.94%,30.22%,-
2,Cost of Revenue,1199,1547,1021,1012,741.37,677.85,489.44,434.49,342.41,354.78
3,Gross Profit,403.21,649.73,351.74,281.35,255.65,213.61,175.75,141.92,109.76,99.31
4,"Selling, General & Admin",178.09,207.51,156.28,181.65,113.1,146.82,69.85,83.44,54.98,63.64
5,Operating Expenses,187.04,205.49,161.53,182.6,116.74,143.81,73.32,80.52,58.16,62.68
6,Operating Income,216.17,444.24,190.21,98.75,138.91,69.8,102.42,61.4,51.6,36.63
7,Interest Expense,-,-2.62,-,-0.65,-,-0.6,-,-36.47,-,-27.19
8,Interest & Investment Income,36.11,38.79,39.61,37.42,34.3,12.12,9.99,51.55,15.65,40
9,Earnings From Equity Investments,0.58,0.62,-0.68,-0.53,-0,0.31,0.09,-,-1.26,-2.21
10,Other Non Operating Income (Expenses),5.81,11.12,6.21,10.47,5.97,7.93,2.99,-22.77,20.42,3.56
11,EBT Excluding Unusual Items,258.68,492.14,235.35,145.45,179.18,89.56,115.49,53.71,86.41,50.8
12,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,18.8,-,0.93
13,Other Unusual Items,-,-,-,0.08,-,-,-,-15.05,-,-
14,Pretax Income,258.68,492.14,235.35,145.53,179.18,89.56,115.49,57.46,86.41,51.73
15,Income Tax Expense,64.12,120.66,59.49,27.55,45.85,15.24,28.91,12.1,24.94,13.67
16,Earnings From Continuing Operations,194.56,371.48,175.86,117.98,133.34,74.32,86.59,45.37,61.47,38.05
17,Minority Interest in Earnings,-3.76,-76.04,-3.96,-1.19,-2.92,-1.48,-0.05,-0.26,-0.46,-0.11
18,Net Income,190.8,295.44,171.91,116.79,130.42,72.84,86.53,45.11,61.01,37.95
19,Net Income to Common,190.8,295.44,171.91,116.79,130.42,72.84,86.53,45.11,61.01,37.95
20,Net Income Growth,10.99%,152.96%,31.81%,60.34%,50.72%,61.48%,41.83%,18.87%,101.80%,-
21,Shares Outstanding (Basic),1348,1340,1309,1280,1336,1033,1336,1177,1177,-
22,Shares Outstanding (Diluted),1408,1406,1343,1349,1336,1033,1336,1177,1177,-
23,Shares Change (YoY),4.83%,4.25%,0.51%,30.61%,-,-12.25%,13.56%,-,-,-
24,EPS (Basic),0.14,0.22,0.13,0.09,0.10,0.07,0.06,0.04,0.05,-
25,EPS (Diluted),0.14,0.21,0.13,0.08,0.10,0.07,0.06,0.04,0.05,-
26,EPS Growth,7.69%,159.96%,33.20%,22.63%,50.72%,70.38%,24.90%,-,-,-
27,Free Cash Flow,-168.36,214.32,-56.89,794.57,-312.49,888.91,-12.81,277.64,1.18,147.89
28,Free Cash Flow Per Share,-0.12,0.15,-0.04,0.59,-0.23,0.86,-0.01,0.24,0.00,-
29,Operating Margin,13.49%,20.23%,13.85%,7.63%,13.93%,7.83%,15.40%,10.65%,11.41%,8.07%
30,Profit Margin,11.91%,13.45%,12.52%,9.03%,13.08%,8.17%,13.01%,7.83%,13.49%,8.36%
31,Free Cash Flow Margin,-10.51%,9.76%,-4.14%,61.43%,-31.34%,99.71%,-1.93%,48.17%,0.26%,32.57%
32,EBITDA,223.57,453.14,196.1,106.17,143.26,74.85,106.08,64.68,53.04,38.06
33,D&A For EBITDA,7.39,8.9,5.89,7.43,4.35,5.05,3.66,3.28,1.44,1.43
34,EBIT,216.17,444.24,190.21,98.75,138.91,69.8,102.42,61.4,51.6,36.63
