,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Feb '25 Feb 7, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,267,175,211,208,228,214,244,313,231,289,280,Upgrade
1,Market Cap Growth,-15.87%,-15.87%,-7.25%,-3.08%,-6.76%,-31.58%,5.71%,8.57%,-17.49%,-6.68%,102.90%,Upgrade
2,Enterprise Value,260,172,204,216,216,218,221,280,288,306,283,Upgrade
3,Last Close Price,0.41,0.27,0.32,0.32,0.34,0.33,0.37,0.47,0.35,0.85,0.92,Upgrade
4,PS Ratio,5.45,3.52,4.32,4.39,4.82,8.57,-,8.59,-,4.27,3.56,Upgrade
5,PB Ratio,6.89,4.20,4.84,4.20,4.17,3.77,3.52,2.43,1.63,4.63,2.84,Upgrade
6,P/TBV Ratio,5.23,5.23,5.98,5.61,5.42,4.83,4.46,3.35,2.22,9.06,6.16,Upgrade
7,P/FCF Ratio,43.03,28.21,-161.69,-,-,181.75,-,-,-,-,-,Upgrade
8,P/OCF Ratio,5.82,5.82,9.36,-,-,181.75,-,-,-,-,-16.20,Upgrade
9,EV/Sales Ratio,5.24,3.47,4.18,4.56,4.58,8.72,-,7.68,-,4.52,3.60,Upgrade
10,EV/EBITDA Ratio,30.68,-,-53.05,-,-,-,-,-,-,-,-,Upgrade
11,EV/EBIT Ratio,1433.79,-,-31.71,-,-20.95,-,-,-,-,-,-,Upgrade
12,EV/FCF Ratio,41.95,27.76,-156.15,-,-,184.97,-,-,-,-,-,Upgrade
13,Debt / Equity Ratio,1.35,1.35,1.41,1.27,1.60,1.61,1.61,0.76,0.76,1.54,1.46,Upgrade
14,Debt / FCF Ratio,9.09,9.09,-47.14,-,-,77.67,-,-,-,-,-,Upgrade
15,Return on Capital Employed (ROCE),0.18%,-,-8.98%,-,-9.33%,-,-,-,-,-,-,Upgrade
16,Earnings Yield,-2.84%,-4.34%,-5.03%,-3.83%,-5.81%,-4.59%,-,-3.39%,-,-50.43%,-52.87%,Upgrade
17,FCF Yield,2.32%,3.54%,-0.62%,-9.03%,-5.78%,0.55%,-,-1.45%,-,-9.12%,-7.86%,Upgrade
18,Buyback Yield / Dilution,-,-,-,-,-,-,-110.26%,-,-29.63%,-439.83%,Upgrade,
19,Total Shareholder Return,-,-,-,-,-,-,-110.26%,-,-29.63%,-439.83%,Upgrade,
