,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,646.74,549.04,816.14,790.15,582.72,717.81,951.69,860.89,787.65,715.58,886.62,753.79,509.92,496.08,637.75,681.57,381.29,444.88,463.47,626.07,Upgrade
1,Other Revenue,-2.7,2.7,-,5.08,-2.22,2.22,-,5.69,-2.88,2.88,-,9.46,-2.4,2.4,-,6.28,-3.56,3.56,-,8.24,Upgrade
2,Revenue,644.04,551.74,816.14,795.23,580.5,720.03,951.69,866.58,784.76,718.46,886.62,763.25,507.52,498.48,637.75,687.85,377.73,448.44,463.47,634.31,Upgrade
3,Revenue Growth (YoY),10.95%,-23.37%,-14.24%,-8.23%,-26.03%,0.22%,7.34%,13.54%,54.63%,44.13%,39.02%,10.96%,34.36%,11.16%,37.60%,8.44%,220.37%,206.53%,241.26%,246.57%,Upgrade
4,Cost of Revenue,501.48,447.72,679.88,652.48,431.85,544.58,829.27,741.82,608.46,583.6,768.96,635.39,386.3,404.36,524.78,570.06,274.03,336.72,385.35,501.39,Upgrade
5,Gross Profit,142.57,104.03,136.26,142.75,148.66,175.45,122.42,124.76,176.3,134.87,117.66,127.86,121.22,94.12,112.97,117.79,103.7,111.72,78.12,132.92,Upgrade
6,"Selling, General & Admin",39.69,39.14,37.24,48.28,36.7,35.54,31.48,37.29,41.51,30.15,31.66,33.38,35.83,26.54,32.56,37.52,25.6,32.06,25.12,45.21,Upgrade
7,Research & Development,15.8,16.7,15.61,17.04,16.32,15.63,15.13,16.92,16.57,15.89,10.44,14.16,11.85,8.81,5.56,3.58,5.84,5.65,4.12,4.78,Upgrade
8,Other Operating Expenses,-0.38,0.59,3.86,2.78,-1.68,-5.03,2.8,16.2,1.77,-5.47,0.38,10.73,1.87,-5.69,1.79,10.1,-0.84,-4.01,1.22,8.47,Upgrade
9,Operating Expenses,61.44,55.62,53.99,46.4,62.99,45.12,43.51,78.59,81.57,46.96,40.64,82.86,51.03,28.78,40.79,50.67,21.69,48.52,31.94,92.65,Upgrade
10,Operating Income,81.12,48.41,82.27,96.36,85.66,130.33,78.91,46.17,94.73,87.9,77.02,45,70.19,65.34,72.18,67.12,82.02,63.2,46.18,40.27,Upgrade
11,Interest Expense,-7.09,-3.66,-8.15,-8.94,-7.4,-7.8,-6.37,-5.93,-7.07,-5.51,-3.1,-3.37,-3.5,-2.58,-2.8,-2.83,-2.61,-3.79,-,-19.07,Upgrade
12,Interest & Investment Income,4.02,15.67,14.46,17.55,14.71,13.27,11.85,18.93,11.18,11.03,6.75,6.61,7.24,12.99,6.54,0.89,5.14,6.32,0.36,-,Upgrade
13,Currency Exchange Gain (Loss),-0.38,0.38,-,-1.48,-2.98,2.98,-,1.65,-0.84,0.84,-,1.76,-0.43,0.43,-,-0.81,0.07,-0.07,-,-0.22,Upgrade
14,Other Non Operating Income (Expenses),8.82,-0.77,-0.6,-2.12,3,-1.67,0.37,-7.98,8.51,-2.83,1.72,11.61,6.52,-1.27,0.97,-0.74,1.71,-0.42,-0.85,-1.53,Upgrade
15,EBT Excluding Unusual Items,86.49,60.02,87.98,101.37,92.99,137.11,84.76,52.84,106.52,91.43,82.4,61.61,80.02,74.91,76.89,63.63,86.33,65.24,45.69,19.45,Upgrade
16,Gain (Loss) on Sale of Investments,1.6,0.65,-0.49,0.42,-0.06,-0.03,-,0.01,-0.07,-0.33,-0.03,0.05,0.55,0.48,-0.44,-0.03,0.02,-0.07,-0.96,-,Upgrade
17,Gain (Loss) on Sale of Assets,-0,-0.43,-0.06,9.34,-0.14,-2.06,-,-0.06,0.01,0.01,-,-,-,0,-,0.43,-0.16,-,-,-,Upgrade
18,Asset Writedown,-2.68,1.82,-1.82,-1.49,0.6,-0.36,0.46,2.69,-3.33,0.21,-0.21,1.96,-1.99,-,-,-0.08,-0.08,-0.02,-,0.04,Upgrade
19,Other Unusual Items,-5.05,0.84,4.21,7.63,0.46,-0.46,-,17.48,-0.04,0.04,-,11.9,-0.24,0.24,-,8.97,-1.17,1.17,-,9.13,Upgrade
20,Pretax Income,80.35,62.89,89.82,118.09,93.06,134.98,85.22,78.48,99.83,94.62,82.15,80.65,73.24,80.73,76.45,73.47,84.48,66.78,44.72,30.4,Upgrade
21,Income Tax Expense,15.3,10.83,20.8,27.37,17.92,21.44,15.4,18.93,20.58,18.73,19.83,18.65,14.42,13.9,18.56,25.29,18.86,20.55,11.48,11.57,Upgrade
22,Earnings From Continuing Operations,65.05,52.06,69.02,90.72,75.14,113.54,69.82,59.55,79.25,75.89,62.32,62,58.81,66.83,57.89,48.18,65.61,46.23,33.25,18.84,Upgrade
23,Minority Interest in Earnings,1.02,1.19,1.15,-0.2,0.18,0.86,-0,0.97,-0.38,0.29,0.07,-0.6,0.09,0.19,0.15,1.79,0.22,0.42,0.4,-0.92,Upgrade
24,Net Income,66.06,53.24,70.17,90.51,75.33,114.4,69.82,60.52,78.86,76.18,62.39,61.39,58.9,67.02,58.04,49.97,65.84,46.65,33.65,17.92,Upgrade
25,Net Income to Common,66.06,53.24,70.17,90.51,75.33,114.4,69.82,60.52,78.86,76.18,62.39,61.39,58.9,67.02,58.04,49.97,65.84,46.65,33.65,17.92,Upgrade
26,Net Income Growth,-12.30%,-53.46%,0.51%,49.57%,-4.48%,50.17%,11.90%,-1.42%,33.89%,13.67%,7.50%,22.86%,-10.54%,43.67%,72.47%,178.88%,265.78%,101.94%,82.72%,108.83%,Upgrade
27,Shares Outstanding (Basic),367,336,390,377,377,380,388,379,395,359,390,384,368,371,387,384,359,391,374,324,Upgrade
28,Shares Outstanding (Diluted),411,336,390,377,430,380,388,379,395,359,390,384,368,371,387,384,359,391,374,324,Upgrade
29,Shares Change (YoY),-4.51%,-11.48%,0.51%,-0.45%,8.85%,5.74%,-0.54%,-1.29%,7.33%,-3.21%,0.78%,-0.21%,2.50%,-5.08%,3.48%,18.60%,39.76%,73.45%,21.81%,22.85%,Upgrade
30,EPS (Basic),0.18,0.16,0.18,0.24,0.20,0.30,0.18,0.16,0.20,0.21,0.16,0.16,0.16,0.18,0.15,0.13,0.18,0.12,0.09,0.06,Upgrade
31,EPS (Diluted),0.16,0.16,0.18,0.24,0.18,0.30,0.18,0.16,0.20,0.21,0.16,0.16,0.16,0.18,0.15,0.13,0.18,0.12,0.09,0.06,Upgrade
32,EPS Growth,-8.15%,-47.43%,0%,50.24%,-12.25%,42.02%,12.50%,-0.14%,24.75%,17.44%,6.67%,23.12%,-12.72%,51.36%,66.67%,135.15%,161.72%,16.42%,50.00%,69.99%,Upgrade
33,Free Cash Flow,27.64,141.62,13.96,162.35,-3.8,43.21,-63.76,-44.83,7.82,92.94,-28.45,30.05,57.4,105.92,-92.31,120.57,90.64,-38.04,-36.23,58.73,Upgrade
34,Free Cash Flow Per Share,0.07,0.42,0.04,0.43,-0.01,0.11,-0.16,-0.12,0.02,0.26,-0.07,0.08,0.16,0.29,-0.24,0.31,0.25,-0.10,-0.10,0.18,Upgrade
35,Dividend Per Share,-,-,-,0.150,-,-,-,0.100,-,-,-,0.080,-,-,-,0.080,-,-,-,0.050,Upgrade
36,Dividend Growth,-,-,-,50.00%,-,-,-,25.00%,-,-,-,0%,-,-,-,60.00%,-,-,-,0%,Upgrade
37,Gross Margin,22.14%,18.85%,16.70%,17.95%,25.61%,24.37%,12.86%,14.40%,22.47%,18.77%,13.27%,16.75%,23.89%,18.88%,17.71%,17.12%,27.45%,24.91%,16.86%,20.96%,Upgrade
38,Operating Margin,12.60%,8.77%,10.08%,12.12%,14.76%,18.10%,8.29%,5.33%,12.07%,12.23%,8.69%,5.90%,13.83%,13.11%,11.32%,9.76%,21.71%,14.09%,9.96%,6.35%,Upgrade
39,Profit Margin,10.26%,9.65%,8.60%,11.38%,12.98%,15.89%,7.34%,6.98%,10.05%,10.60%,7.04%,8.04%,11.61%,13.45%,9.10%,7.26%,17.43%,10.40%,7.26%,2.82%,Upgrade
40,Free Cash Flow Margin,4.29%,25.67%,1.71%,20.42%,-0.65%,6.00%,-6.70%,-5.17%,1.00%,12.94%,-3.21%,3.94%,11.31%,21.25%,-14.47%,17.53%,24.00%,-8.48%,-7.82%,9.26%,Upgrade
41,EBITDA,105.7,76.48,106.84,120.93,106.74,152.06,99.99,67.25,114.58,109.2,96.87,64.85,86.39,85.1,88.38,83.33,87.85,78.52,52.01,46.1,Upgrade
