,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H1 2020,H2 2019,H1 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019","Jun '19 Jun 30, 2019",+2 Quarters
0,Market Capitalization,289,43,61,85,344,348,348,348,670,1747,4432,Upgrade
1,Market Cap Growth,-49.52%,-49.52%,-82.35%,-75.59%,-1.21%,0%,-48.05%,-80.07%,-84.88%,-64.05%,53.85%,Upgrade
2,Enterprise Value,1059,807,923,1137,1660,978,978,978,1687,3067,6033,Upgrade
3,Last Close Price,1.43,0.21,0.30,0.42,1.70,1.70,1.70,1.70,3.26,8.40,10.40,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,9.57,18.65,Upgrade
5,Forward PE,-,5.73,5.73,5.73,5.73,5.73,5.73,5.73,5.73,5.73,5.73,Upgrade
6,PS Ratio,2.43,0.36,0.48,0.59,1.65,1.24,1.07,0.60,0.88,2.25,5.43,Upgrade
7,PB Ratio,0.48,0.06,0.09,0.12,0.39,0.38,0.34,0.31,0.18,0.46,1.15,Upgrade
8,P/TBV Ratio,0.15,0.15,0.20,0.25,0.78,0.76,0.66,0.60,0.22,0.56,1.41,Upgrade
9,P/FCF Ratio,2.99,0.44,0.21,0.21,1.40,1.33,0.59,0.37,0.63,2.20,5.89,Upgrade
10,P/OCF Ratio,0.44,0.44,0.21,0.21,1.39,1.32,0.59,0.37,0.63,2.20,5.82,Upgrade
11,PEG Ratio,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,Upgrade
12,EV/Sales Ratio,8.90,6.78,7.30,7.89,7.95,3.50,3.01,1.69,2.20,3.94,7.39,Upgrade
13,EV/EBITDA Ratio,38.02,31.65,35.30,53.73,26.73,10.25,6.44,-25.44,-,5.56,10.48,Upgrade
14,EV/EBIT Ratio,51.53,33.76,37.99,60.43,27.78,10.48,6.56,-23.16,-,5.62,10.57,Upgrade
15,EV/FCF Ratio,10.95,8.35,3.23,2.77,6.74,3.74,1.66,1.03,1.59,3.87,8.02,Upgrade
16,Debt / Equity Ratio,1.50,1.50,1.63,1.68,1.59,1.79,1.78,1.75,0.33,0.42,0.52,Upgrade
17,Debt / FCF Ratio,10.48,10.48,3.99,2.99,5.61,6.30,3.05,2.11,1.19,2.03,2.65,Upgrade
18,Return on Capital Employed (ROCE),3.31%,3.31%,3.24%,2.38%,5.86%,8.55%,12.12%,-2.80%,-,12.60%,13.75%,Upgrade
19,Earnings Yield,-21.15%,-142.67%,-263.56%,-151.60%,-15.28%,-54.65%,-71.83%,-96.79%,-28.72%,10.45%,5.36%,Upgrade
20,FCF Yield,33.41%,225.34%,470.26%,483.28%,71.58%,75.15%,169.24%,272.67%,158.12%,45.41%,16.98%,Upgrade
21,Buyback Yield / Dilution,-,-,-,-,-,2.42%,2.89%,0.75%,2.98%,3.32%,Upgrade,
22,Total Shareholder Return,-,-,-,-,-,2.42%,2.89%,0.75%,2.98%,3.32%,Upgrade,
