,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H1 2020,H2 2019,H1 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019","Jun '19 Jun 30, 2019",+2 Quarters
0,Cash & Equivalents,320.72,453.93,443.58,411.6,432.14,571.67,685.72,708.87,703.56,697.36,Upgrade
1,Trading Asset Securities,-,-,-,-,-,-,-,-,-,56.84,Upgrade
2,Cash & Short-Term Investments,320.72,453.93,443.58,411.6,432.14,571.67,685.72,708.87,703.56,754.2,Upgrade
3,Cash Growth,-27.70%,10.28%,2.65%,-28.00%,-36.98%,-19.36%,-2.54%,-6.01%,30.25%,334.23%,Upgrade
4,Accounts Receivable,5.36,6.2,10.85,11.71,11.43,8.46,9.85,46.29,32.13,32.48,Upgrade
5,Other Receivables,127.38,128.22,126.75,135.69,124.6,123.39,137.38,75.84,41.3,28.86,Upgrade
6,Receivables,1143,1122,1234,1520,1774,1948,2057,3530,3913,3740,Upgrade
7,Prepaid Expenses,3.14,1.71,1.96,1.56,1.9,1.53,2.61,-,-,-,Upgrade
8,Other Current Assets,31.63,40.01,2.76,2.66,10.11,12.35,24.16,55.35,59.44,42.44,Upgrade
9,Total Current Assets,1499,1617,1683,1936,2218,2534,2769,4295,4676,4537,Upgrade
10,"Property, Plant & Equipment",10.68,12.39,14.15,12.1,12.87,22.5,25.22,20.12,19.53,24.8,Upgrade
11,Long-Term Investments,39.21,40.88,43.93,47.97,39.55,48.61,35.64,48.65,60.06,116.52,Upgrade
12,Goodwill,297.97,300.07,305.85,337.52,367.66,384.5,439.39,585.47,597.55,604.06,Upgrade
13,Other Intangible Assets,12.54,12.88,13.45,13.57,14.1,14.1,33.47,30.57,31.58,31.08,Upgrade
14,Long-Term Deferred Tax Assets,24.71,24.7,8.67,8.94,6.15,6.87,14.06,40.21,32.74,24.56,Upgrade
15,Other Long-Term Assets,1.51,1.72,36.59,36.09,36.2,36.25,35,-,-,25,Upgrade
16,Total Assets,2049,2215,2331,2644,2985,3369,3672,5497,5983,6208,Upgrade
17,Accrued Expenses,5.51,17.33,5.38,31.52,-,20.9,-,83.19,34.26,153.47,Upgrade
18,Short-Term Debt,83.65,108.65,103.51,93.51,-,3.51,29.55,720.49,1033,1373,Upgrade
19,Current Portion of Long-Term Debt,912.4,1013,1099,1174,1511,1607,1629,259.71,293.22,346.48,Upgrade
20,Current Portion of Leases,4.26,4.29,5.45,4.17,5.23,9.56,10.77,7.38,6.4,9.75,Upgrade
21,Current Income Taxes Payable,155.44,161.61,154.68,160.15,166.58,182.6,171.71,80.05,96.58,88.77,Upgrade
22,Current Unearned Revenue,-,-,-,-,1.52,0.42,1.2,2.43,17.17,22.06,Upgrade
23,Other Current Liabilities,164.65,161.06,171.42,161.07,208.35,313.99,319.66,131.32,168.93,64.97,Upgrade
24,Total Current Liabilities,1326,1466,1540,1625,1893,2138,2162,1285,1650,2058,Upgrade
25,Long-Term Debt,10,10,15.56,107.22,128.2,173.1,324.01,269.61,279.45,260.43,Upgrade
26,Long-Term Leases,2.86,3.4,4.35,2.77,2.5,5.72,6.27,2.61,1.15,2.15,Upgrade
27,Long-Term Deferred Tax Liabilities,34.26,35.76,38.51,38.51,38.99,38.99,38.99,35.03,35.14,29.33,Upgrade
28,Other Long-Term Liabilities,-,-,-,-,-,-,-,96.51,186.19,-,Upgrade
29,Total Liabilities,1373,1515,1598,1773,2063,2356,2531,1688,2152,2350,Upgrade
30,Common Stock,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,Upgrade
31,Retained Earnings,-1133,-1114,-1071,-954.26,-942.54,-901.71,-752.28,2119,2041,2008,Upgrade
32,Comprehensive Income & Other,-348.67,-345.17,-353.64,-336.13,-298.47,-254.59,-272.22,-469.58,-396.24,-313.14,Upgrade
33,Total Common Equity,598.89,620.71,655.11,789.73,839.11,923.82,1056,3729,3724,3775,Upgrade
34,Minority Interest,76.88,79.23,77.23,81.34,83.18,88.65,85.02,78.92,106.92,82.78,Upgrade
35,Shareholders' Equity,675.78,699.94,732.34,871.06,922.28,1012,1141,3808,3831,3858,Upgrade
36,Total Liabilities & Equity,2049,2215,2331,2644,2985,3369,3672,5497,5983,6208,Upgrade
37,Total Debt,1013,1139,1228,1382,1647,1799,2000,1260,1613,1991,Upgrade
38,Net Cash (Debt),-692.44,-685.01,-784.63,-970.5,-1215,-1228,-1314,-550.92,-909.73,-1237,Upgrade
39,Net Cash Per Share,-3.42,-3.39,-3.88,-4.80,-6.01,-6.07,-6.50,-2.66,-4.37,-5.92,Upgrade
40,Filing Date Shares Outstanding,202.32,202.32,202.32,202.32,202.32,202.32,202.32,205.57,208.32,208.32,Upgrade
41,Total Common Shares Outstanding,202.32,202.32,202.32,202.32,202.32,202.32,202.32,205.57,208.32,208.32,Upgrade
42,Working Capital,172.92,151.67,142.77,311.12,324.93,395.34,607,3010,3026,2479,Upgrade
43,Book Value Per Share,2.96,3.07,3.24,3.90,4.15,4.57,5.22,18.14,17.88,18.12,Upgrade
44,Tangible Book Value,288.39,307.76,335.81,438.64,457.34,525.21,582.75,3113,3095,3140,Upgrade
