,Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+4 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+4 Quarters
0,Cash & Equivalents,5.18,5.18,6.58,-,5.04,-,3.41,-,4.36,-,8.87,-,15.62,-,24.17,-,4.11,-,10.91,-,Upgrade
1,Short-Term Investments,21.37,21.37,0.02,-,0.05,-,0.53,-,0.02,-,0.12,-,0,-,25.81,-,-,-,0.02,-,Upgrade
2,Trading Asset Securities,-,-,-,-,25,-,25,-,26.24,-,26.24,-,-,-,-,-,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,26.55,26.55,6.61,30.09,30.09,28.94,28.94,-,30.63,35.24,35.24,-,15.62,49.97,49.97,-,4.11,10.93,10.93,-,Upgrade
4,Cash Growth,-11.79%,-8.26%,-77.18%,-,-1.74%,-17.88%,-17.88%,-,96.04%,-29.49%,-29.49%,-,280.03%,357.20%,357.20%,-,-,3.55%,3.55%,-,Upgrade
5,Accounts Receivable,11.79,11.79,24.48,-,9.54,-,1.78,-,3.2,-,2.17,-,3.84,-,5.11,-,4.13,-,21.55,-,Upgrade
6,Other Receivables,-,-,1.63,-,3.49,-,1.02,-,2.19,-,2.83,-,0.85,-,3.91,-,3.82,-,0.02,-,Upgrade
7,Receivables,11.79,11.79,26.11,-,13.03,-,2.8,-,5.4,-,5,-,4.69,-,9.02,-,7.95,-,21.57,-,Upgrade
8,Prepaid Expenses,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.28,-,-,-,Upgrade
9,Other Current Assets,2.68,2.68,14.4,-,13.92,-,7.5,-,9.3,-,9.35,-,32.87,-,9.22,-,62.35,-,66.14,-,Upgrade
10,Total Current Assets,41.01,41.01,47.11,-,57.04,-,39.24,-,45.32,-,49.58,-,53.18,-,68.21,-,78.68,-,98.64,-,Upgrade
11,"Property, Plant & Equipment",9.59,9.59,9.27,-,6.82,-,7.65,-,9.45,-,12.4,-,22.3,-,18.37,-,16.04,-,19.81,-,Upgrade
12,Long-Term Investments,0.86,0.86,0.53,-,0.07,-,0.06,-,-,-,-,-,1.52,-,1.84,-,0.24,-,-,-,Upgrade
13,Other Intangible Assets,-,-,-,-,-,-,-,-,-,-,-,-,0.88,-,1.17,-,1.45,-,-,-,Upgrade
14,Other Long-Term Assets,1.43,1.43,1.84,-,2.11,-,2.26,-,2.27,-,2.27,-,2.87,-,3.25,-,0.89,-,0.86,-,Upgrade
15,Total Assets,52.88,52.88,58.75,-,66.05,-,49.21,-,57.03,-,64.25,-,80.75,-,92.83,-,97.29,-,119.31,-,Upgrade
16,Accounts Payable,8.91,8.91,15.91,-,16.78,-,2.79,-,3.5,-,3.02,-,2.07,-,3.59,-,1.91,-,11.5,-,Upgrade
17,Accrued Expenses,5.6,5.6,4.06,-,4.88,-,2.89,-,3.26,-,2.33,-,2.38,-,1.6,-,1.71,-,4.88,-,Upgrade
18,Short-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.88,-,-,-,Upgrade
19,Current Portion of Long-Term Debt,0.14,0.14,0.12,-,1.21,-,2.5,-,2.85,-,2.71,-,2.71,-,2.71,-,-,-,-,-,Upgrade
20,Current Portion of Leases,0.94,0.94,0.98,-,1.12,-,1.13,-,0.94,-,0.97,-,0.92,-,1.6,-,1.86,-,2.83,-,Upgrade
21,Current Income Taxes Payable,-,-,-,-,-,-,-,-,-,-,0,-,0.26,-,0.26,-,0.56,-,0.56,-,Upgrade
22,Current Unearned Revenue,0.13,0.13,1.17,-,-,-,0.01,-,-,-,0.01,-,-,-,0.01,-,-,-,0.46,-,Upgrade
23,Other Current Liabilities,7.78,7.78,0.58,-,-,-,0.32,-,-,-,0.34,-,-,-,0.12,-,-,-,0.11,-,Upgrade
24,Total Current Liabilities,23.49,23.49,22.83,-,23.98,-,9.64,-,10.55,-,9.38,-,8.34,-,9.89,-,10.92,-,20.34,-,Upgrade
25,Long-Term Debt,1.52,1.52,1.6,-,1.65,-,1.71,-,1.87,-,4.21,-,5.56,-,6.92,-,-,-,-,-,Upgrade
26,Long-Term Leases,0.22,0.22,0.66,-,1.24,-,1.73,-,2.71,-,2.4,-,2.74,-,3.12,-,0.85,-,0.73,-,Upgrade
27,Total Liabilities,25.22,25.22,25.08,-,26.87,-,13.08,-,15.13,-,15.98,-,16.64,-,19.92,-,11.76,-,21.07,-,Upgrade
28,Common Stock,12,12,12,-,12,-,12,-,12,-,12,-,12,-,12,-,12,-,12,-,Upgrade
29,Additional Paid-In Capital,50.3,50.3,50.3,-,50.3,-,50.3,-,50.3,-,50.3,-,50.3,-,50.3,-,50.3,-,50.3,-,Upgrade
30,Retained Earnings,-37.85,-37.85,-31.93,-,-26.41,-,-29.38,-,-23.63,-,-17.3,-,-1.3,-,7.55,-,20.42,-,33.02,-,Upgrade
31,Comprehensive Income & Other,3.21,3.21,3.3,-,3.29,-,3.2,-,3.23,-,3.27,-,3.11,-,3.05,-,2.81,-,2.92,-,Upgrade
32,Shareholders' Equity,27.66,27.66,33.67,39.18,39.18,36.12,36.12,-,41.9,48.27,48.27,-,64.11,72.91,72.91,-,85.53,98.24,98.24,-,Upgrade
33,Total Liabilities & Equity,52.88,52.88,58.75,-,66.05,-,49.21,-,57.03,-,64.25,-,80.75,-,92.83,-,97.29,-,119.31,-,Upgrade
34,Total Debt,2.81,2.81,3.36,5.22,5.22,7.07,7.07,-,8.37,10.28,10.28,-,11.93,14.34,14.34,-,7.59,3.57,3.57,-,Upgrade
35,Net Cash (Debt),23.74,23.74,3.25,24.88,24.88,21.87,21.87,-,22.25,24.95,24.95,-,3.69,35.63,35.63,-,-3.48,7.36,7.36,-,Upgrade
36,Net Cash Growth,-4.58%,8.54%,-85.15%,-,11.78%,-12.36%,-12.36%,-,502.44%,-29.97%,-29.97%,-,-,383.85%,383.85%,-,-,-30.23%,-30.23%,-,Upgrade
37,Net Cash Per Share,0.02,0.02,0.00,0.02,0.02,0.02,0.02,-,0.02,0.02,0.02,-,0.00,0.04,0.03,-,-0.00,0.01,0.01,-,Upgrade
38,Filing Date Shares Outstanding,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,905.5,Upgrade
39,Total Common Shares Outstanding,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,905.5,Upgrade
40,Working Capital,17.53,17.53,24.29,-,33.06,-,29.6,-,34.77,-,40.2,-,44.84,-,58.32,-,67.76,-,78.3,-,Upgrade
41,Book Value Per Share,0.02,0.02,0.03,0.03,0.03,0.03,0.03,-,0.03,0.04,0.04,-,0.05,0.06,0.06,-,0.07,0.08,0.08,-,Upgrade
42,Tangible Book Value,27.66,27.66,33.67,39.18,39.18,36.12,36.12,-,41.9,48.27,48.27,-,63.23,71.74,71.74,-,84.08,98.24,98.24,-,Upgrade
43,Tangible Book Value Per Share,0.02,0.02,0.03,0.03,0.03,0.03,0.03,-,0.03,0.04,0.04,-,0.05,0.06,0.06,-,0.07,0.08,0.08,-,Upgrade
44,Machinery,-,-,23,-,-,-,19.5,-,-,-,24.75,-,-,-,21.32,-,-,-,20.94,-,Upgrade
45,Leasehold Improvements,-,-,7.14,-,-,-,7.14,-,-,-,7.14,-,-,-,3.66,-,-,-,3.66,-,Upgrade
