,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 3, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,40964,45482,41566,47891,68675,58132,45181,45482,37651,32530,41867,40663,37048,52409,36144,36144,36144,36144,54217,52409,43675,Upgrade
1,Market Cap Growth,-21.76%,-21.76%,-8.00%,5.30%,82.40%,78.70%,7.91%,11.85%,1.63%,-37.93%,15.83%,12.50%,2.50%,45.00%,-33.33%,-31.03%,-17.24%,25.00%,16.88%,-5.95%,3.57%,Upgrade
2,Enterprise Value,27254,35816,34516,41050,61833,55642,39889,42756,44698,39578,66107,59662,44070,82825,66560,61677,62438,62438,52844,77605,68922,Upgrade
3,Last Close Price,13600.00,15100.00,13800.00,15645.19,22434.62,18990.71,14464.42,14560.85,12053.69,10414.38,13403.70,12692.53,11564.31,16359.26,10461.72,10461.72,10461.72,10461.72,14755.71,14263.86,11886.55,Upgrade
4,PE Ratio,71.86,68.65,80.33,57.97,62.30,42.76,20.86,22.97,18.71,19.56,24.80,26.41,22.29,31.83,21.25,16.49,10.07,9.03,15.12,13.22,16.87,Upgrade
5,PS Ratio,0.24,0.25,0.24,0.27,0.35,0.27,0.20,0.21,0.18,0.15,0.19,0.17,0.15,0.23,0.16,0.16,0.17,0.18,0.27,0.28,0.23,Upgrade
6,PB Ratio,0.75,0.83,0.76,0.88,1.24,1.05,0.81,0.83,0.67,0.58,0.76,0.74,-,0.94,-,0.66,0.62,0.62,0.95,0.93,0.75,Upgrade
7,P/TBV Ratio,0.83,0.83,0.76,0.88,1.24,1.05,0.81,0.83,0.67,0.58,0.76,0.74,-,0.94,-,0.66,0.62,0.62,0.95,0.93,0.75,Upgrade
8,P/FCF Ratio,2.82,1.09,1.01,1.35,2.25,2.06,2.28,4.65,12.06,-,-,-,0.55,-,0.44,0.59,0.46,0.44,0.62,0.58,0.57,Upgrade
