,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Operating Revenue,5905,9589,8846,-,6064,-,7000,-,4978,-,Upgrade
1,Other Revenue,-,-47.54,-,-,52.73,-,64.71,-,68.29,-,Upgrade
2,Revenue,5905,9542,8846,-,6117,-,7065,-,5046,-,Upgrade
3,Revenue Growth (YoY),-33.25%,-,44.61%,-,-13.41%,-,40.01%,-,-27.54%,-,Upgrade
4,Cost of Revenue,5712,9402,8644,-,5852,-,6771,-,4711,-,Upgrade
5,Gross Profit,192.66,139.27,202,-,264.68,-,293.45,-,334.56,-,Upgrade
6,"Selling, General & Admin",207.76,255.55,217.68,-,252.55,-,315.35,-,336.69,-,Upgrade
7,Other Operating Expenses,-1.55,-153.96,-42.93,-,36.46,-,-51.3,-,-2.22,-,Upgrade
8,Operating Expenses,206.21,101.6,174.75,-,289,-,264.05,-,334.47,-,Upgrade
9,Operating Income,-13.56,37.67,27.25,-,-24.32,-,29.4,-,0.09,-,Upgrade
10,Interest Expense,-6.55,-5.16,-4.86,-,-31.86,-,-38.86,-,-77.17,-,Upgrade
11,Interest & Investment Income,5.17,20.53,5.09,-,4.91,-,3.85,-,8.4,-,Upgrade
12,Earnings From Equity Investments,-34.07,-11.15,-0.52,-,-44.15,-,-52.42,-,-31.73,-,Upgrade
13,EBT Excluding Unusual Items,-49,41.89,26.95,-,-95.42,-,-58.03,-,-100.41,-,Upgrade
14,Impairment of Goodwill,-,-300.25,-719.43,-,-,-,-,-,-,-,Upgrade
15,Gain (Loss) on Sale of Investments,-,0.8,-,-,13.46,-,-14.38,-,-61.67,-,Upgrade
16,Gain (Loss) on Sale of Assets,-,-0.45,-,-,-,-,30.27,-,12.66,-,Upgrade
17,Asset Writedown,-,-,-,-,-,-,-,-,-37.65,-,Upgrade
18,Pretax Income,-49,-258.02,-692.47,-,-81.95,-,-42.14,-,-187.06,-,Upgrade
19,Income Tax Expense,0.35,15.05,-4.32,-,-7.31,-,21.5,-,-6.54,-,Upgrade
20,Earnings From Continuing Operations,-49.35,-273.07,-688.15,-,-74.64,-,-63.64,-,-180.52,-,Upgrade
21,Earnings From Discontinued Operations,-15.09,-773.85,-155.44,-,-,-,-30.1,-,-86.47,-,Upgrade
22,Net Income to Company,-64.44,-1047,-843.59,-,-74.64,-,-93.74,-,-266.99,-,Upgrade
23,Minority Interest in Earnings,1.24,27.67,33.29,-,-0.09,-,-9.73,-,18.43,-,Upgrade
24,Net Income,-63.2,-1019,-810.3,-,-74.74,-,-103.47,-,-248.56,-,Upgrade
25,Net Income to Common,-63.2,-1019,-810.3,-,-74.74,-,-103.47,-,-248.56,-,Upgrade
26,Shares Outstanding (Basic),1310,1310,1310,-,1310,-,1310,-,1166,-,Upgrade
27,Shares Outstanding (Diluted),1310,1310,1310,-,1310,-,1310,-,1166,-,Upgrade
28,Shares Change (YoY),-,-,-,-,-,-,12.37%,-,4.03%,-,Upgrade
29,EPS (Basic),-0.05,-0.78,-0.62,-,-0.06,-,-0.08,-,-0.21,-,Upgrade
30,EPS (Diluted),-0.05,-0.78,-0.62,-,-0.06,-,-0.08,-,-0.21,-,Upgrade
31,Free Cash Flow,-60.89,-,140.24,-,7.19,-,-127.67,-,141.3,-,Upgrade
32,Free Cash Flow Per Share,-0.05,-,0.11,-,0.01,-,-0.10,-,0.12,-,Upgrade
33,Operating Margin,-0.23%,0.39%,0.31%,-,-0.40%,-,0.42%,-,0.00%,-,Upgrade
34,Profit Margin,-1.07%,-10.68%,-9.16%,-,-1.22%,-,-1.46%,-,-4.93%,-,Upgrade
35,Free Cash Flow Margin,-1.03%,-,1.59%,-,0.12%,-,-1.81%,-,2.80%,-,Upgrade
36,EBITDA,-6.38,110.55,64.72,-,4.5,-,65.25,-,46.82,-,Upgrade
37,D&A For EBITDA,7.17,4.6,37.48,81.1,28.82,15.19,35.86,54.79,46.73,75.05,Upgrade
38,EBIT,-13.56,37.67,27.25,-,-24.32,-,29.4,-,0.09,-,Upgrade
39,Revenue as Reported,-,9542,-,-,6117,-,7065,-,5046,-,Upgrade
