,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,229.44,365.68,273.89,312.02,304.82,333.81,265.22,254.3,385.93,331.89,Upgrade
1,Short-Term Investments,9.21,56.02,16.25,30.24,29.75,31.89,13.51,8.66,80.13,5.99,Upgrade
2,Trading Asset Securities,20.14,-,-,-,-,-,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,258.8,421.7,290.14,342.26,334.57,365.7,278.73,262.96,466.06,337.88,Upgrade
4,Cash Growth,-10.80%,23.21%,-13.28%,-6.41%,20.03%,39.07%,-40.19%,-22.17%,3.49%,-31.50%,Upgrade
5,Accounts Receivable,132.92,110.3,287.22,341.45,356.96,384.15,517.65,778.73,491.44,574.39,Upgrade
6,Other Receivables,78.94,74.26,33.08,24.92,14.81,21.79,28.91,10.07,63.83,138.11,Upgrade
7,Receivables,216.08,237.76,1567,1831,1539,1517,1573,1734,2108,2304,Upgrade
8,Inventory,119.85,123.92,244.55,147.06,239.89,186.26,156.61,153.46,175.07,194.85,Upgrade
9,Other Current Assets,1344,1849,1028,2240,830.87,779.27,1083,738.84,1135,663.34,Upgrade
10,Total Current Assets,1938,2633,3131,4560,2944,2849,3091,2889,3884,3500,Upgrade
11,"Property, Plant & Equipment",32.93,24.29,37.07,47.69,53.23,68.84,81.77,85.44,252.93,278.44,Upgrade
12,Long-Term Investments,318.03,287.68,617.04,702.13,779.18,823.48,852.45,997.34,1031,1055,Upgrade
13,Goodwill,71.86,71.86,332.68,1052,1052,1052,1507,1507,1542,1542,Upgrade
14,Other Intangible Assets,26.95,19.66,65.65,101.32,218.05,244.33,305.67,320.35,879.99,1010,Upgrade
15,Long-Term Accounts Receivable,-,-,56.72,67.66,70.46,97.39,111.32,79.99,226.07,176.27,Upgrade
16,Long-Term Deferred Tax Assets,4.06,3.97,67.44,67.42,56.2,46.99,39.69,50.69,52.49,46.97,Upgrade
17,Other Long-Term Assets,24.83,36.91,33.33,30.34,29.74,30,30.04,135.23,732.21,774.4,Upgrade
18,Total Assets,2417,3077,4369,6658,5544,5630,6543,6637,8649,8426,Upgrade
19,Accounts Payable,376.9,292.92,294.38,182.35,178.72,194.37,261.73,478.94,238.69,128.21,Upgrade
20,Accrued Expenses,118.98,121.57,120.38,131.58,50.49,82.22,67.61,81.38,194.2,176.54,Upgrade
21,Current Portion of Long-Term Debt,447.83,406.47,368.9,1065,1022,490.53,484.13,956.04,1884,1892,Upgrade
22,Current Portion of Leases,5.88,4.08,7.76,12.49,14.25,21.16,21.21,15.05,49.45,74.6,Upgrade
23,Current Income Taxes Payable,17.63,20.4,57.24,54.86,50.4,60.8,51.61,66.84,44.66,45.54,Upgrade
24,Current Unearned Revenue,456.36,298.73,384.19,1629,372.65,348.43,787.86,553.64,669.95,422.44,Upgrade
25,Other Current Liabilities,192.07,745.81,275.46,270.76,301.28,297.62,250.06,87.66,56.51,44.5,Upgrade
26,Total Current Liabilities,1616,1890,1508,3346,1990,1495,1924,2240,3138,2783,Upgrade
27,Long-Term Debt,-,-,489,5,5,512,518,280.23,450.34,503.54,Upgrade
28,Long-Term Leases,7.38,0.54,1.05,5.42,8.9,17.15,25.63,17.6,5.08,17.4,Upgrade
29,Long-Term Unearned Revenue,-,-,-,-,-,-,-,-,151.03,155.96,Upgrade
30,Long-Term Deferred Tax Liabilities,1.08,1.25,6.88,15.54,41.99,49.86,64.14,73.58,212.6,236.52,Upgrade
31,Other Long-Term Liabilities,-,-,5.93,6.83,6.68,7.24,-,-,-,-,Upgrade
32,Total Liabilities,1624,1892,2011,3379,2052,2081,2532,2611,3957,3697,Upgrade
33,Common Stock,120.98,120.98,120.98,120.98,120.98,120.98,120.98,120.98,121.97,103.64,Upgrade
34,Additional Paid-In Capital,-,2804,2803,2801,2802,2805,2810,2810,2823,2663,Upgrade
35,Retained Earnings,-2905,-2708,-1670,-857.25,-706.17,-629.62,-69.65,31.4,518.02,766.59,Upgrade
36,Comprehensive Income & Other,3273,344.14,476.63,544.26,603.19,570.11,568.9,556.31,546.01,489.91,Upgrade
37,Total Common Equity,488.99,560.41,1731,2609,2820,2866,3430,3519,4009,4023,Upgrade
38,Minority Interest,303.9,624.87,627.3,669.51,671.59,682.41,580.88,506.96,683.13,706.54,Upgrade
39,Shareholders' Equity,792.89,1185,2358,3279,3492,3548,4011,4026,4693,4730,Upgrade
40,Total Liabilities & Equity,2417,3077,4369,6658,5544,5630,6543,6637,8649,8426,Upgrade
41,Total Debt,461.09,411.09,866.72,1088,1050,1041,1049,1269,2389,2487,Upgrade
42,Net Cash (Debt),-202.29,10.61,-576.57,-745.93,-715.55,-675.14,-770.24,-1006,-1923,-2149,Upgrade
43,Net Cash Per Share,-0.15,0.01,-0.44,-,-0.55,-,-0.59,-,-1.65,-,Upgrade
44,Filing Date Shares Outstanding,1310,1310,1310,1310,1310,1310,1310,1310,1321,1121,Upgrade
45,Total Common Shares Outstanding,1310,1310,1310,1310,1310,1310,1310,1310,1321,1121,Upgrade
46,Working Capital,322.7,742.7,1622,1213,954.25,1353,1167,649.88,746.64,716.94,Upgrade
47,Book Value Per Share,0.37,0.43,1.32,1.99,2.15,2.19,2.62,2.69,3.04,3.59,Upgrade
48,Tangible Book Value,390.19,468.89,1332,1456,1550,1570,1618,1692,1587,1471,Upgrade
49,Tangible Book Value Per Share,0.30,0.36,1.02,1.11,1.18,1.20,1.24,1.29,1.20,1.31,Upgrade
50,Buildings,-,24.98,-,33.34,-,33.34,-,36.26,-,57.58,Upgrade
51,Machinery,-,19.1,-,38.86,-,42.71,-,93.44,-,103.27,Upgrade
52,Leasehold Improvements,-,0.99,-,6.63,-,11.2,-,10.9,-,13.97,Upgrade
