,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H1 2020
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Aug '19 Aug 31, 2019"
0,Market Capitalization,74,180,227,290,223,167,275,285,365,-,-
1,Market Cap Growth,-37.93%,-37.93%,1.79%,73.65%,-18.91%,-41.40%,-24.66%,-,-,-,-
2,Enterprise Value,72,186,215,268,228,148,218,189,358,-,-
3,Last Close Price,0.06,0.15,0.23,0.29,0.22,0.17,0.28,0.28,0.36,-,-
4,PE Ratio,22.57,-,13.15,20.27,222.78,-,-,6.18,11.72,-,-
5,PS Ratio,0.10,0.28,0.37,0.73,0.66,0.40,0.50,0.51,0.76,-,-
6,PB Ratio,0.25,0.61,0.85,1.12,0.90,0.68,1.11,1.11,1.63,-,-
7,P/TBV Ratio,0.61,0.61,0.85,1.12,0.90,0.68,1.11,1.11,1.63,-,-
8,P/FCF Ratio,-,-,-,-,-127.79,-,-,-,-,-,-
9,P/OCF Ratio,-,-,-,-,22.30,-,-,-18.40,-,-,-
10,EV/Sales Ratio,0.11,0.28,0.35,0.67,0.68,0.35,0.40,0.34,0.74,-,-
11,EV/EBITDA Ratio,3.47,9.13,6.19,11.08,29.63,-73.78,-,2.70,6.03,-,-
12,EV/EBIT Ratio,9.55,-,10.34,26.53,-,-,-,3.19,7.00,-,-
13,EV/FCF Ratio,-1.34,-,-,-,-130.91,-,-,-,-,-,-
14,Debt / Equity Ratio,0.05,0.05,0.12,0.06,0.01,0.09,0.10,0.10,0.08,-,-
15,Debt / FCF Ratio,-,-,-,-,-1.79,-,-,-,-,-,-
16,Return on Capital Employed (ROCE),2.50%,-,7.60%,3.77%,-,-,-,22.15%,22.00%,-,-
17,Earnings Yield,3.75%,1.55%,7.60%,4.93%,0.45%,-7.38%,8.55%,16.19%,8.53%,-,-
18,FCF Yield,-72.33%,-29.90%,-16.72%,2.08%,-0.78%,-37.27%,-25.06%,-20.25%,-9.40%,-,-
19,Buyback Yield / Dilution,-1.75%,-3.50%,-,-,-,-,-28.41%,-33.33%,-,-,-
20,Total Shareholder Return,-1.75%,-3.50%,-,-,-,-,-28.41%,-33.33%,-,-,-
