,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Operating Revenue,209.34,213.36,213.18,239.79,195.77,178.64,191.4,161.75,231.08,216.29,208.9,238.21,187.5,164.58,163.09,177.14,141.57,124.4,124.4
1,Other Revenue,-3.32,3.32,-,5.88,-3.47,3.47,-,8.53,-13.38,13.38,-,6.65,-2.6,2.6,-,4.73,-1.92,0.96,0.96
2,Revenue,206.02,216.68,213.18,245.67,192.3,182.1,191.4,170.28,217.7,229.67,208.9,244.86,184.91,167.18,163.09,181.87,139.65,125.36,125.36
3,Revenue Growth (YoY),7.13%,18.99%,11.38%,44.28%,-11.67%,-20.71%,-8.38%,-30.46%,17.74%,37.38%,28.09%,34.63%,32.40%,33.35%,30.10%,-,-,-,-
4,Cost of Revenue,127.64,139.41,135.99,161.57,120.44,123.55,122.28,110.88,138.84,147.14,133.26,160.26,109.74,99.97,99.75,115.05,79.31,73.7,73.7
5,Gross Profit,78.38,77.27,77.19,84.11,71.86,58.55,69.12,59.39,78.86,82.53,75.64,84.6,75.17,67.21,63.34,66.83,60.35,51.67,51.67
6,"Selling, General & Admin",58.22,63.29,56.97,68.5,52.6,50.97,48.99,48.55,57.37,55.43,52.22,61.96,42.6,36.44,28.81,34.84,29.58,26,26
7,Research & Development,6.49,7.16,6.73,6.84,6.26,7.52,5.73,6.63,6.42,6.09,5.24,7.02,5.73,5.75,4.38,5.72,6.57,3.89,3.89
8,Other Operating Expenses,1.97,1.96,1.62,0.32,1.65,2.38,1.07,8.42,0.85,-3.66,0.89,2.69,0.59,0.19,1.43,3.41,-1.64,1.06,1.06
