,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,121.86,132.69,151.88,195.11,105.83,119.94,175.49,177.59,150.58,155.47,163.11,222.49,356.95,-,-,185.99,-,103.86,103.86
1,Trading Asset Securities,66.24,83.48,85.88,85.21,84.53,83.86,43.24,40.9,37.1,28.4,2,-,-,-,-,-,-,18,18
2,Cash & Short-Term Investments,188.1,216.17,237.76,280.32,190.36,203.8,218.73,218.49,187.68,183.87,165.11,222.49,356.95,-,185.99,185.99,121.86,121.86,121.86
3,Cash Growth,-1.19%,6.07%,8.70%,28.30%,1.43%,10.84%,32.48%,-1.80%,-47.42%,-,-11.23%,19.62%,192.92%,-,52.63%,-,-,-,-
4,Accounts Receivable,26.73,29.09,29.39,30.94,37.12,29.66,38.35,33.86,34.46,41.3,32.97,36.31,30.23,-,-,25.76,-,17.06,17.06
5,Other Receivables,3.55,2.65,3.64,3.97,3.62,3.54,4.05,3.68,5.11,4.62,5.28,3.57,8.24,-,-,3.66,-,2.25,2.25
6,Receivables,30.29,31.74,33.03,34.91,40.74,33.19,42.4,37.54,39.57,45.92,38.25,39.88,38.48,-,-,29.42,-,19.31,19.31
7,Inventory,177.67,179.7,170.8,159.2,164.73,169.82,153.49,148.52,167.96,188.62,181.83,163.94,138.13,-,-,108.18,-,129.04,129.04
8,Other Current Assets,11.49,7.18,13.58,7.48,11.7,11.37,12.5,10.36,11.42,11.66,38.68,32.23,28.55,-,-,25.46,-,18.02,18.02
9,Total Current Assets,407.54,434.78,455.16,481.91,407.53,418.18,427.12,414.92,406.63,430.07,423.88,458.54,562.11,-,-,349.05,-,288.23,288.23
10,"Property, Plant & Equipment",397.01,402.43,392.46,416.13,410.36,431.01,438.83,443.72,459.04,460.95,468.66,474.85,388.59,-,-,287.3,-,189.93,189.93
11,Long-Term Investments,9.55,9.65,9.79,9.75,9.77,9.78,9.83,9.88,10,10,-,10,-,-,-,-,-,-,-
12,Goodwill,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,-,-,7.15,-,7.15,7.15
13,Other Intangible Assets,56.65,57.99,59.06,60.49,64.4,63.91,61.13,62.14,68.49,70.26,69.12,70.88,73.01,-,-,76.53,-,80.3,80.3
14,Long-Term Deferred Tax Assets,2.21,2.14,2.2,2.05,1.56,1.02,0.78,0.87,1.96,2.38,2.25,2.2,1.63,-,-,1.51,-,1.68,1.68
15,Long-Term Deferred Charges,3.62,4.05,6.53,5.6,4.88,5.37,4.94,5.11,4.47,3.88,3.09,3.52,2.79,-,-,1.63,-,1.29,1.29
16,Other Long-Term Assets,36.25,37.82,36.88,37.13,32.09,32.27,33.61,33.84,-,-,10,0.09,0.92,-,-,-,-,-,-
17,Total Assets,919.99,956.01,969.24,1020,937.74,968.7,983.39,977.62,957.75,984.7,984.15,1027,1036,-,-,723.17,-,568.59,568.59
18,Accounts Payable,192.18,235.9,213.05,225.68,183.82,219.47,195.85,199.85,152,182.75,194.17,228.12,97.03,-,-,98.94,-,94.15,94.15
19,Accrued Expenses,18.09,21.61,12.73,26.43,17.29,20.1,14.37,22.21,13.46,16.41,9.89,20.82,9.3,-,-,14.12,-,11.11,11.11
20,Short-Term Debt,0.5,0.5,19.9,19.9,-,-,-,0.55,39.76,44.56,-,-,-,-,-,-,-,-,-
21,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,50.51,-,-,20.22,-,-,-
22,Current Portion of Leases,3.37,4.05,4.62,5.71,5.96,4.32,6.64,7.1,7.3,4.45,6.07,6.51,-,-,-,-,-,-,-
23,Current Income Taxes Payable,11.36,1.64,8.76,2.63,9.63,1.19,8.14,2,5.57,3.66,8.43,4.92,8.74,-,-,4.85,-,4.4,4.4
24,Current Unearned Revenue,25.15,33.57,30.3,29.45,21.69,35.85,28.51,25.96,23.2,22.57,14.86,26.07,9.22,-,-,21.96,-,17.09,17.09
25,Other Current Liabilities,19.33,15.44,12.94,14.73,17.82,11.96,15.35,13.64,16.96,16.69,7.49,10.38,29.96,-,-,8.53,-,5.68,5.68
26,Total Current Liabilities,269.97,312.71,302.3,324.53,256.22,292.9,268.86,271.32,258.24,291.09,240.9,296.81,204.75,-,-,168.61,-,132.43,132.43
27,Long-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,114.12,-,-,113.63,-,39.36,39.36
28,Long-Term Leases,0.39,0.46,1.25,2.13,3.81,2.66,1.79,3.21,3.54,5.48,4.02,5.6,8.79,-,-,-,-,-,-
29,Long-Term Unearned Revenue,5.83,6.03,6.09,6.16,5.94,6.01,6.08,4.14,3.75,2.78,0.79,0.8,0.8,-,-,0.8,-,0.8,0.8
30,Long-Term Deferred Tax Liabilities,0.51,0.06,0.33,0.55,0.8,0.35,0.32,0.8,1.26,1.33,1.4,1.48,1.1,-,-,1.1,-,1.39,1.39
31,Total Liabilities,276.7,319.25,309.98,333.37,266.77,301.92,277.04,279.48,266.78,300.67,247.11,304.68,329.56,-,-,284.15,-,173.97,173.97
32,Common Stock,156,156,156,156,156,156,156,156,156,156,156,156,156,-,-,117,-,117,117
33,Additional Paid-In Capital,314.75,314.75,314.75,314.77,314.77,314.77,314.77,314.77,314.77,314.77,314.77,314.77,314.77,-,-,148.98,-,148.98,148.98
34,Retained Earnings,196.01,191.08,209.19,201.53,185.68,182.27,223.74,215.41,214.8,208.06,264.23,251.77,235.87,-,-,173.04,-,128.64,128.64
35,Treasury Stock,-39.98,-39.98,-36.39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,Total Common Equity,626.78,621.84,643.55,672.3,656.45,653.04,694.51,686.18,685.57,678.83,735,722.54,706.64,-,439.02,439.02,394.62,394.62,394.62
37,Minority Interest,16.52,14.92,15.71,14.56,14.52,13.74,11.84,11.97,5.39,5.19,2.04,-,-,-,-,-,-,-,-
38,Shareholders' Equity,643.3,636.76,659.26,686.86,670.97,666.78,706.35,698.15,690.96,684.02,737.04,722.54,706.64,-,439.02,439.02,394.62,394.62,394.62
