,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,224.15,303.18,162,277.54,154.77,359.42,223.34,321.62,375.56,588.37,Upgrade
1,Short-Term Investments,51.95,52.11,81.23,65.71,77.69,70.92,83.76,64.68,110.43,57.46,Upgrade
2,Cash & Short-Term Investments,276.1,355.29,243.22,343.24,232.47,430.33,307.1,386.29,485.99,645.83,Upgrade
3,Cash Growth,13.52%,3.51%,4.63%,-20.24%,-24.30%,11.40%,-36.81%,-40.19%,36.57%,50.65%,Upgrade
4,Accounts Receivable,869.71,1038,1222,1172,1040,1029,905.37,1056,999.05,1171,Upgrade
5,Other Receivables,38.35,38.05,-,-,-,-,-,-,83.65,83.14,Upgrade
6,Receivables,919.9,1076,1222,1172,1040,1029,905.37,1056,1083,1254,Upgrade
7,Inventory,607.1,656.58,599.45,556.67,537.41,507.28,529.53,436.4,488.36,464.67,Upgrade
8,Prepaid Expenses,72.88,63.06,38.25,46,34.16,38.69,33.87,21.67,19.55,16.04,Upgrade
9,Other Current Assets,116.38,108.01,129.64,114.09,142.29,133.85,182.85,124.9,155.29,92.7,Upgrade
10,Total Current Assets,1992,2259,2233,2232,1986,2140,1959,2025,2232,2474,Upgrade
11,"Property, Plant & Equipment",447.86,462.8,482.35,490.96,471.56,493.26,473.42,509.3,489.32,504.34,Upgrade
12,Long-Term Investments,12.63,9.44,11.33,11.84,12.51,14.53,15.14,19.74,21.41,10.48,Upgrade
13,Other Intangible Assets,14.04,14.56,15.22,15.88,16.68,17.38,2.95,3.31,3.3,3.95,Upgrade
14,Long-Term Deferred Tax Assets,117.54,115.4,118.92,115.3,117.25,116.67,114.21,117.71,107.52,101,Upgrade
15,Other Long-Term Assets,28.1,27.87,29.77,16.47,2.13,5.34,18.8,28.96,19.97,37.98,Upgrade
16,Total Assets,2623,2911,2891,2883,2606,2787,2583,2704,2873,3131,Upgrade
17,Accounts Payable,497.65,777.45,811.17,733.76,586.22,673.36,558.27,697.41,660.92,910.4,Upgrade
18,Accrued Expenses,82.27,136.46,121.35,142.79,95.35,97.66,64.45,78.03,70.14,99.04,Upgrade
