,Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Cash & Equivalents,3.8,3.8,5.48,-,1.9,-,2.8,-,2.56,-,1.31,-,6.13,-,14.32,-,11.51,-,5,-,Upgrade
1,Short-Term Investments,21.47,21.47,14.44,-,12.12,-,13,-,12.29,-,6.88,-,-,-,1.22,-,2.45,-,0.81,-,Upgrade
2,Cash & Short-Term Investments,25.27,25.27,19.92,-,14.02,15.8,15.8,-,14.85,8.19,8.19,-,6.13,15.53,15.53,-,13.96,5.8,5.8,-,Upgrade
3,Cash Growth,80.25%,59.92%,26.09%,-,-5.57%,92.95%,92.95%,-,142.27%,-47.28%,-47.28%,-,-56.11%,167.76%,167.76%,-,75.33%,-46.11%,-46.11%,-,Upgrade
4,Accounts Receivable,11.33,11.33,5.71,-,12.18,-,9.26,-,15.88,-,14.31,-,14.15,-,11.25,-,23.39,-,6.28,-,Upgrade
5,Other Receivables,-,-,-,-,-,-,-,-,-,-,0.01,-,-,-,0.24,-,0.29,-,0.18,-,Upgrade
6,Receivables,11.33,11.33,5.71,-,12.18,-,9.26,-,15.88,-,14.31,-,14.15,-,11.49,-,23.68,-,6.46,-,Upgrade
7,Inventory,6.26,6.26,11.96,-,7.88,-,18.29,-,11.03,-,17.45,-,11.67,-,10.56,-,11.54,-,17.49,-,Upgrade
8,Other Current Assets,-,-,-,-,-,-,-,-,8.34,-,8.14,-,9.57,-,1.06,-,-,-,-,-,Upgrade
9,Total Current Assets,42.86,42.86,37.59,-,34.08,-,43.35,-,50.1,-,48.09,-,41.51,-,38.63,-,49.18,-,29.75,-,Upgrade
10,"Property, Plant & Equipment",1.28,1.28,3.46,-,3.86,-,6.08,-,12.13,-,16.62,-,17.74,-,22.81,-,29.71,-,23.84,-,Upgrade
11,Long-Term Investments,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
12,Goodwill,-,-,-,-,-,-,-,-,-,-,-,-,4.31,-,4.31,-,4.33,-,-,-,Upgrade
13,Other Long-Term Assets,0.43,0.43,0.44,-,0.43,-,0.74,-,0.47,-,0.78,-,4.8,-,5.15,-,5.11,-,0.45,-,Upgrade
14,Total Assets,44.57,44.57,41.49,-,38.37,-,50.17,-,62.7,-,65.49,-,68.35,-,70.9,-,88.33,-,54.03,-,Upgrade
15,Accounts Payable,5.67,5.67,5.95,-,6.67,-,17.51,-,17.41,-,17.73,-,14.52,-,10.44,-,17.32,-,3.9,-,Upgrade
16,Accrued Expenses,4.79,4.79,3.49,-,5.21,-,12.8,-,17.15,-,18.01,-,11.95,-,9.62,-,3.32,-,6.05,-,Upgrade
17,Short-Term Debt,5.96,5.96,0.41,-,-,-,2.22,-,3.38,-,2,-,2,-,-,-,-,-,2,-,Upgrade
18,Current Portion of Leases,2.68,2.68,2.7,-,1.82,-,2.44,-,4.21,-,7.25,-,7.23,-,6.46,-,4.9,-,1.54,-,Upgrade
19,Current Income Taxes Payable,-,-,-,-,0.07,-,0.06,-,0.06,-,0.06,-,0.06,-,0.06,-,-,-,-,-,Upgrade
20,Current Unearned Revenue,-,-,-,-,-,-,0.5,-,3.5,-,3.25,-,-,-,5.62,-,7.92,-,-,-,Upgrade
21,Other Current Liabilities,0.01,0.01,-,-,-,-,0.7,-,0.7,-,0.7,-,-,-,-,-,4.6,-,-,-,Upgrade
22,Total Current Liabilities,19.11,19.11,12.55,-,13.77,-,36.23,-,46.39,-,49,-,35.76,-,32.2,-,38.05,-,13.49,-,Upgrade
23,Long-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,-,Upgrade
24,Long-Term Leases,5.16,5.16,6.56,-,7.41,-,8.23,-,9.2,-,11.01,-,12.76,-,16.58,-,11.44,-,12.3,-,Upgrade
25,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,-,-,-,-,0.7,-,0.7,-,0.7,-,-,-,Upgrade
26,Total Liabilities,24.27,24.27,19.11,-,21.18,-,44.46,-,55.59,-,60.01,-,49.22,-,49.48,-,50.19,-,26.29,-,Upgrade
27,Common Stock,30.55,30.55,30.55,-,20.37,-,16.97,-,14.14,-,8.32,-,8.32,-,8.32,-,8.32,-,7,-,Upgrade
28,Additional Paid-In Capital,45.15,45.15,45.15,-,45.15,-,42.5,-,41.19,-,35.12,-,35.12,-,35.12,-,35.12,-,18.42,-,Upgrade
29,Retained Earnings,-75.82,-75.82,-74.13,-,-69.32,-,-69.08,-,-64.86,-,-56.95,-,-44.69,-,-42.94,-,-25.9,-,-20.27,-,Upgrade
30,Comprehensive Income & Other,20.43,20.43,21.37,-,21.18,-,21.77,-,22.92,-,23.46,-,23.29,-,23.26,-,22.24,-,22.6,-,Upgrade
31,Total Common Equity,20.3,20.3,22.94,-,17.38,12.16,12.16,-,13.39,9.95,9.95,-,22.03,23.75,23.75,-,39.78,27.74,27.74,-,Upgrade
32,Minority Interest,-,-,-0.56,-,-0.18,-,-6.45,-,-6.28,-,-4.48,-,-2.9,-,-2.33,-,-1.64,-,-,-,Upgrade
33,Shareholders' Equity,20.3,20.3,22.38,-,17.19,5.71,5.71,-,7.11,5.48,5.48,-,19.13,21.42,21.42,-,38.14,27.74,27.74,-,Upgrade
