,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,485754,178286,26477,38742,154769,66873,44920,165792,89087,525076,516784,134837,276225,223409,203549,346714,300087,539769,946730,81338,Upgrade
1,Revenue Growth (YoY),213.86%,166.60%,-41.06%,-76.63%,73.73%,-87.26%,-91.31%,22.96%,-67.75%,135.03%,153.89%,-61.11%,-7.95%,-58.61%,-78.50%,326.27%,77.15%,366.81%,384.14%,-78.48%,Upgrade
2,Cost of Revenue,328630,150240,32304,32845,114929,45183,39474,149523,54760,495821,470178,107973,212859,175880,159218,273238,202025,448666,859814,62953,Upgrade
3,Gross Profit,157124,28045,-5827,5897,39841,21690,5446,16269,34326,29255,46606,26864,63366,47529,44331,73476,98062,91103,86916,18385,Upgrade
4,"Selling, General & Admin",42078,4696,3509,3727,8709,4208,9916,5064,18402,6915,10870,6837,20206,12271,19491,33909,47297,53929,75864,10964,Upgrade
5,Operating Expenses,42078,4696,3509,3727,8709,4208,9916,5064,18402,6915,10870,6837,20206,12271,19491,33909,47297,53929,75864,10964,Upgrade
6,Operating Income,115046,23349,-9335,2171,31131,17482,-4470,11205,15924,22340,35735,20027,43160,35258,24840,39566,50765,37175,11052,7420,Upgrade
7,Interest Expense,-11110,-8103,-8379,-9026,-13874,-11101,-11026,-10928,-42928,-9858,-12793,-6934,-10466,-8968,-10176,-10030,-64395,-12363,-11012,-11855,Upgrade
8,Interest & Investment Income,19.09,159.81,2.71,4.07,5.46,16.81,676.09,-,-,12.59,649.49,741.05,10.34,27.82,804.54,11.54,-,46.99,54299,104.62,Upgrade
9,Earnings From Equity Investments,-2636,-0.17,-0.14,1486,3195,-39.93,-185.9,-76.6,-77.86,-353.19,-28.61,-12.19,172.06,-86.38,-57.62,-121.83,-51.63,-88.51,471.49,-105.59,Upgrade
10,Currency Exchange Gain (Loss),-,-,-,-,-,-,-,-,20.21,-,35.22,-,-7.45,-,-,-,-6.9,-,-,-,Upgrade
11,Other Non Operating Income (Expenses),-24767,-2553,-439.66,-1724,-6308,-83.16,3186,141.12,-555.35,8802,-4888,2922,-11785,-12806,-3394,-5040,-541.3,-1787,841.47,-67.29,Upgrade
