,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,114846,52724,27560,29652,28485,30092,25002,-,76889,64110,38825,24607,30810,17090,62003,25283,40533,37413,72440,8018,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,216.71,-,211.32,200,200,200,200,200,200,-,-,-,17727,6000,Upgrade
2,Cash & Short-Term Investments,114846,52724,27560,29652,28485,30092,25218,-,77100,64310,39025,24807,31010,17290,62203,25283,40533,37413,90167,14018,Upgrade
3,Cash Growth,303.18%,75.21%,9.29%,-,-63.05%,-53.21%,-35.38%,-,148.63%,271.96%,-37.26%,-1.88%,-23.50%,-53.79%,-31.01%,80.36%,81.36%,-16.00%,90.80%,-80.29%,Upgrade
4,Accounts Receivable,301805,285221,256244,388082,283656,273789,263626,-,273293,276629,233172,206251,189717,186250,162748,156205,156269,155329,110033,290868,Upgrade
5,Other Receivables,171199,117884,7253,6684,6102,11458,7971,-,27827,29079,42643,33095,30663,271660,197205,167274,18134,303558,284417,372386,Upgrade
6,Receivables,473004,411235,283126,414666,312658,311447,299797,-,331320,340207,312815,278346,264380,457910,359953,323479,174403,468974,394451,663254,Upgrade
7,Inventory,6638145,6922865,7028524,7033581,7036189,7100915,7097283,-,7211161,7130032,7144905,7340112,7265554,7061868,7131299,7122337,7372509,7012118,7321790,8045598,Upgrade
8,Prepaid Expenses,7529,7157,8212,8302,9715,10166,11309,-,10621,10465,10168,6168,6781,7923,13975,28304,48566,49754,70125,99423,Upgrade
9,Other Current Assets,179393,161136,161407,146693,144030,143387,135751,-,205257,118850,60413,60791,72583,163950,155371,228389,368190,554672,498986,224095,Upgrade
10,Total Current Assets,7412916,7555116,7508829,7632895,7531077,7596006,7569359,-,7835459,7663864,7567325,7710224,7640307,7708940,7722801,7727792,8004201,8122931,8375518,9046388,Upgrade
11,"Property, Plant & Equipment",1006843,1045632,1062857,1080213,1098353,1112654,1130256,-,1165717,1183411,1201941,1219554,1237290,1243324,1255585,1266703,1280758,1291899,1283477,1294137,Upgrade
12,Long-Term Investments,318980,597199,597199,597199,732310,729116,729156,-,729418,729496,794849,792777,732090,729718,729805,839914,840036,855027,745066,846331,Upgrade
13,Other Intangible Assets,47569,47569,47569,47569,47569,47569,47569,-,47569,47569,47569,47569,47569,47569,47569,47569,47569,47569,47569,47569,Upgrade
14,Other Long-Term Assets,97497,91807,159457,157798,175403,158396,170469,-,170524,170991,159665,159954,159924,165945,166316,166360,160474,160751,161026,172894,Upgrade
15,Total Assets,8883805,9337323,9375912,9515674,9584712,9643741,9646808,-,9948687,9795331,9771349,9930078,9817180,9895495,9922075,10048337,10333037,10478177,10612655,11407319,Upgrade
16,Accounts Payable,34189,37292,36822,35218,45054,48155,51266,-,327686,109874,44576,115386,526801,83331,51816,47954,137561,176583,176078,322646,Upgrade
17,Accrued Expenses,130699,77246,67552,67189,81303,69960,65383,-,177700,61984,54715,52688,54530,57398,56123,71121,69419,124248,153230,90814,Upgrade
18,Short-Term Debt,289473,703310,598126,873135,922852,953052,512063,-,485627,981951,1053516,875469,399913,1779849,904554,1331053,334996,1381120,657293,1345228,Upgrade
19,Current Portion of Long-Term Debt,45000,43575,46088,41600,39488,37575,35663,-,31650,30900,30480,29400,29025,23250,26925,25200,25200,9000,8880,8880,Upgrade
20,Current Income Taxes Payable,18476,8407,6066,6590,4237,4417,14024,-,13399,17351,13885,10514,17619,17739,14637,15523,25219,21269,20499,12783,Upgrade
21,Other Current Liabilities,3563472,3717270,3884977,3879725,3874102,3915957,4354044,-,4265180,3925886,3913622,4194311,4141555,3305289,4247182,3935768,5131809,4154604,5001705,4971817,Upgrade
22,Total Current Liabilities,4081309,4587100,4639631,4903457,4967036,5029116,5032442,-,5301242,5127945,5110795,5277768,5169444,5266856,5301238,5426619,5724203,5866823,6017685,6752168,Upgrade
23,Long-Term Debt,223238,234675,246113,257550,268238,278250,288263,-,307725,315825,323925,332025,339375,351450,354075,362100,368400,389550,394500,399450,Upgrade
24,Long-Term Deferred Tax Liabilities,752.22,225.02,224.98,224.96,522.23,1161,1153,-,1101,1085,1013,1009,1006,2495,2183,1689,1565,956.47,854.75,950.51,Upgrade
25,Other Long-Term Liabilities,-0,-,-0,-,-,-,-,-,-,-,-,-,-,-,-,-,291.4,291.4,291.4,291.4,Upgrade
26,Total Liabilities,4305298,4822000,4885968,5161232,5235796,5308528,5321858,-,5610068,5444856,5435733,5610802,5509826,5620801,5657495,5790408,6094459,6257621,6413331,7152859,Upgrade
27,Common Stock,2751293,2751293,2751293,2751293,2751293,2751293,2751293,-,2751293,2751293,2751293,2751293,2751293,2751293,2751293,2751293,2751293,2751293,2751293,2751293,Upgrade
28,Additional Paid-In Capital,807235,807235,807235,807235,807235,807235,807235,-,807235,807235,807235,807235,807235,807235,807235,807235,807235,807235,807235,807235,Upgrade
29,Retained Earnings,617316,555105,553101,569538,560918,545439,535104,-,548716,556319,553978,538533,526662,496774,486323,477774,460851,463521,446707,504926,Upgrade
30,Treasury Stock,-1.69,-1.69,-1.69,-1.69,-1.69,-1.69,-1.69,-,-1.69,-1.69,-1.69,-1.69,-1.69,-1.69,-1.69,-1.69,-1.69,-1.69,-1.69,-1.69,Upgrade
31,Comprehensive Income & Other,23900,23900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
32,Total Common Equity,4199743,4137532,4111628,4128065,4119445,4103966,4093631,-,4107243,4114846,4112504,4097060,4085189,4055300,4044850,4036301,4019378,4022048,4005234,4063453,Upgrade
33,Minority Interest,378764,377791,378315,226377,229471,231247,231319,-,231377,235629,223112,222216,222166,219394,219730,221628,219200,198508,194090,191007,Upgrade
34,Shareholders' Equity,4578506,4515323,4489943,4354442,4348916,4335213,4324950,-,4338619,4350475,4335617,4319276,4307355,4274694,4264580,4257929,4238578,4220556,4199324,4254460,Upgrade
35,Total Liabilities & Equity,8883805,9337323,9375912,9515674,9584712,9643741,9646808,-,9948687,9795331,9771349,9930078,9817180,9895495,9922075,10048337,10333037,10478177,10612655,11407319,Upgrade
36,Total Debt,557710,981560,890326,1172285,1230577,1268877,835988,-,825002,1328676,1407922,1236894,768313,2154549,1285554,1718353,728596,1779670,1060673,1753558,Upgrade
37,Net Cash (Debt),-442865,-928835,-862766,-1142633,-1202092,-1238785,-810770,-,-747902,-1264366,-1368896,-1212087,-737304,-2137260,-1223352,-1693070,-688063,-1742257,-970506,-1739540,Upgrade
38,Net Cash Per Share,-1608.84,-3370.57,-3149.47,-4153.08,-4349.02,-4554.83,-2924.37,-,-2764.69,-4619.28,-4978.41,-4402.92,-2681.92,-7771.32,-4436.20,-6153.73,-2520.78,-6332.51,-3527.46,-6322.63,Upgrade
39,Filing Date Shares Outstanding,275.13,275.13,275.13,275.13,275.13,275.13,275.13,273.01,275.13,275.13,275.13,275.13,275.13,275.13,275.13,275.13,275.13,275.13,275.13,275.13,Upgrade
40,Total Common Shares Outstanding,275.13,275.13,275.13,275.13,275.13,275.13,275.13,273.01,275.13,275.13,275.13,275.13,275.13,275.13,275.13,275.13,275.13,275.13,275.13,275.13,Upgrade
41,Working Capital,3331608,2968016,2869198,2729438,2564040,2566890,2536917,-,2534217,2535919,2456531,2432456,2470862,2442084,2421563,2301173,2279997,2256108,2357833,2294220,Upgrade
42,Book Value Per Share,15264.62,15038.51,14944.36,15004.10,14972.77,14916.51,14878.94,-,14928.42,14956.05,14947.54,14891.41,14848.26,14739.63,14701.64,14670.57,14609.06,14618.76,14557.65,14769.26,Upgrade
43,Tangible Book Value,4152174,4089963,4064060,4080496,4071876,4056397,4046062,-,4059674,4067278,4064936,4049491,4037620,4007732,3997281,3988732,3971809,3974480,3957665,4015885,Upgrade
44,Tangible Book Value Per Share,15091.73,14865.61,14771.46,14831.20,14799.87,14743.61,14706.05,-,14755.52,14783.16,14774.65,14718.51,14675.36,14566.73,14528.75,14497.67,14436.16,14445.87,14384.75,14596.36,Upgrade
45,Buildings,788515,788586,788254,788254,784533,784533,784533,-,784533,784743,785600,785600,786794,779440,779440,779440,779719,779569,723403,723403,Upgrade
46,Machinery,345195,348991,348991,348991,348991,348948,730049,-,730000,348496,348496,348351,728269,345959,344707,344707,494422,344164,333971,334769,Upgrade
47,Construction In Progress,-,32.62,223.21,-,3068,-,66.82,-,91.65,-,-,-,-,228726,227636,224161,223663,252243,295239,293181,Upgrade
