,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,3356576,3219011,1851619,3728000,3466627,2765048,3177742,2264313,1086760,1095014,1824106,2068971,4223232,4305771,1950666,2060717,2470660,2492670,1708552,2107489,1469190,Upgrade
1,Market Cap Growth,16.42%,16.42%,-41.73%,64.64%,218.99%,152.51%,74.21%,9.44%,-74.27%,-74.57%,-6.49%,0.40%,70.94%,72.74%,14.17%,-2.22%,68.16%,127.64%,37.09%,69.09%,-0.93%,Upgrade
2,Enterprise Value,4178204,4525638,3092700,5097011,4898190,4235080,4219831,3243591,2313158,2595009,3416115,3503275,5606165,6662425,3393747,3975415,4400767,4433435,2873148,4038036,3223709,Upgrade
3,Last Close Price,12200.00,11700.00,6730.00,13550.00,12600.00,10050.00,11550.00,8230.00,3950.00,3980.00,6630.00,7520.00,15350.00,15650.00,7090.00,7490.00,8980.00,9060.00,6210.00,7660.00,5340.00,Upgrade
4,PE Ratio,45.94,44.06,70.32,-,218.99,226.60,-292.74,-,-,-,30.56,30.20,68.55,65.88,32.95,38.76,66.95,50.00,149.64,-,17.60,Upgrade
5,PS Ratio,4.60,4.41,4.65,13.00,11.35,6.40,8.67,2.75,0.84,0.87,1.26,1.80,5.04,4.10,1.82,1.48,1.16,1.33,0.98,1.60,2.61,Upgrade
6,PB Ratio,0.80,0.70,0.41,0.83,0.80,0.64,0.73,0.52,-,0.25,0.42,0.48,0.98,1.00,0.46,0.48,0.58,0.59,0.40,0.50,0.35,Upgrade
7,P/TBV Ratio,0.78,0.78,0.45,0.92,0.85,0.68,0.78,0.56,-,0.27,0.45,0.51,1.04,1.07,0.49,0.52,0.62,0.63,0.43,0.53,0.37,Upgrade
8,P/FCF Ratio,13.21,12.67,50.05,-,111.50,-75.31,-17.38,-,-,-,-,30.12,45.06,102.98,-,-36.35,25.85,-35.15,-,-10.86,-,Upgrade
