,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,2298,2232,1812,2232,2718,3050,2696,2807,1216,519,983,Upgrade
1,Market Cap Growth,0%,0%,-33.33%,-26.81%,0.82%,8.66%,121.82%,440.43%,23.60%,-58.77%,-28.23%,Upgrade
2,Enterprise Value,2418,2476,2173,2699,3343,4301,4257,4368,2848,2360,3114,Upgrade
3,Last Close Price,1.04,1.01,0.78,0.97,1.02,1.14,1.01,1.05,0.46,0.19,0.37,Upgrade
4,PE Ratio,16.41,15.03,-,6.76,3.23,2.91,4.26,5.24,6.74,-,32.06,Upgrade
5,Forward PE,-,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,Upgrade
6,PS Ratio,0.91,0.88,0.80,1.09,0.84,0.88,0.92,0.98,0.55,0.28,0.53,Upgrade
7,PB Ratio,0.39,0.37,0.30,0.37,0.42,0.47,0.44,0.50,0.23,0.11,0.21,Upgrade
8,P/TBV Ratio,0.47,0.47,0.38,0.47,0.53,0.59,0.53,0.60,0.28,0.14,0.25,Upgrade
9,P/FCF Ratio,3.89,3.78,3.63,7.93,2.97,2.96,4.03,4.83,3.62,1.33,5.28,Upgrade
10,P/OCF Ratio,3.18,3.18,2.95,6.57,2.77,2.59,3.22,4.64,2.91,1.11,3.18,Upgrade
11,EV/Sales Ratio,0.96,0.98,0.96,1.32,1.03,1.24,1.46,1.53,1.29,1.27,1.68,Upgrade
12,EV/EBITDA Ratio,3.92,3.96,2.88,3.04,2.55,2.94,3.92,4.51,4.97,6.43,8.29,Upgrade
13,EV/EBIT Ratio,8.10,8.00,5.38,5.23,3.55,3.80,5.54,6.55,9.95,-,26.04,Upgrade
14,EV/FCF Ratio,4.09,4.19,4.35,9.59,3.66,4.17,6.36,7.52,8.48,6.05,16.72,Upgrade
15,Debt / Equity Ratio,0.14,0.14,0.14,0.19,0.18,0.24,0.29,0.39,0.38,0.44,0.49,Upgrade
16,Debt / FCF Ratio,1.40,1.40,1.70,4.00,1.24,1.51,2.67,3.80,6.02,5.21,12.52,Upgrade
17,Return on Capital Employed (ROCE),4.25%,4.41%,5.51%,7.19%,12.24%,14.88%,11.34%,10.46%,4.49%,-,1.96%,Upgrade
18,Earnings Yield,6.46%,6.65%,9.89%,14.79%,30.97%,34.35%,23.47%,19.07%,14.84%,5.13%,3.12%,Upgrade
19,FCF Yield,25.70%,26.46%,27.55%,12.61%,33.63%,33.83%,24.84%,20.68%,27.62%,75.12%,18.94%,Upgrade
20,Total Shareholder Return,5.28%,-,-,-,-,-,-,-,-,-,-,Upgrade
