,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Operating Revenue,19340,20108,20625,18490,20804,21346,21081,17972,19571,19943,18268,16929,20723,21050,20828,18094,20708,20201,17688,14243,Upgrade
1,Other Revenue,14784,13449,13306,13023,14147,13101,12975,13172,13506,12597,11379,11482,12365,10871,10522,10040,9555,8031,8346,8302,Upgrade
2,Revenue,34124,33557,33931,31513,34951,34447,34056,31144,33077,32540,29647,28411,33088,31921,31350,28134,30263,28232,26034,22545,Upgrade
3,Revenue Growth (YoY),-2.37%,-2.58%,-0.37%,1.18%,5.67%,5.86%,14.87%,9.62%,-0.03%,1.94%,-5.43%,0.98%,9.33%,13.07%,20.42%,24.79%,4.77%,0.54%,-1.11%,-6.54%,Upgrade
4,Cost of Revenue,18014,16399,16398,15291,17418,16294,16167,15152,16945,16273,15171,15546,17283,16126,15897,15002,13367,12815,13134,14687,Upgrade
5,Gross Profit,16110,17158,17533,16222,17533,18153,17889,15992,16132,16267,14476,12865,15805,15795,15453,13132,16896,15417,12900,7858,Upgrade
6,"Selling, General & Admin",6678,5867,5700,5375,5854,5778,6298,5589,5881,5193,4784,4656,6451,7320,5707,5245,5094,4700,4417,3852,Upgrade
7,Research & Development,5515,5366,5889,5363,6287,6101,6381,5423,5658,5757,6292,5608,7390,6167,6283,5098,5670,4561,4839,4443,Upgrade
8,Operating Expenses,12193,11233,11589,10738,12141,11879,12679,11012,11539,10950,11076,10264,13841,13487,11990,10343,10764,9261,9256,8295,Upgrade
9,Operating Income,3917,5925,5944,5484,5392,6274,5210,4980,4593,5317,3400,2601,1964,2308,3463,2789,6132,6156,3644,-437,Upgrade
10,Interest Expense,-643,-673,-742,-766,-774,-853,-817,-804,-738,-724,-741,-710,-873,-880,-845,-823,-777,-755,-820,-751,Upgrade
11,Interest & Investment Income,2001,1877,1993,2091,2064,2082,1948,1915,1647,1619,1525,1454,1514,1462,1342,1233,1308,1297,1312,1441,Upgrade
12,Earnings From Equity Investments,-399,32,-119,-205,-2970,-398,-383,-48,-523,-376,-603,-408,-773,-4,-4,-151,-151,-546,-1732,181,Upgrade
13,Currency Exchange Gain (Loss),1678,-1096,93,401,-449,-26,1176,-106,-338,-806,-329,-11,-27,7,-36,156,-346,-271,55,-98,Upgrade
14,Other Non Operating Income (Expenses),23,-314,-454,-275,722,-38,-555,1638,4156,52,-247,-286,3392,-3105,213,23362,-9721,9169,2648,-1816,Upgrade
15,EBT Excluding Unusual Items,6577,5751,6715,6730,3985,7041,6579,7575,8797,5082,3005,2640,5197,-212,4133,26566,-3555,15050,5107,-1480,Upgrade
16,Gain (Loss) on Sale of Investments,-,1358,-,-,-1120,385,-,-,-2423,-4535,546,-3000,-2826,-18974,-3100,-,10220,-,-1097,-,Upgrade
17,Gain (Loss) on Sale of Assets,-,1491,-,-,-,753,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
18,Asset Writedown,-,-,-,-,-,-,-,-,-,-,-,-,-6,-,-,-,-1155,-,-,-,Upgrade
19,Pretax Income,6577,8600,6715,6730,2865,8179,6579,7575,6374,547,3551,-360,2365,-19186,1033,26566,5510,15050,4010,-1480,Upgrade
20,Income Tax Expense,1619,814,1131,883,-96,1282,1270,1193,1254,908,25,391,1295,-1839,2197,1534,1026,1618,1222,198,Upgrade
21,Earnings From Continuing Operations,4958,7786,5584,5847,2961,6897,5309,6382,5120,-361,3526,-751,1070,-17347,-1164,25032,4484,13432,2788,-1678,Upgrade
22,Minority Interest in Earnings,234,-154,-96,-399,-362,-216,-99,-557,-167,215,111,-134,645,788,581,621,690,246,791,1719,Upgrade
23,Net Income,5192,7632,5488,5448,2599,6681,5210,5825,4953,-146,3637,-885,1715,-16559,-583,25653,5174,13678,3579,41,Upgrade
24,Preferred Dividends & Other Adjustments,-,-,-,-,717,-,-,-,591,-,-,-,296,-,54,-,42,-,46,-,Upgrade
25,Net Income to Common,5192,7632,5488,5448,1882,6681,5210,5825,4362,-146,3637,-885,1419,-16559,-637,25653,5132,13678,3533,41,Upgrade
26,Net Income Growth,99.77%,14.23%,5.34%,-6.47%,-47.53%,-,43.25%,-,188.80%,-,-,-,-66.85%,-,-,62468.29%,-18.46%,-,48.38%,-,Upgrade
27,Shares Outstanding (Basic),347,348,350,351,352,352,351,350,349,349,348,346,348,347,348,337,337,340,344,346,Upgrade
28,Shares Outstanding (Diluted),348,349,351,352,354,356,354,355,350,349,351,346,352,347,348,347,342,343,345,348,Upgrade
29,Shares Change (YoY),-1.66%,-2.00%,-1.06%,-0.74%,1.04%,2.01%,0.82%,2.53%,-0.53%,0.43%,1.04%,-0.36%,2.96%,1.13%,0.78%,-0.14%,-1.23%,-1.31%,-1.54%,-0.58%,Upgrade
30,EPS (Basic),14.97,21.92,15.70,15.54,5.35,18.99,14.86,16.65,12.51,-0.42,10.47,-2.56,4.08,-47.69,-1.83,76.23,15.23,40.24,10.28,0.12,Upgrade
31,EPS (Diluted),14.24,21.60,15.04,14.88,5.35,18.24,14.16,15.92,12.51,-0.88,10.00,-2.88,4.08,-48.16,-1.83,73.76,15.07,39.76,10.24,0.12,Upgrade
32,EPS Growth,165.96%,18.42%,6.21%,-6.53%,-57.21%,-,41.60%,-,206.41%,-,-,-,-72.90%,-,-,62438.68%,-17.32%,-,52.78%,-,Upgrade
33,Free Cash Flow,23,2634,6261,4182,6958,5996,7926,4545,5924,6551,5516,-107,477,691,8058,2618,-,-,7335,1652,Upgrade
34,Free Cash Flow Per Share,0.07,7.56,17.86,11.88,19.67,16.85,22.37,12.82,16.92,18.78,15.70,-0.31,1.36,1.99,23.17,7.54,-,-,21.26,4.75,Upgrade
35,Gross Margin,47.21%,51.13%,51.67%,51.48%,50.16%,52.70%,52.53%,51.35%,48.77%,49.99%,48.83%,45.28%,47.77%,49.48%,49.29%,46.68%,55.83%,54.61%,49.55%,34.85%,Upgrade
36,Operating Margin,11.48%,17.66%,17.52%,17.40%,15.43%,18.21%,15.30%,15.99%,13.89%,16.34%,11.47%,9.15%,5.94%,7.23%,11.05%,9.91%,20.26%,21.81%,14.00%,-1.94%,Upgrade
37,Profit Margin,15.22%,22.74%,16.17%,17.29%,5.38%,19.40%,15.30%,18.70%,13.19%,-0.45%,12.27%,-3.11%,4.29%,-51.87%,-2.03%,91.18%,16.96%,48.45%,13.57%,0.18%,Upgrade
38,Free Cash Flow Margin,0.07%,7.85%,18.45%,13.27%,19.91%,17.41%,23.27%,14.59%,17.91%,20.13%,18.61%,-0.38%,1.44%,2.16%,25.70%,9.31%,-,-,28.17%,7.33%,Upgrade
39,EBITDA,7587,9595,9614,9154,7419,9890,8826,8596,6390,9349,7432,6633,3294,6765,7917,7246,10589,14246,11734,1362,Upgrade
40,EBITDA Margin,22.23%,28.59%,28.33%,29.05%,21.23%,28.71%,25.92%,27.60%,19.32%,28.73%,25.07%,23.35%,9.96%,21.19%,25.25%,25.75%,34.99%,50.46%,45.07%,6.04%,Upgrade
41,D&A For EBITDA,3670,3670,3670,3670,2027,3616,3616,3616,1797,4032,4032,4032,1330,4457,4454,4457,4457,8090,8090,1799,Upgrade
42,EBIT,3917,5925,5944,5484,5392,6274,5210,4980,4593,5317,3400,2601,1964,2308,3463,2789,6132,6156,3644,-437,Upgrade
43,EBIT Margin,11.48%,17.66%,17.52%,17.40%,15.43%,18.21%,15.30%,15.99%,13.89%,16.34%,11.47%,9.15%,5.94%,7.23%,11.05%,9.91%,20.26%,21.80%,14.00%,-1.94%,Upgrade
44,Effective Tax Rate,24.62%,9.47%,16.84%,13.12%,-,15.67%,19.30%,15.75%,19.67%,166.00%,0.70%,-,54.76%,-,212.68%,5.77%,18.62%,10.75%,30.47%,-,Upgrade
45,Revenue as Reported,34124,33557,33931,31513,34951,34447,34056,31144,33077,32540,29647,28411,33088,31921,31350,28134,30263,28232,26034,22545,Upgrade
