,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,34573921,34146669,34134072,31486492,31421489,30287657,29464830,27105812,30588381,32011980,34337740,36466677,36138330,24333214,31658419,30828144,27193693,25713554,26285559,29353213,Upgrade
1,Revenue Growth (YoY),10.03%,12.74%,15.85%,16.16%,2.72%,-5.39%,-14.19%,-25.67%,-15.36%,31.56%,8.46%,18.29%,32.89%,-5.37%,20.44%,5.02%,7.02%,2.27%,-1.20%,17.33%,Upgrade
2,Cost of Revenue,27986952,27254758,26826358,24773876,24199471,24609173,24023662,21891312,22579045,24619955,27001322,28342413,28763440,18244500,24514835,23803198,20919028,19963834,20515417,23193243,Upgrade
3,Gross Profit,6586969,6891911,7307714,6712616,7222018,5678485,5441168,5214500,8009336,7392024,7336418,8124264,7374890,6088713,7143583,7024946,6274665,5749720,5770142,6159970,Upgrade
4,"Selling, General & Admin",6039465,5816569,5869772,5689799,6914396,5655855,5440290,5109378,6975359,5658827,5308207,6275473,5512598,5245615,5645854,5333497,5042861,4593823,4539014,4562532,Upgrade
5,Operating Expenses,6039465,5816569,5869772,5689799,6914396,5655855,5440290,5109378,6975359,5658827,5308207,6275473,5512598,5245615,5645854,5333497,5042861,4593823,4539014,4562532,Upgrade
6,Operating Income,547504,1075342,1437942,1022817,307622,22630,877.7,105122,1033977,1733197,2028211,1848791,1862291,843099,1497730,1691449,1231804,1155897,1231128,1597438,Upgrade
7,Interest Expense,-323470,-303696,-243090,-272508,-312807,-438383,-384521,-295779,-361070,-434637,-365963,-200474,-187906,-163933,-169882,-152707,-146612,-132177,-136987,-178228,Upgrade
8,Interest & Investment Income,-,575389,580109,526690,453527,619116,585369,313567,115834,348740,250356,210775,282150,288606,235594,207740,195417,256719,119540,67624,Upgrade
9,Earnings From Equity Investments,-2423,147.88,-26681,-20486,-,-,-,-,-,-,-,-,5402,-1238,-3413,-2961,86.76,-1229,-1161,-1404,Upgrade
10,Currency Exchange Gain (Loss),-,-,-,-101685,-85364,-,-,3153,124613,-,-25100,26913,-24595,-,-827.99,14.73,128.59,-,-86.05,123.43,Upgrade
11,Other Non Operating Income (Expenses),813860,-279137,-232237,51375,274867,-21346,-71941,32904,291526,-229460,77254,116989,91666,1598,66770,84033,52907,-928.84,41227,58508,Upgrade
12,EBT Excluding Unusual Items,1035471,1068045,1516043,1206203,637846,182016,129784,158967,1204879,1417840,1964759,2002994,2029008,968131,1625971,1827569,1333732,1278280,1253662,1544061,Upgrade
13,Gain (Loss) on Sale of Assets,-,-,-,-,-256774,-,-,-,-13659,-,-262615,-,-,-,-,-,-,-,-,-,Upgrade
14,Other Unusual Items,-,-,-,-,-162147,-,-,-,-257842,-,-,-,20905,-,-,-,-,-,-,-,Upgrade
15,Pretax Income,1035471,1068045,1516043,1206203,218925,182016,129784,158967,933378,1417840,1702143,2002994,2049913,968131,1625971,1827569,1333732,1278280,1253662,1544061,Upgrade
16,Income Tax Expense,183327,262259,343659,303230,128607,143200,112371,137685,314356,511061,571475,557749,486600,182329,412292,488936,391435,327247,359239,411942,Upgrade
17,Earnings From Continuing Operations,852144,805787,1172384,902974,90318,38816,17414,21281,619022,906779,1130669,1445244,1563313,785802,1213678,1338633,942297,951032,894424,1132120,Upgrade
18,Minority Interest in Earnings,-5140,-5637,-107.12,-536.4,-60.47,-76.64,-8.28,-14.37,18.65,-533.17,-657.78,-779.09,-827.55,-416.76,-648.72,-664.38,-499.82,-492.58,-511.86,-600.66,Upgrade
19,Net Income,847004,800150,1172277,902437,90258,38739,17406,21267,619041,906246,1130011,1444465,1562486,785385,1213030,1337969,941797,950540,893912,1131519,Upgrade
20,Net Income to Common,847004,800150,1172277,902437,90258,38739,17406,21267,619041,906246,1130011,1444465,1562486,785385,1213030,1337969,941797,950540,893912,1131519,Upgrade
21,Net Income Growth,838.43%,1965.48%,6635.03%,4143.38%,-85.42%,-95.73%,-98.46%,-98.53%,-60.38%,15.39%,-6.84%,7.96%,65.90%,-17.37%,35.70%,18.25%,9.57%,11.16%,-17.17%,8.75%,Upgrade
22,Shares Outstanding (Basic),1460,1463,1462,1462,1456,1490,1582,1463,1467,1466,1464,1446,1577,1426,1485,1394,1359,1358,1358,1358,Upgrade
23,Shares Outstanding (Diluted),1460,1463,1462,1462,1456,1490,1582,1463,1467,1466,1464,1446,1577,1426,1485,1394,1359,1358,1358,1358,Upgrade
24,Shares Change (YoY),0.31%,-1.82%,-7.62%,-0.07%,-0.76%,1.61%,8.09%,1.22%,-6.98%,2.85%,-1.42%,3.71%,16.03%,5.00%,9.37%,2.67%,2.28%,2.32%,2.27%,2.23%,Upgrade
25,EPS (Basic),580.00,547.00,802.00,617.11,62.00,26.00,11.00,14.53,422.00,618.00,771.91,999.07,990.84,550.83,816.82,959.73,693.00,700.00,658.32,833.30,Upgrade
26,EPS (Diluted),580.00,547.00,802.00,617.00,62.00,26.00,11.00,14.53,422.00,618.00,771.91,999.00,990.84,550.83,816.82,959.67,693.00,700.00,658.32,833.30,Upgrade
27,EPS Growth,835.48%,2003.85%,7190.91%,4145.57%,-85.31%,-95.79%,-98.57%,-98.55%,-57.41%,12.19%,-5.50%,4.10%,42.98%,-21.31%,24.08%,15.16%,7.13%,8.64%,-18.99%,6.38%,Upgrade
28,Free Cash Flow,65593,735031,2593672,4819290,1251059,-1316314,-786809,3764507,4311743,141130,3101970,-4043904,-3425410,320468,1037296,-2737840,-941703,981009,3680534,3161230,Upgrade
29,Free Cash Flow Per Share,44.92,502.48,1774.43,3295.57,859.38,-883.45,-497.25,2572.48,2939.31,96.24,2118.95,-2796.99,-2172.20,224.76,698.48,-1963.86,-692.93,722.44,2710.51,2328.07,Upgrade
30,Dividend Per Share,-,-,-,-,500.000,-,-,-,500.000,-,-,-,500.000,-,-,-,166.667,-,-,-,Upgrade
31,Dividend Growth,-,-,-,-,0%,-,-,-,0%,-,-,-,200.00%,-,-,-,-66.67%,-,-,-,Upgrade
32,Gross Margin,19.05%,20.18%,21.41%,21.32%,22.98%,18.75%,18.47%,19.24%,26.18%,23.09%,21.37%,22.28%,20.41%,25.02%,22.56%,22.79%,23.07%,22.36%,21.95%,20.99%,Upgrade
33,Operating Margin,1.58%,3.15%,4.21%,3.25%,0.98%,0.07%,0.00%,0.39%,3.38%,5.41%,5.91%,5.07%,5.15%,3.46%,4.73%,5.49%,4.53%,4.50%,4.68%,5.44%,Upgrade
34,Profit Margin,2.45%,2.34%,3.43%,2.87%,0.29%,0.13%,0.06%,0.08%,2.02%,2.83%,3.29%,3.96%,4.32%,3.23%,3.83%,4.34%,3.46%,3.70%,3.40%,3.85%,Upgrade
35,Free Cash Flow Margin,0.19%,2.15%,7.60%,15.31%,3.98%,-4.35%,-2.67%,13.89%,14.10%,0.44%,9.03%,-11.09%,-9.48%,1.32%,3.28%,-8.88%,-3.46%,3.82%,14.00%,10.77%,Upgrade
36,EBITDA,1353668,1784881,2116428,1742048,980234,1029470,796628,981232,1988539,2599274,2890072,2706616,2659819,1591262,2216733,2347468,1840779,1758323,1744517,2068230,Upgrade
37,EBITDA Margin,3.92%,5.23%,6.20%,5.53%,3.12%,3.40%,2.70%,3.62%,6.50%,8.12%,8.42%,7.42%,7.36%,6.54%,7.00%,7.61%,6.77%,6.84%,6.64%,7.05%,Upgrade
38,D&A For EBITDA,806164,709539,678486,719231,672613,1006841,795750,876111,954562,866077,861860,857825,797527,748163,719004,656019,608975,602427,513389,470792,Upgrade
39,EBIT,547504,1075342,1437942,1022817,307622,22630,877.7,105122,1033977,1733197,2028211,1848791,1862291,843099,1497730,1691449,1231804,1155897,1231128,1597438,Upgrade
40,EBIT Margin,1.58%,3.15%,4.21%,3.25%,0.98%,0.07%,0.00%,0.39%,3.38%,5.41%,5.91%,5.07%,5.15%,3.46%,4.73%,5.49%,4.53%,4.50%,4.68%,5.44%,Upgrade
41,Effective Tax Rate,17.70%,24.55%,22.67%,25.14%,58.74%,78.67%,86.58%,86.61%,33.68%,36.05%,33.57%,27.85%,23.74%,18.83%,25.36%,26.75%,29.35%,25.60%,28.66%,26.68%,Upgrade
42,Revenue as Reported,34573921,34146669,34134072,31486492,-,30287657,29464830,27105812,-,32011980,34337740,36466677,36138330,24333214,31658419,30828144,27193693,25713554,26285559,29353213,Upgrade
