,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,5697332,9752340,5776463,5570878,5365705,2351918,3441539,2781240,5061021,7065243,2897829,3259252,4142016,3215216,4617787,2203952,7347857,2590965,2166228,3273375,Upgrade
1,Short-Term Investments,28524442,21548922,25180621,24673244,18937008,20901866,20978938,17028153,10069250,8846233,12320648,11699727,14236626,6814281,13524445,12522967,8057319,10598355,8712400,3800000,Upgrade
2,Cash & Short-Term Investments,34221773,31301262,30957083,30244122,24302713,23253784,24420478,19809393,15130270,15911476,15218477,14958979,18378642,10029497,18142232,14726920,15405176,13189320,10878628,7073375,Upgrade
3,Cash Growth,40.81%,34.61%,26.77%,52.68%,60.62%,46.14%,60.47%,32.42%,-17.67%,58.65%,-16.12%,1.58%,19.30%,-23.96%,66.77%,108.20%,146.39%,65.43%,15.41%,6.06%,Upgrade
4,Accounts Receivable,241405,232971,347553,307572,308474,192130,218496,113840,178061,210749,377448,231868,384237,189753,288151,216790,196395,163057,293731,203723,Upgrade
5,Other Receivables,2458097,2505230,2631649,2716134,2685540,2705953,2259636,1488510,2417929,2945463,2038414,1126493,1442254,942236,1430877,929211,1005688,858809,731588,915935,Upgrade
6,Receivables,8737217,7274645,7058257,4843707,5079933,2915001,2495050,1619267,2612908,4146130,3297780,2253361,2788409,2139388,2299028,1450401,1282082,1041865,1025319,1127158,Upgrade
7,Inventory,22244676,21853578,21040831,20492369,21824236,22853547,22122249,20957419,25696078,28687857,28254091,32587880,29167232,21556084,22414714,23252976,19422177,17514792,18076175,20958929,Upgrade
8,Prepaid Expenses,390391,387195,412415,433198,481241,396520,467748,506611,565060,699072,661345,528947,569196,474473,610854,596791,563786,472746,457446,468835,Upgrade
