,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,2088,2059,2169,2144,2494,2190,2363,2426,2145,1691,1707,1980,2220,1964,2304,2618,2670,-,-,-,-,Upgrade
1,Market Cap Growth,-5.98%,-5.98%,-8.21%,-11.63%,16.26%,29.53%,38.40%,22.53%,-3.39%,-13.92%,-25.90%,-24.38%,-16.86%,-,-,-,-,-,-,-,-,Upgrade
2,Enterprise Value,2061,2002,2042,1986,2337,2041,2152,2286,2006,1507,1524,1720,1989,1712,2092,2565,2618,-,-,-,-,Upgrade
3,Last Close Price,25.70,25.35,26.70,25.98,30.22,26.54,28.64,29.21,25.83,20.36,20.56,23.60,26.47,23.41,27.46,30.88,31.50,-,-,-,-,Upgrade
4,PE Ratio,143.01,-,-,-,99.48,175.08,-,-,58.76,61.50,49.93,47.38,55.49,30.96,38.71,49.54,40.37,-,-,-,-,Upgrade
5,PS Ratio,7.63,7.59,7.84,7.76,8.91,7.52,8.23,7.84,6.76,5.14,5.27,6.40,7.20,6.21,7.49,8.67,8.67,-,-,-,-,Upgrade
6,PB Ratio,2.76,2.73,2.86,2.69,3.07,2.83,3.06,3.04,2.93,2.41,-,2.78,3.12,2.77,3.30,3.67,3.75,-,-,-,-,Upgrade
7,P/TBV Ratio,2.99,2.99,3.11,2.92,3.32,3.08,3.33,3.30,3.20,2.65,-,2.81,3.16,2.86,3.40,3.78,3.86,-,-,-,-,Upgrade
8,P/FCF Ratio,-,-,-,-,-73.15,205.12,-,-,168.31,-62.48,-,-,-120.65,-,-22.53,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,-,-,-,-,-2020.04,122.06,-,-,26.24,36.48,-,37.72,581.72,-,15.63,-,23.43,-,-,-,-,Upgrade
10,EV/Sales Ratio,7.59,7.38,7.38,7.19,8.35,7.01,7.50,7.39,6.32,4.58,4.70,5.56,6.45,5.41,6.80,8.50,8.50,-,-,-,-,Upgrade
11,EV/EBITDA Ratio,100.98,98.94,-,-,76.66,106.05,-,-,60.94,53.68,41.68,42.88,50.28,25.00,31.10,37.53,30.39,-,-,-,-,Upgrade
12,EV/EBIT Ratio,213.00,-,-,-,118.23,241.98,-,-,75.25,62.79,-,45.38,53.26,25.74,32.10,38.76,31.18,-,-,-,-,Upgrade
13,EV/FCF Ratio,-28.78,-,-,-,-68.54,191.13,-,-,157.37,-55.70,-,-,-108.10,-,-20.46,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.33,0.33,0.32,0.29,0.29,0.29,0.30,0.29,0.04,0.04,-,0.00,-,-,-,0.05,0.08,0.24,0.27,0.28,0.28,Upgrade
15,Debt / EBITDA Ratio,12.05,31.22,-,-,1.54,9.95,-,-,0.28,3.18,-,0.10,-,-,-,4.58,0.28,1.78,2.93,1.01,0.25,Upgrade
