,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+15 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+15 Quarters
0,Operating Revenue,586.65,633.94,595.33,556.56,539,648.01,642.22,560.88,519.9,479.22,271.78,360.13,375.72,394.01,316.82,208.77,273.86,280.06,246.2,275.42,Upgrade
1,Other Revenue,-8.32,8.32,-,17.25,-1.55,1.55,-,9.18,-2.73,2.73,-,-,-1.14,1.14,-,2.78,-0.51,0.51,-,1.05,Upgrade
2,Revenue,578.33,642.26,595.33,573.82,537.45,649.56,642.22,570.06,517.17,481.95,271.78,360.13,374.58,395.15,316.82,211.54,273.35,280.56,246.2,276.46,Upgrade
3,Revenue Growth (YoY),7.61%,-1.12%,-7.30%,0.66%,3.92%,34.78%,136.30%,58.29%,38.07%,21.97%,-14.21%,70.24%,37.03%,40.84%,28.68%,-23.48%,-1.45%,-12.38%,1.96%,16.62%,Upgrade
4,"Selling, General & Admin",41.53,35.31,34.06,76.16,36.72,51.57,16.51,69.87,42.12,38.41,27.52,60.19,29.6,26.91,16.47,18.44,6.53,4.53,4.66,15.89,Upgrade
5,Provision for Bad Debts,-0.01,9.79,-0.2,9.13,-,9.75,-,2.05,-,8.23,-,4.6,-,7.57,-,0.13,-,5.29,-,2.15,Upgrade
6,Other Operating Expenses,220.18,219.21,211.55,213.99,228.22,217.73,217.62,202.99,195.92,174.7,111.95,159.65,140.63,145.87,127.74,117.26,118.38,123.5,117.9,128.29,Upgrade
7,Total Operating Expenses,261.7,264.31,245.41,299.28,264.94,279.06,234.13,274.91,238.04,221.33,139.48,224.45,170.23,180.36,144.21,135.83,124.91,133.32,122.57,146.33,Upgrade
8,Operating Income,316.63,377.96,349.92,274.53,272.51,370.5,408.09,295.15,279.13,260.62,132.31,135.67,204.35,214.79,172.61,75.71,148.44,147.24,123.63,130.14,Upgrade
9,Interest Expense,-126.89,-129.47,-127.65,232.4,-128.1,-128.35,-146.32,208.15,-134.24,-121.49,-62.08,14.52,-126.82,-49.73,-72.07,-27.36,-91.2,-45.73,-69.12,-25.21,Upgrade
10,Interest Income,1.1,0.22,0.3,6.87,-2.89,67.24,7.44,0.96,19.1,8.68,22.19,380.47,47.15,40.32,10.26,5.81,0.18,0.07,0.43,0.08,Upgrade
11,Net Interest Expense,-125.79,-129.26,-127.35,239.27,-130.99,-61.11,-138.89,209.11,-115.15,-112.81,-39.89,394.99,-79.67,-9.41,-61.82,-21.54,-91.02,-45.65,-68.69,-25.13,Upgrade
12,Currency Exchange Gain (Loss),-0,0,-,0.03,-0.05,0.05,-,1.44,-0.67,0.67,-,-0.03,-,-,-,-,-,-,-,-,Upgrade
13,Other Non-Operating Income (Expenses),2.32,-0.06,-0.11,-349.52,1.01,0.68,-8.43,-384.88,52.95,-3.55,-1.82,-99.28,38.91,-41.29,-0.02,-43.44,23.91,-26.96,-0.02,-46.08,Upgrade
14,EBT Excluding Unusual Items,193.16,248.64,222.46,164.3,142.49,310.13,260.77,120.82,216.26,144.92,90.59,431.36,163.58,164.1,110.77,10.73,81.33,74.63,54.93,58.93,Upgrade
