,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,32.51,35.92,51.29,86.65,64.09,91.71,147.08,121.67,114.35,145.11
1,Cash & Short-Term Investments,32.51,35.92,51.29,86.65,64.09,91.71,147.08,121.67,114.35,145.11
2,Cash Growth,-36.61%,-58.55%,-19.97%,-5.51%,-56.43%,-24.63%,28.63%,-16.15%,-37.83%,-47.62%
3,Accounts Receivable,60.25,56.58,76.67,76.86,121.24,123.24,65.7,88.94,56.14,106.32
4,Other Receivables,1.19,2.86,7.5,11.92,13.87,4.91,7.61,6.59,5.35,11.95
5,Receivables,72.79,70.79,95,98.36,135.11,129.16,73.32,95.53,61.49,118.27
6,Inventory,27.3,22.29,25.3,27.81,19.62,15.89,24.47,22.5,33.93,25.7
7,Other Current Assets,21.53,23.52,21.61,20.44,10.41,26.5,67.07,41.89,105.83,37.4
8,Total Current Assets,154.13,152.51,193.19,233.27,229.22,263.25,311.93,281.59,315.6,326.47
9,"Property, Plant & Equipment",22.33,25.38,22.22,25.27,27.84,30.56,34.62,38.55,40.92,46.54
10,Long-Term Investments,-,-,0.55,0.55,0.51,-,0.02,0.04,0.38,0.4
11,Goodwill,-,-,-,-,20.72,20.72,20.72,20.72,43.97,43.97
12,Other Intangible Assets,117.47,11.75,41.61,47.78,106.16,118.49,119.12,130.51,151.17,169.42
13,Long-Term Deferred Tax Assets,0.68,0.85,34.62,34.47,35.92,37.97,37.87,35.92,28.63,20.69
14,Long-Term Deferred Charges,-,-,-,-,0.57,0.57,11.03,11.03,11.03,11.03
15,Other Long-Term Assets,-,60,2.5,-,-,-,-,-,-,-
16,Total Assets,294.6,250.49,294.69,341.34,420.94,471.55,535.3,518.35,591.7,618.53
17,Accounts Payable,56.95,56.77,73.76,93.43,73.56,85.45,42.02,66.62,56.12,66.59
18,Short-Term Debt,-,-,-,-,-,-,123.82,120.52,-,-
19,Current Portion of Long-Term Debt,89.81,76.59,128.37,122.53,128.47,117.59,124.07,119.08,-,-
20,Current Portion of Leases,3.5,4.46,3.8,4.12,3.93,3.77,3.73,4.49,7.91,7.8
21,Current Income Taxes Payable,3.56,2.64,2.72,2.87,3.84,2.96,2.31,2.46,8.92,6.04
22,Current Unearned Revenue,12.62,12.18,8.62,6.21,8.01,10.59,87.69,31.13,53.13,9.66
23,Other Current Liabilities,18,17.77,12.76,20.09,11.85,15.5,8.67,12.82,3.11,11.72
24,Total Current Liabilities,184.43,170.4,230.04,249.24,229.66,235.86,392.31,357.12,129.19,101.81
25,Long-Term Debt,165.43,108.71,-,2.68,7.7,4.9,-,-,119.45,116.2
26,Long-Term Leases,2.49,4.24,1.69,3.47,5.27,7.25,8.62,10.24,6.66,10.36
27,Long-Term Unearned Revenue,0.67,0.75,0.85,0.96,1.06,1.62,2.36,2.99,4.15,4.83
28,Long-Term Deferred Tax Liabilities,0.77,0.93,9.23,10.61,25.18,28.11,30.88,33.66,37.01,41.37
29,Other Long-Term Liabilities,0.5,-,-,-,-,-,-,-,125.99,118.81
30,Total Liabilities,354.3,285.02,241.8,266.96,268.87,277.75,434.16,404.01,422.47,393.38
31,Common Stock,0.22,0.22,0.18,0.16,0.15,0.15,0.09,0.09,0.09,0.09
32,Additional Paid-In Capital,408.55,408.55,386.8,370.96,357.78,357.78,231.36,231.36,231.36,231.36
33,Retained Earnings,-605.59,-581.27,-476.74,-443.81,-359.88,-325.23,-287.92,-271.75,-203.88,-147.46
34,Comprehensive Income & Other,142.76,143.61,143.16,147.59,154.01,161.09,157.61,154.64,141.66,141.16
35,Total Common Equity,-54.06,-28.89,53.41,74.89,152.07,193.8,101.14,114.34,169.23,225.15
36,Minority Interest,-5.65,-5.65,-0.52,-0.51,-,-,-,-,-,-
37,Shareholders' Equity,-59.7,-34.53,52.89,74.38,152.07,193.8,101.14,114.34,169.23,225.15
38,Total Liabilities & Equity,294.6,250.49,294.69,341.34,420.94,471.55,535.3,518.35,591.7,618.53
39,Total Debt,261.23,193.98,133.86,132.8,145.37,133.52,260.24,254.32,134.02,134.35
40,Net Cash (Debt),-228.72,-158.07,-82.57,-46.15,-81.28,-41.81,-113.15,-132.65,-19.68,10.76
41,Net Cash Growth,-,-,-,-,-,-,-,-,-,-93.13%
42,Net Cash Per Share,-0.89,-0.63,-0.44,-0.25,-0.46,-0.35,-1.15,-1.35,-0.20,0.12
43,Filing Date Shares Outstanding,255.73,255.73,213.11,185.71,177.59,177.59,98.66,98.66,98.66,98.66
44,Total Common Shares Outstanding,255.73,255.73,213.11,185.71,177.59,177.59,98.66,98.66,98.66,98.66
45,Working Capital,-30.3,-17.89,-36.85,-15.98,-0.44,27.39,-80.38,-75.54,186.41,224.66
46,Book Value Per Share,-0.21,-0.11,0.25,0.40,0.86,1.09,1.03,1.16,1.72,2.28
47,Tangible Book Value,-171.52,-40.64,11.8,27.12,25.19,54.6,-38.7,-36.89,-25.91,11.75
48,Tangible Book Value Per Share,-0.67,-0.16,0.06,0.15,0.14,0.31,-0.39,-0.37,-0.26,0.12
49,Machinery,-,42.05,-,42.17,-,41.92,-,42.9,-,50.92
50,Leasehold Improvements,-,4.82,-,3.92,-,3.92,-,4.24,-,6.26
