,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,41.44,59.76,35.11,88.24,61.61,210.45,37.71,175.56,37.17,128.95
1,Revenue Growth (YoY),18.05%,-32.27%,-43.02%,-58.07%,63.40%,19.87%,1.43%,36.14%,-58.52%,-57.22%
2,Cost of Revenue,26.11,52.41,26.89,65.25,45.52,184.37,20.78,153.9,25.3,84.98
3,Gross Profit,15.33,7.35,8.22,22.99,16.09,26.08,16.92,21.66,11.87,43.98
4,"Selling, General & Admin",26.68,29.81,28.79,41.54,30.94,52.19,33.3,53.45,42.86,41.35
5,Research & Development,9.24,10.93,9.48,13.14,9.12,10.52,9.08,10.67,11.04,15.73
6,Other Operating Expenses,-1.71,0.35,-3.31,-5.8,2.4,11.11,-16.43,25.37,-2.32,-0.1
7,Operating Expenses,34.22,50.72,34.96,56.24,42.46,63.02,25.95,89.5,51.59,56.98
8,Operating Income,-18.89,-43.37,-26.74,-33.25,-26.37,-36.94,-9.03,-67.84,-39.71,-13
9,Interest Expense,-4.45,-2.21,-9.62,-6.97,-0.39,-4.48,-5.01,-4.74,-5.19,-2.78
10,Interest & Investment Income,0.21,0.32,0.27,0.46,0.53,0.66,0.71,0.84,1.68,0.81
11,Earnings From Equity Investments,-,-,-,-,-,-0.02,-0.03,0.04,-0.02,-0.06
12,Currency Exchange Gain (Loss),-1.07,0.01,0.97,-0.51,-0,-0.36,0.02,0.83,-0.68,-1.37
13,Other Non Operating Income (Expenses),-,-,-,1.38,-,-7.43,-,-9.49,-5.95,-1.57
14,EBT Excluding Unusual Items,-24.2,-45.24,-35.12,-38.9,-26.23,-48.57,-13.34,-80.35,-49.87,-17.97
15,Impairment of Goodwill,-,-,-,-20.72,-,-,-,-23.26,-,-171.17
16,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,17.52,-17.52,-21.44
17,Gain (Loss) on Sale of Assets,-,-0.02,-,-5.1,-,-0.17,-,-0.05,-,-0.28
18,Asset Writedown,-,-27.65,-,-46.71,-,-,-,-,-,-
19,Other Unusual Items,-,-12.4,-,8.49,-7.86,8.89,-8.89,0.54,-,-
20,Pretax Income,-24.2,-85.32,-35.12,-102.93,-34.1,-39.86,-22.23,-85.59,-67.39,-210.86
21,Income Tax Expense,0.51,25.4,-2.18,-18.49,0.56,-2.12,-4.71,-15.97,-10.97,-14.85
22,Earnings From Continuing Operations,-24.7,-110.72,-32.93,-84.44,-34.65,-37.73,-17.52,-69.62,-56.42,-196.01
23,Minority Interest in Earnings,-,5.13,0,0.51,-,-,-,-,-,-
24,Net Income,-24.7,-105.59,-32.93,-83.93,-34.65,-37.73,-17.52,-69.62,-56.42,-196.01
25,Net Income to Common,-24.7,-105.59,-32.93,-83.93,-34.65,-37.73,-17.52,-69.62,-56.42,-196.01
26,Shares Outstanding (Basic),256,253,190,181,178,120,99,99,99,89
27,Shares Outstanding (Diluted),256,253,190,181,178,120,99,99,99,89
28,Shares Change (YoY),34.91%,39.45%,6.74%,50.81%,80.00%,21.85%,-0.09%,10.32%,11.57%,0.17%
29,EPS (Basic),-0.10,-0.42,-0.17,-0.46,-0.20,-0.31,-0.18,-0.71,-0.57,-2.19
30,EPS (Diluted),-0.10,-0.42,-0.17,-0.46,-0.20,-0.31,-0.18,-0.71,-0.57,-2.19
31,Free Cash Flow,-16.65,-24.4,-39.62,28.92,-24.18,-56.39,28.45,14.8,-27.24,27.72
32,Free Cash Flow Per Share,-0.07,-0.10,-0.21,0.16,-0.14,-0.47,0.29,0.15,-0.28,0.31
33,Operating Margin,-45.58%,-72.57%,-76.16%,-37.68%,-42.81%,-17.55%,-23.95%,-38.64%,-106.84%,-10.08%
34,Profit Margin,-59.60%,-176.68%,-93.80%,-95.12%,-56.24%,-17.93%,-46.47%,-39.65%,-151.78%,-152.00%
35,Free Cash Flow Margin,-40.18%,-40.83%,-112.86%,32.78%,-39.24%,-26.79%,75.46%,8.43%,-73.29%,21.49%
36,EBITDA,-16.27,-37.25,-19.35,-22.25,-12.58,-24.17,4.74,-50.54,-19.46,9.07
37,D&A For EBITDA,2.62,6.12,7.39,11,13.79,12.77,13.77,17.3,20.25,22.07
38,EBIT,-18.89,-43.37,-26.74,-33.25,-26.37,-36.94,-9.03,-67.84,-39.71,-13
