,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,32,107,153,139,316,387,327,184,224,720,1174
1,Market Cap Growth,-22.46%,-22.46%,-51.40%,-64.22%,-3.39%,109.84%,45.90%,-74.38%,-80.92%,43.05%,-17.77%
2,Enterprise Value,272,275,242,190,411,438,463,342,246,708,1101
3,Last Close Price,0.13,0.42,0.60,0.65,1.70,2.18,1.84,1.87,2.27,7.30,11.90
4,PS Ratio,0.30,0.99,1.47,1.04,1.86,1.21,1.07,0.72,0.89,3.95,4.80
5,PB Ratio,-1.67,-1.67,-4.03,2.42,3.75,2.17,1.37,1.52,1.65,3.88,4.66
6,P/TBV Ratio,-,-,-,10.87,10.30,13.12,4.88,-,-,-,89.34
7,P/FCF Ratio,-,-,-,-,58.87,-,-,3.55,-15.16,-,64.53
8,P/OCF Ratio,-,-,-,-,49.48,-,-,3.41,-16.46,-,51.57
9,EV/Sales Ratio,2.50,2.53,2.32,1.43,2.43,1.38,1.52,1.33,0.97,3.89,4.50
10,EV/EBITDA Ratio,-,-,-,-,-,-,-,-6.21,-,-,-51.01
11,EV/FCF Ratio,-6.17,-,-,-,76.62,-,-,6.57,-16.62,-,60.52
12,Debt / Equity Ratio,-4.38,-4.38,-5.62,2.53,1.79,0.96,0.69,2.57,2.22,0.79,0.60
13,Debt / FCF Ratio,-,-,-,-,27.99,-,-,6.02,-20.45,-,8.26
14,Earnings Yield,-431.04%,-130.34%,-99.45%,-91.16%,-42.46%,-21.90%,-20.76%,-56.80%,-66.83%,-38.45%,-22.56%
15,FCF Yield,-135.82%,-41.07%,-45.97%,-8.35%,1.70%,-24.38%,-10.49%,28.20%,-6.60%,0.07%,1.55%
16,Buyback Yield / Dilution,-37.13%,-34.91%,-39.45%,-6.74%,-50.81%,-80.00%,-21.85%,0.09%,-10.32%,-11.57%,-0.17%
17,Total Shareholder Return,-37.13%,-34.91%,-39.45%,-6.74%,-50.81%,-80.00%,-21.85%,0.09%,-10.32%,-11.57%,-0.17%
