,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H1 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","May '19 May 31, 2019"
0,Cash & Equivalents,1079,2157,2469,2564,3407,3007,3513,3314,-,-
1,Short-Term Investments,237.7,220.92,191.43,145.24,117.95,93.2,76.82,72.49,-,-
2,Trading Asset Securities,-,-,-,-,-,-,-,48.18,-,-
3,Cash & Short-Term Investments,1317,2378,2660,2710,3525,3101,3590,3435,-,-
4,Cash Growth,-50.50%,-12.25%,-24.54%,-12.61%,-1.80%,-9.73%,-,-,-,-
5,Accounts Receivable,1488,1245,1122,944.04,852.04,533.91,493.01,460.92,-,-
6,Other Receivables,155.96,153.67,195.15,233.2,314.72,523.54,64.13,27.59,-,-
7,Receivables,2247,1716,1469,1245,1376,1373,901.88,857.04,-,-
8,Inventory,345.1,96.76,82.14,52.91,25.48,4.89,10.73,2.31,-,-
9,Other Current Assets,116.22,81.05,49.01,62.43,44.21,34.17,31.77,40.06,-,-
10,Total Current Assets,4025,4272,4260,4070,4971,4513,4534,4334,-,-
11,"Property, Plant & Equipment",647.44,52.13,140.65,155.25,156.23,160.03,182,187.73,-,-
12,Long-Term Investments,104.29,224.86,215.12,141.43,19.98,57.99,52.11,51.3,-,-
13,Goodwill,243.52,243.52,243.52,225.29,180.81,41.44,271.72,271.72,-,-
14,Other Intangible Assets,314.69,334.91,354.88,367.46,226.11,34.06,51.43,54.2,-,-
15,Long-Term Deferred Tax Assets,102.49,71.08,59.65,52.63,31.82,29.02,30.37,28.67,-,-
16,Other Long-Term Assets,-,-,-,-,-,236.58,114.62,2.12,-,-
17,Total Assets,5438,5198,5274,5012,5586,5072,5237,4930,-,-
18,Accounts Payable,522.84,534.1,430.04,400.78,495.67,328.68,259.11,192.58,-,-
19,Accrued Expenses,270.18,257.54,225.82,217.56,178.42,199.64,170.79,159.8,-,-
20,Short-Term Debt,17,22,24,-,-,75,-,31.79,-,-
21,Current Portion of Long-Term Debt,-,-,-,-,-,-,178.76,162,-,-
22,Current Portion of Leases,9.42,9.01,12.73,13.41,14.2,14.01,15.09,17.51,-,-
23,Current Income Taxes Payable,91.05,72.02,64.6,78.39,122.86,90.9,102.57,57.21,-,-
24,Current Unearned Revenue,184.67,175.24,164.62,163.82,169.3,216.24,167.3,81.63,-,-
25,Other Current Liabilities,501.03,382.06,451.88,350.54,772.12,549.02,683,540.46,-,-
26,Total Current Liabilities,1596,1452,1374,1225,1753,1473,1577,1243,-,-
27,Long-Term Debt,-,-,-,-,-,-,-,180.15,-,-
28,Long-Term Leases,6.77,9.67,108.03,111.52,113.86,117.74,131.26,132.17,-,-
29,Long-Term Deferred Tax Liabilities,79.17,78.97,88.96,86.81,60.25,13.68,20.31,16.08,-,-
30,Other Long-Term Liabilities,5.09,5.09,5.43,-,0.8,0.8,114.02,102.28,-,-
31,Total Liabilities,1687,1546,1576,1423,1927,1606,1842,1674,-,-
32,Common Stock,10.48,10.48,10.48,10.48,10.48,10.5,10.5,10.5,-,-
33,Additional Paid-In Capital,2942,2942,2942,2942,2942,2950,2950,2950,-,-
34,Retained Earnings,921.54,826.61,830.57,724.97,787.96,649.75,599.01,426.29,-,-
35,Treasury Stock,-,-,-,-,-,-8.1,-,-,-,-
36,Comprehensive Income & Other,-200.17,-200.6,-183.23,-185.51,-157.37,-156.23,-226.93,-202.54,-,-
37,Total Common Equity,3673,3578,3599,3491,3583,3446,3332,3184,-,-
38,Minority Interest,77.13,74.66,98.11,97.8,76.27,20.88,62.14,72.4,-,-
39,Shareholders' Equity,3751,3653,3697,3589,3659,3466,3394,3256,-,-
40,Total Liabilities & Equity,5438,5198,5274,5012,5586,5072,5237,4930,-,-
41,Total Debt,33.2,40.69,144.76,124.93,128.06,206.75,325.11,523.62,-,-
42,Net Cash (Debt),1284,2337,2515,2585,3397,2894,3265,2911,-,-
43,Net Cash Growth,-48.97%,-9.59%,-25.96%,-10.68%,4.05%,-0.60%,-,-,-,-
44,Net Cash Per Share,1.05,1.91,2.06,2.12,2.78,2.37,2.66,2.82,-,-
45,Filing Date Shares Outstanding,1220,1220,1220,1220,1220,1220,1222,1222,900,-
46,Total Common Shares Outstanding,1220,1220,1220,1220,1220,1220,1222,1222,900,-
47,Working Capital,2429,2820,2886,2846,3219,3040,2958,3091,-,-
48,Book Value Per Share,3.01,2.93,2.95,2.86,2.94,2.82,2.73,2.60,-,-
49,Tangible Book Value,3115,3000,3001,2899,3176,3370,3009,2858,-,-
50,Tangible Book Value Per Share,2.55,2.46,2.46,2.38,2.60,2.76,2.46,2.34,-,-
51,Machinery,-,48.07,-,47.61,-,27.54,-,27.66,-,-
52,Construction In Progress,-,-,-,-,-,0.25,-,1.6,-,-
53,Leasehold Improvements,-,57.01,-,74.62,-,69.25,-,63.4,-,-
