,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H1 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","May '19 May 31, 2019"
0,Revenue,2082,2087,1839,1664,1863,1814,1653,1363,1162,593.2
1,Revenue Growth (YoY),13.22%,25.41%,-1.27%,-8.25%,12.71%,33.10%,42.24%,129.78%,-,-
2,Cost of Revenue,1681,1746,1447,1352,1330,1346,1164,1012,849.61,450.55
3,Gross Profit,401.07,341.34,392.27,312.32,533.29,468.28,488.88,351.38,312.43,142.65
4,"Selling, General & Admin",149.19,143.55,134.68,107.71,95.37,123.89,98.1,121.54,88.55,32.73
5,Other Operating Expenses,-0.87,-13.59,-8.1,-14.06,-7.47,-15.56,-0.07,-16.2,15.4,6
6,Operating Expenses,173.08,180.15,149.94,114.75,104.47,118.76,98.03,105.34,103.95,38.73
7,Operating Income,227.98,161.19,242.33,197.58,428.82,349.53,390.85,246.04,208.48,103.92
8,Interest Expense,-0.98,-2.07,-3.87,-3.55,-5.59,-10.04,-10.66,-16.24,-13.29,-4.87
9,Interest & Investment Income,5.21,17.38,17.21,22.18,22.81,18.15,10.99,1.58,5.87,2.11
10,Earnings From Equity Investments,6.06,8.2,2.28,1.03,1.31,3.75,5.09,4.36,4.2,2.35
11,Currency Exchange Gain (Loss),0.54,-4.58,-0.01,5.84,0.65,1.34,-,-,-,-
12,Other Non Operating Income (Expenses),-16.12,-10.06,-,-47.77,-,-,-,-,-,-
13,EBT Excluding Unusual Items,222.69,170.06,257.94,175.31,448.01,362.72,396.26,235.74,205.26,103.5
14,Impairment of Goodwill,-,-,-,-28.16,-,-,-,-,-,-
15,Gain (Loss) on Sale of Investments,2.53,-0.64,0.27,0.22,4.65,0.69,0.98,0.43,3.77,1.39
16,Gain (Loss) on Sale of Assets,-0.03,15.29,-0.11,-0,0,5.08,0.01,0.01,31.54,0
17,Pretax Income,225.2,184.71,258.1,147.37,452.66,368.49,397.24,236.18,240.57,104.9
18,Income Tax Expense,41.4,48.66,70.81,49.3,124.27,111.62,106.63,64.66,56.17,27.85
19,Earnings From Continuing Operations,183.8,136.06,187.29,98.07,328.39,256.87,290.61,171.52,184.4,77.05
20,Minority Interest in Earnings,-13.3,-3.71,-16.95,-5.58,-17.38,-17.29,-20.1,-15.33,-15.61,-15.32
21,Net Income,170.5,132.34,170.34,92.49,311.01,239.58,270.51,156.19,168.8,61.73
22,Net Income to Common,170.5,132.34,170.34,92.49,311.01,239.58,270.51,156.19,168.8,61.73
23,Net Income Growth,0.09%,43.10%,-45.23%,-61.40%,14.97%,53.39%,60.26%,153.03%,-,-
24,Shares Outstanding (Basic),1220,1220,1220,1220,1220,1222,1222,1028,900,-
25,Shares Outstanding (Diluted),1220,1220,1220,1220,1220,1222,1226,1031,900,-
26,Shares Change (YoY),-,-,-,-0.16%,-0.43%,18.55%,36.17%,-,-,-
27,EPS (Basic),0.14,0.11,0.14,0.08,0.25,0.20,0.22,0.15,0.19,-
28,EPS (Diluted),0.14,0.11,0.14,0.08,0.25,0.20,0.22,0.15,0.19,-
29,EPS Growth,0.08%,43.03%,-45.23%,-61.28%,15.47%,29.73%,17.67%,-,-,-
30,Free Cash Flow,-606.81,-86.49,-113.29,25.25,148.46,289.15,502.72,267.96,150.34,-51.26
31,Free Cash Flow Per Share,-0.50,-0.07,-0.09,0.02,0.12,0.24,0.41,0.26,0.17,-
32,Dividend Per Share,0.070,0.061,0.112,0.056,0.127,0.138,0.155,-,-,-
33,Dividend Growth,-37.42%,9.26%,-12.32%,-59.72%,-17.91%,-,-,-,-,-
34,Operating Margin,10.95%,7.72%,13.17%,11.87%,23.02%,19.27%,23.65%,18.05%,17.94%,17.52%
35,Profit Margin,8.19%,6.34%,9.26%,5.56%,16.69%,13.21%,16.37%,11.46%,14.53%,10.41%
36,Free Cash Flow Margin,-29.14%,-4.14%,-6.16%,1.52%,7.97%,15.94%,30.42%,19.66%,12.94%,-8.64%
37,EBITDA,261.17,185.68,276.15,224.22,451.49,359.42,404.79,255.74,220.43,109.49
38,D&A For EBITDA,33.18,24.49,33.82,26.64,22.68,9.89,13.95,9.7,11.95,5.58
39,EBIT,227.98,161.19,242.33,197.58,428.82,349.53,390.85,246.04,208.48,103.92
40,Advertising Expenses,-,-,-,-,-,-,-,-,-,0.18
