,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,296630,115330,144952,108154,186197,114038,78522,34857,72858,78873,126566,75392,154655,250113,195399,176742,305195,50964,56998,54910,Upgrade
1,Short-Term Investments,144890,70460,64260,89146,104040,64459,74100,88100,83000,53668,27183,26946,27245,28937,28937,24207,23855,23855,18855,16655,Upgrade
2,Trading Asset Securities,528.78,591.81,576.47,580.15,580.15,578.49,454.65,288,288,424.43,424.43,498.54,-,-,-,67.3,67.3,4257,4257,4257,Upgrade
3,Cash & Short-Term Investments,442048,186382,209788,197880,290817,179076,153076,123245,156146,132965,154173,102837,181900,279050,224335,201016,329117,79076,80110,75823,Upgrade
4,Cash Growth,52.00%,4.08%,37.05%,60.56%,86.25%,34.68%,-0.71%,19.85%,-14.16%,-52.35%,-31.28%,-48.84%,-44.73%,252.89%,180.03%,165.11%,486.18%,69.39%,0.66%,-27.27%,Upgrade
5,Accounts Receivable,547210,505942,463584,516639,708798,470006,366358,395238,394649,441880,310200,433936,401256,445380,535730,545241,520679,373586,457280,489771,Upgrade
6,Other Receivables,14533,24473,23921,21634,30236,19612,21388,17314,8329,6552,16477,23515,15988,18116,9784,10308,12227,20381,8948,10393,Upgrade
7,Receivables,590606,556416,503505,546569,745034,508150,394478,417513,408711,451824,334569,457846,423536,471688,553706,564990,542349,406309,479820,513756,Upgrade
8,Inventory,77541,110595,108527,98870,108832,199091,228525,126579,123930,144302,143987,155649,138755,157662,167276,213930,232087,210612,252760,252477,Upgrade
9,Prepaid Expenses,308.59,482.93,699.19,460.15,328.86,669.3,1109,1315,566.66,1974,3053,3606,466.15,367.66,337.6,1374,570.53,684.7,980.78,1078,Upgrade
10,Other Current Assets,74020,107821,121721,116366,69106,134525,179151,136069,131650,144106,141883,114612,133688,104519,114451,127067,101692,118579,104610,115237,Upgrade
11,Total Current Assets,1184525,961696,944239,960145,1214118,1021510,956339,804721,821004,875171,777664,834550,878345,1013287,1060106,1108378,1205815,815262,918281,958371,Upgrade
12,"Property, Plant & Equipment",300606,85594,79694,80909,81050,64398,63693,65062,66812,65274,62914,63693,8975,7458,61642,62242,64464,65641,68165,75854,Upgrade
13,Long-Term Investments,108744,134521,134521,109817,120839,266399,246340,245300,234876,232833,231650,240101,244356,227016,227041,225630,213155,213616,213616,214301,Upgrade
14,Other Intangible Assets,16218,11756,12274,10131,10480,3298,3488,3678,3881,4092,1843,1961,2080,2198,2375,2552,2729,2906,3083,3106,Upgrade
15,Long-Term Deferred Tax Assets,118.05,131.88,145.71,159.54,173.37,187.2,201.03,214.86,228.69,242.52,256.34,270.17,284,297.83,311.66,325.49,339.32,358.62,377.92,486.18,Upgrade
16,Other Long-Term Assets,381629,385468,385920,388008,391554,11336,10661,11751,12074,14522,13036,12363,11286,11028,11572,11458,11655,10894,11240,5877,Upgrade
17,Total Assets,1991840,1584667,1562294,1554670,1821114,1373129,1286722,1136727,1144876,1201033,1096264,1152939,1145326,1261285,1363047,1410585,1498158,1108677,1214763,1257994,Upgrade
18,Accounts Payable,443448,176390,127807,237439,474895,267940,176687,165321,152545,198011,98865,132179,130081,169641,77505,85040,282417,132958,229740,291030,Upgrade
19,Accrued Expenses,23754,16071,11040,10857,26641,13735,12853,11047,16881,16346,14639,11927,18223,22350,24698,17053,18509,11943,16773,9276,Upgrade
20,Short-Term Debt,36073,85054,130641,22079,42456,96403,75556,2210,20251,5562,3094,17095,486,76018,107471,150944,40317,23620,17595,16725,Upgrade
21,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,30900,22921,22921,22921,22921,2280,2280,21280,Upgrade
22,Current Income Taxes Payable,17541,2050,1531,1422,7192,7285,1470,1543,1915,5563,3710,1589,1113,5161,5106,1748,5313,2777,3587,1422,Upgrade
23,Current Unearned Revenue,1670,952.4,2342,6014,6033,2261,1904,2030,1314,3320,2285,1482,1391,48.26,31.76,284.89,662.76,9853,17280,22380,Upgrade
24,Other Current Liabilities,128821,31434,36754,34601,27361,19633,93850,30673,31487,56030,71822,94391,85774,100139,243622,263179,265553,55224,62560,40095,Upgrade
25,Total Current Liabilities,651306,311952,310115,312411,584577,407257,362320,212825,224394,284831,194415,258664,267967,396279,481356,541169,635693,238655,349816,402208,Upgrade
26,Long-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,7355,7007,6400,5791,25892,25262,24419,Upgrade
27,Long-Term Deferred Tax Liabilities,64483,64946,65475,66037,66566,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
28,Other Long-Term Liabilities,25511,27316,17067,16722,17814,13313,6352,9155,9043,8066,6513,7251,8974,3787,3748,2880,3382,3299,3299,3384,Upgrade
29,Total Liabilities,741301,404214,392658,395170,668957,420570,368673,221980,233437,292897,200928,265915,276941,407421,492110,550449,644865,267846,378377,430011,Upgrade
30,Common Stock,832901,832901,832901,822901,822901,587788,587788,587788,587788,509282,509282,509282,509282,509282,509282,509282,509282,509282,509282,509282,Upgrade
31,Additional Paid-In Capital,-,-,-,-,-,85410,85410,85410,85410,86424,86424,86424,86677,86677,88677,88677,88677,88677,88677,88677,Upgrade
32,Retained Earnings,219984,150839,141723,141037,133804,235387,213828,211303,207787,281467,269850,264419,255269,240740,260162,249385,242873,230156,225445,216835,Upgrade
33,Treasury Stock,-,-,-,-,-,-,-,-,-,-,-,-,-1349,-1349,-3349,-3349,-3349,-3349,-3349,-3349,Upgrade
34,Comprehensive Income & Other,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,Upgrade
35,Total Common Equity,1058085,988940,979824,969138,961904,913785,892226,889701,886185,882373,870756,865325,855079,840550,859972,849195,842683,829966,825255,816645,Upgrade
36,Minority Interest,192454,191513,189812,190362,190252,38774,25824,25045,25254,25763,24580,21698,13307,13313,10965,10941,10610,10865,11132,11339,Upgrade
37,Shareholders' Equity,1250539,1180453,1169636,1159500,1152157,952559,918050,914746,911439,908136,895336,887023,868386,853864,870938,860136,853293,840831,836386,827984,Upgrade
38,Total Liabilities & Equity,1991840,1584667,1562294,1554670,1821114,1373129,1286722,1136727,1144876,1201033,1096264,1152939,1145326,1261285,1363047,1410585,1498158,1108677,1214763,1257994,Upgrade
39,Total Debt,36073,85054,130641,22079,42456,96403,75556,2210,20251,5562,3094,17095,31386,106294,137398,180265,69029,51792,45137,62424,Upgrade
40,Net Cash (Debt),405976,101328,79147,175801,248361,82672,77520,121035,135895,127403,151079,85741,150514,172756,86937,20752,260088,27285,34974,13399,Upgrade
41,Net Cash Growth,63.46%,22.57%,2.10%,45.25%,82.76%,-35.11%,-48.69%,41.16%,-9.71%,-26.25%,73.78%,313.18%,-42.13%,533.16%,148.58%,54.87%,-,-,-,-,Upgrade
42,Net Cash Per Share,4642.13,1158.63,905.01,2034.63,2834.01,956.80,897.17,1400.78,1572.77,1480.99,1754.81,995.90,1752.02,2010.92,1020.00,241.55,3039.44,318.86,408.71,156.58,Upgrade
43,Filing Date Shares Outstanding,87.45,87.45,87.45,86.4,86.4,86.4,86.4,86.4,86.4,86.09,86.09,86.09,85.91,85.91,85.57,85.57,85.57,85.57,85.57,85.57,Upgrade
44,Total Common Shares Outstanding,87.45,87.45,87.45,86.4,86.4,86.4,86.4,86.4,86.4,86.09,86.09,86.09,85.91,85.91,85.57,85.57,85.57,85.57,85.57,85.57,Upgrade
45,Working Capital,533219,649744,634124,647734,629541,614253,594019,591896,596610,590340,583249,575886,610378,617008,578750,567209,570123,576607,568465,556164,Upgrade
46,Book Value Per Share,12098.68,11308.04,11203.80,11216.28,11132.56,10575.61,10326.10,10296.88,10256.19,10248.93,10113.99,10050.91,9953.32,9784.20,10049.83,9923.89,9847.78,9699.17,9644.12,9543.50,Upgrade
47,Tangible Book Value,1041867,977183,967550,959007,951425,910486,888738,886023,882303,878281,868913,863364,852999,838352,857598,846644,839954,827060,822172,813539,Upgrade
