,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,2168874,2240503,2065594,2011455,1946160,1715748,1366608,790575,802331,570155,685240,794481,1417840,1311121,1374953,809898,683352,470247,354331,289539,210574,Upgrade
1,Market Cap Growth,30.58%,30.58%,51.15%,154.43%,142.56%,200.93%,99.44%,-0.49%,-43.41%,-56.51%,-50.16%,-1.90%,107.48%,178.82%,288.04%,179.72%,224.52%,55.35%,12.00%,-15.51%,-37.16%,Upgrade
2,Enterprise Value,1955352,2330689,2176259,2026016,1888052,1671850,1314912,694586,691691,468515,558741,730437,1280633,1151679,1298981,800087,433874,453827,330489,287478,235934,Upgrade
3,Last Close Price,24800.00,23425.75,21596.98,21030.93,20595.51,18157.14,14462.26,8366.34,8490.75,6033.72,7277.78,8082.97,14456.08,13367.99,13963.85,7960.81,6716.93,4622.25,3482.85,2845.99,2069.81,Upgrade
4,PE Ratio,22.49,23.23,34.15,24.76,23.94,22.10,34.97,38.88,33.54,18.21,14.21,16.53,29.10,27.25,32.34,22.33,18.00,14.79,8.16,6.93,6.59,Upgrade
5,Forward PE,14.97,5.29,5.29,5.29,5.29,5.29,5.29,5.29,5.29,5.29,5.29,5.29,5.29,5.29,5.29,5.29,5.29,5.29,5.29,5.29,5.29,Upgrade
6,PS Ratio,2.71,2.80,2.17,1.81,1.94,1.75,1.97,1.30,1.08,0.66,0.88,1.08,2.08,1.99,1.58,1.08,0.86,0.59,0.34,0.28,0.22,Upgrade
7,PB Ratio,2.05,1.79,1.75,1.72,1.68,1.49,1.43,0.86,0.88,0.63,0.75,0.89,1.60,1.51,1.61,0.93,0.79,0.55,0.42,0.35,0.25,Upgrade
8,P/TBV Ratio,2.15,2.15,2.11,2.08,2.03,1.80,1.50,0.89,0.91,0.65,0.78,0.91,1.64,1.54,1.64,0.94,0.81,0.56,0.43,0.35,0.26,Upgrade
9,P/FCF Ratio,17.41,17.98,-55.45,-,-,20.54,-44.29,-,-,-,-,19.57,-,-,9.03,15.27,-,1.78,-,11.36,2.95,Upgrade
10,P/OCF Ratio,14.66,14.66,-95.60,-,-,17.90,-52.99,-,-,-,-,18.30,-,-,8.94,14.84,-,1.78,-,8.16,2.44,Upgrade
