,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,169,150,210,109,175,335,585,410,313,450,501,Upgrade
1,Market Cap Growth,-27.27%,37.14%,19.64%,-67.29%,-70.05%,-18.32%,87.00%,-9.03%,-37.50%,-52.00%,-46.76%,Upgrade
2,Enterprise Value,525,483,570,464,988,1407,1605,1389,2029,2068,1504,Upgrade
3,Last Close Price,0.05,0.05,0.07,0.04,0.06,0.11,0.19,0.13,0.10,0.14,0.16,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-3.67,-,-,Upgrade
5,PS Ratio,3.55,3.16,4.05,3.63,-,8.79,-,4.85,4.24,5.35,4.95,Upgrade
6,PB Ratio,0.28,0.25,0.32,0.15,0.22,0.37,0.58,0.38,0.27,0.44,0.43,Upgrade
7,P/TBV Ratio,0.25,0.25,0.32,0.15,0.22,0.45,0.68,0.44,0.32,0.56,0.54,Upgrade
8,P/FCF Ratio,11.58,-,180.84,-,-,-,-,3.44,15.58,-,-,Upgrade
9,P/OCF Ratio,10.21,-,174.95,-,-,-,-,3.35,12.81,-,-,Upgrade
10,EV/Sales Ratio,11.04,10.16,11.01,15.39,-,36.97,-,16.43,27.51,24.57,14.88,Upgrade
11,EV/EBITDA Ratio,-,-26.12,-,-,-,-,-,-,-,-179.54,-,Upgrade
12,EV/EBIT Ratio,-,-25.91,-,-,-,-,-,-,-,-171.06,-,Upgrade
13,EV/FCF Ratio,36.01,-,491.83,-,-,-,-,11.67,101.06,-,-,Upgrade
14,Debt / Equity Ratio,0.60,0.60,0.53,0.52,0.47,0.92,1.07,0.96,0.88,1.78,1.42,Upgrade
15,Debt / FCF Ratio,25.12,-,298.26,-,-,-,-,8.77,50.14,-,-,Upgrade
16,Return on Capital Employed (ROCE),-,-1.80%,-,-,-,-,-,-,-,-0.39%,-,Upgrade
17,Earnings Yield,-69.50%,-78.19%,-53.12%,-27.73%,-,-17.46%,-,-15.79%,-27.28%,-48.49%,-35.15%,Upgrade
18,FCF Yield,8.64%,9.71%,0.55%,-13.12%,-,-1.69%,-,29.06%,6.42%,-20.56%,-0.87%,Upgrade
19,Buyback Yield / Dilution,-,-,-,-,-,-,-,0.01%,-1.47%,-1.50%,Upgrade,
20,Total Shareholder Return,-,-,-,-,-,-,-,0.01%,-1.47%,-1.50%,Upgrade,
