,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Feb '25 Feb 24, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,134,170,179,123,139,186,216,300,383,189,210
1,Market Cap Growth,38.19%,38.19%,29.46%,-33.67%,-36.00%,-38.14%,-43.55%,59.02%,82.35%,-61.88%,-64.21%
2,Enterprise Value,-117,464,14,507,206,608,302,760,528,610,270
3,Last Close Price,0.22,0.28,0.29,0.20,0.22,0.30,0.35,0.48,0.62,0.30,0.34
4,PE Ratio,3.77,4.78,5.30,2.73,3.69,6.60,5.61,8.53,14.02,4.69,4.56
5,PS Ratio,0.06,0.08,0.09,0.05,0.06,0.09,0.10,0.14,0.20,0.11,0.14
6,PB Ratio,0.13,0.16,0.17,0.12,0.13,0.17,0.19,0.28,0.37,0.20,0.22
7,P/TBV Ratio,0.16,0.16,0.18,0.13,0.14,0.19,0.23,0.33,0.43,0.23,0.25
8,P/FCF Ratio,0.93,-,1.69,-,-,-,4.35,-,-54.10,-,-0.74
9,P/OCF Ratio,1.17,1.17,1.68,-,-,-,3.96,-,49.46,-,-0.80
10,EV/Sales Ratio,0.22,0.22,0.01,0.21,0.09,0.30,0.14,0.35,0.28,0.36,0.18
11,EV/EBITDA Ratio,7.09,7.09,0.22,6.95,3.24,9.49,3.49,9.41,7.72,6.47,2.60
12,EV/EBIT Ratio,7.39,7.39,0.23,7.30,3.49,10.72,3.95,10.68,8.92,7.13,2.81
13,EV/FCF Ratio,-0.81,-,0.14,-,-,-,6.06,-,-74.52,-,-0.95
14,Debt / Equity Ratio,0.59,0.59,0.69,0.72,0.70,0.75,0.76,0.81,0.77,0.70,0.67
15,Debt / FCF Ratio,4.32,-,7.03,-,-,-,17.05,-,-114.52,-,-2.27
16,Return on Capital Employed (ROCE),5.88%,5.88%,5.23%,6.03%,4.96%,4.70%,6.10%,5.84%,4.99%,7.80%,8.88%
17,Earnings Yield,26.54%,20.94%,18.88%,36.61%,27.07%,15.15%,17.81%,11.73%,7.13%,21.30%,21.95%
18,FCF Yield,107.83%,85.09%,59.13%,-54.46%,-67.25%,53.85%,22.98%,-32.52%,-1.85%,-2.29%,-135.38%
