,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,275.9,416.1,275.22,332.91,243.88,353.75,231.44,302.98,170.94,206.96
1,Short-Term Investments,545.18,-,570.67,-,396.09,-,431.61,-,310.91,-
2,Cash & Short-Term Investments,821.08,416.1,845.89,332.91,639.97,353.75,663.06,302.98,481.85,206.96
3,Cash Growth,-2.93%,24.99%,32.18%,-5.89%,-3.48%,16.76%,37.61%,46.39%,-5.51%,-26.11%
4,Accounts Receivable,1289,1443,1363,1405,1426,1476,1378,1472,1420,1446
5,Other Receivables,-,62.81,-,57.99,74.04,14.86,-,10.83,-,8.54
6,Receivables,1289,1506,1363,1463,1500,1491,1378,1483,1420,1455
7,Inventory,-,-,0.12,1.35,-,-,-,-,-,-
8,Other Current Assets,-,286.13,-,384.15,-,291.06,-,282.17,-,231.64
9,Total Current Assets,2110,2208,2209,2181,2140,2135,2041,2068,1902,1893
10,"Property, Plant & Equipment",14.12,14.48,14.08,14.63,27.96,28.73,30.95,29.72,23,22.12
11,Long-Term Investments,28.41,29.92,24.78,25.18,28.82,0.02,0.08,-,-,-
12,Other Intangible Assets,26.42,73.72,74.84,67.81,62.53,125.95,122.58,123.76,124.95,115.2
13,Total Assets,2179,2326,2323,2289,2260,2290,2194,2221,2050,2031
14,Accounts Payable,376.81,406.62,383.94,359.9,359.22,329.23,266.81,324.27,246.46,331.62
15,Accrued Expenses,62.87,41.05,79.5,50.76,106.71,95.2,144.85,97.79,135.43,93.89
16,Current Portion of Long-Term Debt,580.7,573.7,581.7,560,578,584,606.37,566.48,473,470.62
17,Current Portion of Leases,0.36,0.3,-,-,1.3,1.44,1.54,1.59,-,0.33
18,Current Income Taxes Payable,134.91,135.01,129.56,129.98,120.52,122.55,118.81,118.05,121.16,116.9
19,Current Unearned Revenue,29.98,66.73,82.95,100.73,63.29,84.83,42.12,69.96,74.6,42.5
20,Other Current Liabilities,-,22.96,-,34.35,-,53.75,-,45.01,-,9.41
21,Total Current Liabilities,1186,1246,1258,1236,1229,1271,1180,1223,1051,1065
22,Long-Term Debt,-,102,105,106,112,104.8,117.8,113.44,133.87,105.48
23,Long-Term Leases,0.36,0.54,-,-,-,0.64,1.3,2.08,-,-
24,Total Liabilities,1186,1349,1363,1342,1341,1376,1300,1339,1185,1171
25,Common Stock,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49
26,Additional Paid-In Capital,457.37,457.37,457.37,457.37,457.37,457.37,457.37,457.37,457.37,457.37
27,Retained Earnings,531.18,515.49,498.04,484.74,456.34,451.57,432.34,420.16,403.08,397.13
28,Comprehensive Income & Other,-7.37,-7.37,-7.37,-7.37,-7.37,-7.37,-7.37,-7.37,-7.37,-7.37
29,Total Common Equity,986.67,970.97,953.52,940.23,911.82,907.05,887.82,875.64,858.57,852.61
30,Minority Interest,6.18,6.09,6.6,6.65,6.68,6.72,6.76,6.83,6.93,7.27
31,Shareholders' Equity,992.84,977.06,960.12,946.87,918.5,913.78,894.58,882.48,865.49,859.88
32,Total Liabilities & Equity,2179,2326,2323,2289,2260,2290,2194,2221,2050,2031
33,Total Debt,581.41,676.54,686.7,666,691.3,690.88,727.01,683.6,606.88,576.44
34,Net Cash (Debt),239.67,-260.45,159.19,-333.1,-51.33,-337.13,-63.95,-380.62,-125.03,-369.47
35,Net Cash Growth,50.56%,-,-,-,-,-,-,-,-,-
36,Net Cash Per Share,0.39,-0.42,0.26,-0.54,-0.08,-0.55,-0.10,-0.62,-0.20,-0.60
37,Filing Date Shares Outstanding,618.5,618.5,618.5,618.5,618.5,618.5,618.5,618.5,618.5,618.5
38,Total Common Shares Outstanding,618.5,618.5,618.5,618.5,618.5,618.5,618.5,618.5,618.5,618.5
39,Working Capital,924.26,961.48,951.42,945.26,911.2,864.5,860.06,844.52,851.42,828.04
40,Book Value Per Share,1.60,1.57,1.54,1.52,1.47,1.47,1.44,1.42,1.39,1.38
41,Tangible Book Value,960.25,897.25,878.68,872.42,849.3,781.1,765.24,751.88,733.62,737.41
42,Tangible Book Value Per Share,1.55,1.45,1.42,1.41,1.37,1.26,1.24,1.22,1.19,1.19
43,Land,-,13.39,-,13.39,-,13.39,-,13.39,-,13.39
44,Machinery,-,19.38,-,20.11,-,32.05,-,28.09,-,20.04
45,Leasehold Improvements,-,4.9,-,4.53,-,4.78,-,4.78,-,5.14
