,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,1098,850.22,1029,1181,837.24,888.98,879.78,905.59,688.98,835
1,Revenue Growth (YoY),6.68%,-28.01%,22.93%,32.86%,-4.84%,-1.83%,27.69%,8.45%,32.22%,119.58%
2,Cost of Revenue,1036,766.28,971.76,1100,778.48,813.03,800.74,829.11,628.17,750.44
3,Gross Profit,62.04,83.94,57.47,80.81,58.76,75.96,79.04,76.48,60.81,84.56
4,"Selling, General & Admin",31.86,31.1,30.68,26.93,32.88,33.99,32.68,31.7,30.54,32.63
5,Other Operating Expenses,-6.43,-2.57,-3.14,-3.64,-1.37,-1.87,-1.8,-6.2,-1.3,-3.36
6,Operating Expenses,29.95,57.61,27.3,46.71,40.59,45.72,47.13,49.24,38.2,29.22
7,Operating Income,32.09,26.33,30.16,34.1,18.17,30.24,31.91,27.24,22.61,55.34
8,Interest Expense,-13.21,-15.99,-11.95,-11.64,-12.12,-12.13,-16.76,-12.72,-13.36,-15.29
9,Interest & Investment Income,1.32,14.19,0.93,27.04,0.36,5.89,0.23,5.68,0.26,3.47
10,Earnings From Equity Investments,-1.51,0.64,-0.4,-3.48,0.03,-0.06,-0.07,-,-,-
11,Currency Exchange Gain (Loss),0.03,-0.12,0.24,0.91,-,0.09,0.06,-0.28,0.28,0.35
12,EBT Excluding Unusual Items,18.72,25.04,18.98,46.94,6.43,24.03,15.37,19.91,9.79,43.87
13,Gain (Loss) on Sale of Assets,-,-0.24,-,-6.44,0.03,-,-,-4,4,-
14,Other Unusual Items,-,-,-,-,-,-,-,-,-,0.02
15,Pretax Income,18.72,24.81,18.98,40.5,6.46,24.03,15.37,15.91,13.79,43.9
16,Income Tax Expense,2.93,7.87,5.74,12.13,1.73,4.83,3.27,-1.07,8.17,13.11
17,Earnings From Continuing Operations,15.79,16.94,13.24,28.37,4.73,19.2,12.1,16.98,5.61,30.79
18,Minority Interest in Earnings,-0.09,0.51,0.05,0.03,0.04,0.03,0.08,0.09,0.34,-0.11
19,Net Income,15.7,17.45,13.3,28.4,4.77,19.23,12.18,17.08,5.95,30.68
20,Net Income to Common,15.7,17.45,13.3,28.4,4.77,19.23,12.18,17.08,5.95,30.68
21,Net Income Growth,18.06%,-38.57%,178.74%,47.69%,-60.83%,12.62%,104.57%,-44.33%,-43.77%,241.03%
22,Shares Outstanding (Basic),619,619,619,619,619,619,619,619,619,619
23,Shares Outstanding (Diluted),619,619,619,619,619,619,619,619,619,619
24,EPS (Basic),0.03,0.03,0.02,0.05,0.01,0.03,0.02,0.03,0.01,0.05
25,EPS (Diluted),0.03,0.03,0.02,0.05,0.01,0.03,0.02,0.03,0.01,0.05
26,EPS Growth,18.06%,-38.57%,178.75%,47.69%,-60.83%,12.62%,104.58%,-44.33%,-43.77%,241.04%
27,Free Cash Flow,-0.25,134.94,-38.67,-23.37,-59.05,144.35,-103.83,22.71,-28.67,24.74
28,Free Cash Flow Per Share,-0.00,0.22,-0.06,-0.04,-0.10,0.23,-0.17,0.04,-0.05,0.04
29,Operating Margin,2.92%,3.10%,2.93%,2.89%,2.17%,3.40%,3.63%,3.01%,3.28%,6.63%
30,Profit Margin,1.43%,2.05%,1.29%,2.40%,0.57%,2.16%,1.38%,1.89%,0.86%,3.67%
31,Free Cash Flow Margin,-0.02%,15.87%,-3.76%,-1.98%,-7.05%,16.24%,-11.80%,2.51%,-4.16%,2.96%
32,EBITDA,33.29,27.6,31.41,36.17,20.24,34.41,36.07,31.12,26.47,59.51
33,D&A For EBITDA,1.2,1.27,1.24,2.07,2.07,4.17,4.16,3.89,3.86,4.18
34,EBIT,32.09,26.33,30.16,34.1,18.17,30.24,31.91,27.24,22.61,55.34
