,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Operating Revenue,213.13,471.33,320.7,447.93,395.14,331.23,328.16,344.83,195.59,319.85,Upgrade
1,Other Revenue,-389.55,-1217,731.6,-3236,-2644,2258,2036,3176,1168,1502,Upgrade
2,Revenue,-176.42,-745.65,1052,-2788,-2249,2589,2364,3521,1364,1821,Upgrade
3,Revenue Growth (YoY),-,-,-,-,-,-26.47%,73.40%,93.32%,-49.15%,-,Upgrade
4,Cost of Revenue,409.22,-250.64,438.7,423.32,447.35,-518.23,541.42,-472.13,487.13,989.17,Upgrade
5,Gross Profit,-585.65,-495.01,613.6,-3211,-2696,3107,1823,3993,876.41,832.2,Upgrade
6,"Selling, General & Admin",-,444.36,-,483.9,-,680.61,-,758.94,-,-,Upgrade
7,Other Operating Expenses,-,368.49,-,332.77,-,293.52,-,260.32,-,-,Upgrade
8,Operating Expenses,-,1232,-,980.18,-,1059,-,1100,-,16.25,Upgrade
9,Operating Income,-585.65,-1727,613.6,-4191,-2696,2049,1823,2893,876.41,815.96,Upgrade
10,Interest Expense,-769.99,-886.03,-757.66,-644.22,-465.1,-477.66,-459.78,-490.34,-571.75,-601.16,Upgrade
11,Earnings From Equity Investments,157.65,-209.41,465.42,234.12,399.89,543.94,744.39,-32.74,639.06,128.65,Upgrade
12,Currency Exchange Gain (Loss),-,-2.14,-,-82.2,-,32.96,-,15.61,-20.92,-4.11,Upgrade
13,Other Non Operating Income (Expenses),-95.58,99.09,21.83,-0.81,58.3,39.78,-2.72,59.72,31.67,-,Upgrade
14,EBT Excluding Unusual Items,-1294,-2725,343.19,-4685,-2703,2188,2105,2445,954.47,339.34,Upgrade
15,Gain (Loss) on Sale of Investments,-,-64.15,-,-1129,-,-400,-,-178,-,-,Upgrade
16,Gain (Loss) on Sale of Assets,-,0.09,-,0.1,-,4.24,26.67,7.32,-,1.81,Upgrade
17,Asset Writedown,-226.49,827.45,-67.19,-79.64,-27.75,-368.88,-14.1,-23.68,-,188.71,Upgrade
18,Pretax Income,-1520,-1962,276,-5893,-2731,1423,2117,2251,954.47,529.85,Upgrade
19,Income Tax Expense,-277.08,210.99,-134.61,-888.37,-35.05,464.2,303.98,661.49,286.63,208.44,Upgrade
20,Earnings From Continuing Operations,-1243,-2173,410.61,-5004,-2696,958.88,1813,1589,667.84,321.41,Upgrade
21,Net Income to Company,-1243,-2173,410.61,-5004,-2696,958.88,1813,1589,667.84,321.41,Upgrade
22,Minority Interest in Earnings,0.22,-8.79,-53.52,260.74,85.56,-122.19,11.25,-74.55,97.33,53.46,Upgrade
23,Net Income,-1243,-2182,357.09,-4744,-2611,836.69,1825,1515,765.17,374.87,Upgrade
24,Preferred Dividends & Other Adjustments,39.34,53.65,44.42,44.95,44.33,44.59,43.99,15.74,-,-,Upgrade
25,Net Income to Common,-1282,-2235,312.68,-4788,-2655,792.1,1781,1499,765.17,374.87,Upgrade
26,Net Income Growth,-,-,-,-,-,-44.76%,138.47%,304.07%,-58.91%,-,Upgrade
27,Shares Outstanding (Basic),1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,Upgrade
28,Shares Outstanding (Diluted),1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,Upgrade
29,EPS (Basic),-0.76,-1.33,0.19,-2.84,-1.58,0.47,1.06,0.89,0.45,0.22,Upgrade
30,EPS (Diluted),-0.76,-1.33,0.19,-2.84,-1.58,0.47,1.06,0.89,0.45,0.22,Upgrade
31,EPS Growth,-,-,-,-,-,-47.16%,132.73%,299.87%,-58.91%,-,Upgrade
32,Free Cash Flow,606.47,1757,1415,2296,1759,-760.3,-2749,-1723,1769,-1440,Upgrade
33,Free Cash Flow Per Share,0.36,1.04,0.84,1.36,1.04,-0.45,-1.63,-1.02,1.05,-0.85,Upgrade
34,Dividend Per Share,0.050,0.100,0.150,0.150,0.150,0.300,0.280,0.350,0.140,0.230,Upgrade
35,Dividend Growth,-66.67%,-33.33%,0%,-50.00%,-46.43%,-14.29%,100.00%,52.17%,-44.00%,-,Upgrade
36,Operating Margin,-,-,58.31%,-,-,79.13%,77.10%,82.16%,64.27%,44.80%,Upgrade
37,Profit Margin,-,-,29.71%,-,-,30.59%,75.31%,42.57%,56.12%,20.58%,Upgrade
38,Free Cash Flow Margin,-,-,134.49%,-,-,-29.37%,-116.27%,-48.94%,129.71%,-79.08%,Upgrade
39,EBITDA,-560.24,-1742,641.67,-4207,-2661,2036,1856,2880,912.4,781.95,Upgrade
40,D&A For EBITDA,25.4,-15.17,28.06,-15.43,35.48,-12.66,33.02,-13.16,35.99,-34,Upgrade
41,EBIT,-585.65,-1727,613.6,-4191,-2696,2049,1823,2893,876.41,815.96,Upgrade
