,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,8746,6657,7786,7904,9791,12437,15707,15403,17493,18909,24537,Upgrade
1,Market Cap Growth,-15.78%,-15.78%,-20.48%,-36.45%,-37.66%,-19.26%,-10.21%,-18.54%,-28.71%,-2.77%,4.90%,Upgrade
2,Enterprise Value,22956,21550,22759,26024,29950,33009,35321,31176,32475,37285,40082,Upgrade
3,Last Close Price,5.19,3.89,4.45,4.37,5.26,6.50,7.88,7.51,8.22,8.77,11.16,Upgrade
4,PE Ratio,-,-,-,-1.77,-,-,6.10,4.70,7.73,16.59,10.97,Upgrade
5,Forward PE,7.21,5.49,3.60,3.00,4.41,4.44,4.89,5.72,6.76,7.91,8.07,Upgrade
6,PS Ratio,-7.22,-7.22,25.39,-4.55,-1.94,36.59,3.17,2.62,3.58,5.94,5.45,Upgrade
7,PB Ratio,0.29,0.20,0.23,0.22,0.26,0.27,0.31,0.30,0.35,0.46,0.56,Upgrade
8,P/TBV Ratio,0.21,0.21,0.23,0.22,0.27,0.28,0.32,0.31,0.37,0.48,0.59,Upgrade
9,P/FCF Ratio,3.70,2.82,2.45,2.13,2.41,12.46,-,-,-,57.62,-,Upgrade
10,P/OCF Ratio,2.81,2.81,2.45,2.13,2.41,12.41,-,-,-,56.18,-,Upgrade
11,PEG Ratio,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,Upgrade
12,EV/Sales Ratio,-,-,-,-14.99,-,-,7.13,5.30,6.65,11.71,8.90,Upgrade
13,EV/EBITDA Ratio,-,-,-,-7.30,-,-,9.08,6.58,8.56,22.01,13.67,Upgrade
14,EV/EBIT Ratio,-,-,-,-7.27,-,-,9.12,6.61,8.62,22.03,13.76,Upgrade
15,EV/FCF Ratio,9.71,9.12,7.17,7.01,7.39,33.06,-,-,-,113.61,-,Upgrade
16,Debt / Equity Ratio,1.00,1.00,0.95,0.95,0.87,0.81,0.69,0.77,0.64,0.73,0.71,Upgrade
17,Debt / FCF Ratio,13.96,13.96,10.22,9.32,8.13,36.58,-,-,-,92.04,-,Upgrade
18,Return on Capital Employed (ROCE),-,-,-,-6.07%,-,-,4.75%,5.50%,4.91%,2.41%,4.23%,Upgrade
19,Earnings Yield,-40.22%,-51.44%,-23.43%,-55.50%,-75.11%,-14.26%,16.94%,21.68%,13.03%,6.03%,9.12%,Upgrade
20,FCF Yield,27.02%,35.51%,40.74%,46.95%,41.41%,8.03%,-22.34%,-29.03%,0.26%,1.74%,4.81%,Upgrade
21,Dividend Yield,1.93%,3.85%,5.62%,6.86%,5.71%,6.92%,7.36%,8.39%,5.96%,4.22%,4.30%,Upgrade
22,Total Shareholder Return,1.93%,3.85%,5.62%,6.86%,5.71%,6.92%,7.36%,8.39%,5.96%,4.22%,4.30%,Upgrade
