,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+17 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+17 Quarters
0,Market Capitalization,6894,6381,5515,6600,9010,8922,10701,12199,11601,11992,19396,14659,20515,13877,-,-,-,-,-,-,-,Upgrade
1,Market Cap Growth,-28.48%,-28.48%,-48.47%,-45.90%,-22.34%,-25.61%,-44.83%,-16.79%,-43.45%,-13.58%,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Enterprise Value,6488,5960,5034,6143,8719,8705,10383,11632,11035,11462,18758,13981,19866,13490,-,-,-,-,-,-,-,Upgrade
3,Last Close Price,16.39,15.12,13.07,15.48,21.13,20.92,25.10,28.44,27.04,27.96,45.21,33.94,47.50,32.13,-,-,-,-,-,-,-,Upgrade
4,PE Ratio,90.00,-,50.63,49.62,57.03,49.75,51.88,56.38,49.47,49.86,84.43,69.58,106.08,86.04,-,-,-,-,-,-,-,Upgrade
5,Forward PE,-,17.08,17.08,17.63,26.28,19.55,20.19,24.79,26.68,29.93,-,-,-,-,-,-,-,-,-,-,-,Upgrade
6,PS Ratio,7.22,6.68,5.57,6.74,9.13,9.13,10.93,12.19,11.48,11.55,19.33,15.58,23.32,18.29,-,-,-,-,-,-,-,Upgrade
7,PB Ratio,4.17,3.85,3.32,3.89,5.40,5.97,7.32,8.30,8.16,8.74,14.81,10.90,16.09,11.34,-,-,-,-,-,-,-,Upgrade
8,P/TBV Ratio,4.24,4.24,3.66,4.28,5.95,6.67,8.21,9.24,9.10,9.42,16.02,11.71,17.37,12.29,-,-,-,-,-,-,-,Upgrade
9,P/FCF Ratio,88.86,82.25,-,223.89,-199.18,-52.03,-,-,-,2371.81,-,-,130683.80,-1694.13,-,-,-,-,-,-,-,Upgrade
10,P/OCF Ratio,73.25,73.25,-,112.74,-1015.96,-128.46,-,-,-,175.36,521.59,-,231.46,208.07,-,-,-,-,-,-,-,Upgrade
11,EV/Sales Ratio,6.79,6.24,5.09,6.28,8.84,8.90,10.61,11.63,10.92,11.03,18.69,14.86,22.59,17.78,-,-,-,-,-,-,-,Upgrade
12,EV/EBITDA Ratio,31.60,32.52,24.43,27.11,35.66,34.31,37.76,41.52,37.08,38.20,66.57,53.56,83.46,68.48,-,-,-,-,-,-,-,Upgrade
13,EV/EBIT Ratio,73.18,65.76,40.84,40.99,49.09,44.25,47.13,49.25,43.12,43.97,76.55,62.00,96.86,80.81,-,-,-,-,-,-,-,Upgrade
14,EV/FCF Ratio,83.63,76.82,-,208.39,-192.75,-50.77,-,-,-,2266.85,-,-,126552.37,-1646.87,-,-,-,-,-,-,-,Upgrade
15,Debt / Equity Ratio,0.31,0.31,0.30,0.29,0.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
16,Debt / EBITDA Ratio,2.46,5.24,2.29,2.30,2.34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Debt / FCF Ratio,6.52,6.52,-,16.62,-10.65,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
18,Asset Turnover,0.33,0.41,0.39,0.48,0.54,0.57,0.59,0.62,0.62,0.71,0.71,0.80,-,-,-,-,0.66,0.90,-,-,Upgrade,
19,Inventory Turnover,11.54,10.08,13.19,12.39,13.21,11.03,11.89,12.59,14.85,12.42,15.00,12.76,17.79,-,-,-,-,15.61,14.01,-,-,Upgrade
20,Quick Ratio,4.05,4.05,3.75,4.64,3.79,2.18,2.15,2.32,2.64,3.61,4.10,5.87,5.97,7.62,-,-,5.42,5.60,1.49,5.63,6.31,Upgrade
21,Current Ratio,4.71,4.71,4.36,5.37,4.43,2.70,2.85,3.16,3.09,3.98,4.50,6.30,6.45,8.10,-,-,5.73,5.95,5.45,6.08,6.69,Upgrade
22,Return on Equity (ROE),-0.45%,6.73%,6.09%,6.16%,8.23%,14.28%,14.00%,13.13%,17.14%,18.82%,21.02%,16.56%,-,-,25.84%,-,18.45%,34.52%,-,-,Upgrade,
