,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+16 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+16 Quarters
0,Cash & Equivalents,1555,1542,1899,1775,1639,1619,1504,1337,1070,1021,990.58,1269,278.64,418.16,391.54,544.26,448.22,338.43,167.57,167.39,Upgrade
1,Trading Asset Securities,293.68,385.81,64.95,51.39,109.14,147.14,328.16,419.45,479.77,522.02,383.86,145.24,228.37,201.75,349.22,355.32,347,597.44,782.88,689.65,Upgrade
2,Cash & Short-Term Investments,1849,1927,1964,1826,1748,1766,1833,1757,1550,1543,1374,1415,507.01,619.91,740.76,899.58,795.22,935.87,950.45,857.04,Upgrade
3,Cash Growth,5.76%,9.13%,7.16%,3.95%,12.76%,14.48%,33.33%,24.17%,205.74%,148.87%,85.54%,57.27%,-36.24%,-33.76%,-22.06%,4.96%,5.86%,39.83%,125.19%,555.55%,Upgrade
4,Accounts Receivable,161.48,236.29,176.83,174.22,172.18,214.26,182.55,200.05,187.6,192.96,205.03,210.1,194.31,212.38,215.11,248.01,257.02,304.91,342.95,357.61,Upgrade
5,Other Receivables,21.49,19.74,23.59,18.73,26.06,15.88,20.07,22.67,27.06,21.39,21.24,43.94,14.86,17.14,14.93,14.73,12.02,14.81,18.6,18.9,Upgrade
6,Receivables,182.96,256.02,200.42,192.95,198.23,230.14,202.62,222.72,214.65,214.35,226.26,254.05,209.17,229.52,230.04,262.74,269.04,319.72,361.55,376.51,Upgrade
7,Inventory,776.31,669.81,619.2,531.48,592.73,531.53,544.79,514.38,509.23,490.77,441.68,440.52,465.03,416.14,353.46,310.7,355.93,353.59,321.48,288.1,Upgrade
8,Other Current Assets,82.15,103.22,90.44,74.96,67.85,64.16,53.58,20.55,36.29,35.51,31.28,22.98,43.62,26.91,25.83,18.12,38.1,33.28,32.17,22.15,Upgrade
9,Total Current Assets,2890,2956,2874,2625,2607,2592,2634,2514,2310,2283,2074,2132,1225,1292,1350,1491,1458,1642,1666,1544,Upgrade
10,"Property, Plant & Equipment",821.54,766.15,717.16,719.89,648.42,620.48,604.27,594.55,531.04,514.49,495.68,482.68,377.13,362.13,358.4,323.15,285.59,276.56,272.36,273.2,Upgrade
11,Long-Term Investments,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,Upgrade
12,Goodwill,164.1,166.95,165.9,165.9,183.65,184.74,178.52,160.44,163.67,154.41,145.92,146.41,186,185.4,188.05,186.94,400.3,406.72,404.38,404.26,Upgrade
13,Other Intangible Assets,157.42,161.28,164.62,164.85,163.39,165.5,167.09,169.37,171.5,174,175.7,179.06,177.77,170.03,173.55,176.63,178.91,182.7,70.67,72.39,Upgrade
14,Long-Term Deferred Tax Assets,36.38,36.22,28.76,30.6,35.49,38.66,37.26,30.38,39.52,34.66,34.23,32.33,18.93,19.43,17.2,16.69,13.23,13.57,13.82,12.48,Upgrade
15,Long-Term Deferred Charges,32.21,32.14,35.57,17.93,12.96,12.52,12.97,13.75,3.3,3.48,4.31,4.75,6.33,6.62,7.29,7.84,8.61,8.76,8.6,9.1,Upgrade
16,Other Long-Term Assets,35.5,51.33,39.94,24.18,42.75,55.4,36.63,36.53,58.72,38.59,28.52,15.12,33.12,24.85,22.71,18.73,31.28,33.72,84.03,79.19,Upgrade
17,Total Assets,4156,4191,4044,3771,3713,3693,3692,3544,3297,3225,2983,3020,2053,2091,2149,2252,2409,2587,2540,2414,Upgrade
18,Accounts Payable,291.1,259.19,226.9,186.15,196.9,192.03,189.24,231.43,224,224.86,191.9,231.52,198.22,193.5,172.42,135.28,126.97,170.39,178.84,195.18,Upgrade
19,Accrued Expenses,170.37,190.22,99.3,245.28,116.26,150.33,111.1,181.94,98.32,118.28,51.64,174.72,95.14,111.15,50.65,152.99,84.98,104.64,54.32,149.51,Upgrade
20,Short-Term Debt,310.41,311.52,249.99,23.63,104.24,154.36,230.51,180.97,139.13,136.59,21.96,28.55,22.82,100.07,246.49,384.32,494.54,551.49,421.7,205.11,Upgrade
21,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.38,-,-,-,-,Upgrade
22,Current Portion of Leases,14.8,14.8,13.59,14.81,8.31,11.39,10.95,10.83,9.52,9.55,9.25,12.88,-,14.24,-,-,-,-,-,-,Upgrade
23,Current Income Taxes Payable,-,5.28,24.2,2.08,38.89,20.48,-,4.68,34.96,14.48,34.1,5.58,7.87,7.2,14.08,3.55,19.34,3.42,13.77,5.36,Upgrade
24,Current Unearned Revenue,63.64,48.09,46.35,44.59,56.19,55.29,97.04,100.36,69.8,68.24,96.83,53.13,50.56,47.28,57.95,53.33,42.74,27.42,30.09,37.9,Upgrade
25,Other Current Liabilities,84.86,64.63,71.3,52.08,79.12,55.42,70.9,39.21,50.55,80.72,99.66,49.46,95.27,65.95,112.04,78.96,121.14,100.22,140.39,100.73,Upgrade
26,Total Current Liabilities,935.18,893.73,731.63,568.62,599.92,639.31,709.74,749.42,626.28,652.73,505.35,555.83,469.87,539.39,653.63,827.81,889.71,957.57,839.11,693.8,Upgrade
27,Long-Term Debt,40,40,-,-,-,-,-,-,-,-,-,43.32,43.47,43.17,43.12,43.18,43.12,153.75,255.53,255.53,Upgrade
28,Long-Term Leases,38.92,35.76,32.42,34.01,26.65,25.48,26.18,27.09,29.36,24.38,26.2,26,6.87,10.96,27.19,-,-,-,-,-,Upgrade
29,Long-Term Unearned Revenue,21.91,23.08,23.25,22.83,26.73,27.06,25.87,26.91,31.42,32.58,33.8,33.37,32.46,33.79,35.39,35.43,36.66,38.72,42.13,41.99,Upgrade
