,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,281863,230426,202979,178312,171572,174946,195661,188632,167552,169239,144017,173741,157197,145776,141108,153916,165973,155246,112342,133082,135279,Upgrade
1,Market Cap Growth,31.71%,31.71%,3.74%,-5.47%,2.40%,3.37%,35.86%,8.57%,6.59%,16.10%,2.06%,12.88%,-5.29%,-6.10%,25.61%,15.66%,22.69%,-33.86%,-46.68%,-42.20%,-32.34%,Upgrade
2,Last Close Price,116.10,95.55,83.55,70.38,66.32,63.10,69.77,64.67,56.99,55.46,46.72,55.49,49.80,42.95,42.39,45.66,49.58,44.75,31.45,37.46,39.38,Upgrade
3,PE Ratio,10.10,8.26,6.52,7.51,7.12,7.42,-,8.54,8.04,-,7.71,10.75,10.38,-,10.35,16.10,24.29,-,26.07,12.13,11.20,Upgrade
4,PS Ratio,1.56,1.56,1.41,1.33,1.29,1.35,1.60,1.49,1.37,1.43,1.23,1.53,1.40,1.32,1.28,1.46,1.64,1.61,1.12,1.28,1.24,Upgrade
5,PB Ratio,0.58,0.58,0.50,0.44,0.43,0.44,0.52,0.48,0.43,0.43,0.37,0.45,0.39,0.36,0.34,0.37,0.41,0.39,0.29,0.34,0.35,Upgrade
6,Debt / Equity Ratio,4.24,4.24,2.81,3.79,2.60,3.89,3.28,4.14,4.48,4.16,3.62,4.31,4.49,3.87,3.94,3.62,4.17,3.97,3.94,3.48,4.31,Upgrade
7,Return on Equity (ROE),4.05%,8.82%,7.63%,11.03%,7.60%,1.13%,8.35%,10.75%,-2.11%,8.65%,7.16%,9.03%,-2.88%,5.78%,6.31%,8.54%,-3.76%,1.28%,4.40%,4.11%,Upgrade,
8,Return on Assets (ROA),0.24%,0.54%,0.47%,0.68%,0.45%,0.07%,0.50%,0.66%,-0.13%,0.51%,0.43%,0.57%,-0.19%,0.38%,0.41%,0.55%,-0.25%,0.09%,0.29%,0.28%,Upgrade,
9,Earnings Yield,9.90%,13.65%,17.09%,15.15%,16.11%,15.49%,9.23%,13.49%,14.58%,13.58%,15.34%,11.25%,11.95%,12.38%,12.13%,8.02%,6.12%,3.62%,8.74%,10.91%,11.49%,Upgrade
10,FCF Yield,-77.71%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
11,Dividend Yield,2.02%,3.01%,-,3.33%,-,3.34%,-,2.42%,-,2.53%,-,1.84%,-,2.18%,-,2.04%,-,1.56%,-,-,-,Upgrade
12,Payout Ratio,30.54%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
13,Buyback Yield / Dilution,8.13%,7.86%,6.35%,8.22%,7.84%,5.78%,8.03%,5.16%,5.71%,5.62%,4.44%,4.10%,3.19%,2.86%,23.65%,0.63%,0.56%,2.35%,-20.32%,4.80%,3.80%,Upgrade
14,Total Shareholder Return,10.15%,10.87%,6.35%,11.55%,7.84%,9.12%,8.03%,7.59%,5.71%,8.15%,4.44%,5.94%,3.19%,5.03%,23.65%,2.67%,0.56%,3.91%,-20.32%,4.80%,3.80%,Upgrade
