,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,295.98,342.04,411.95,520.87,550.3,249.95,463.33,1309,52.07,120.48
1,Short-Term Investments,280,375.31,-,-,3.09,-,-,-,-,-
2,Trading Asset Securities,285.52,421.57,305.98,514.62,56.13,577.99,577.98,818.54,630.56,799.52
3,Cash & Short-Term Investments,861.49,1139,717.93,1035,609.52,827.95,1041,2127,682.63,920
4,Cash Growth,20.00%,9.99%,17.79%,25.07%,-41.47%,-61.08%,52.54%,131.22%,-,-
5,Accounts Receivable,130.48,168.29,226.06,345.72,474.93,470.61,305.59,475.26,267.99,70.34
6,Other Receivables,45.82,44.18,47.14,43.43,57.32,9.2,-,2.67,5.58,2.24
7,Receivables,386.76,471.16,576.05,743.39,964.92,838.61,305.59,479.8,273.58,74.26
8,Inventory,34.02,33.98,88.08,172.13,165.38,293.63,243.8,57.52,1.92,7.76
9,Prepaid Expenses,10.4,9.82,6.7,7.23,-,5.06,-,-,5.43,3.76
10,Other Current Assets,15.06,9.92,53.23,47.1,37.86,616.78,582.58,41.36,65.19,82.64
11,Total Current Assets,1308,1664,1442,2005,1778,2582,2173,2706,1029,1088
12,"Property, Plant & Equipment",1347,1379,1257,1188,1118,1047,1069,709.43,679.44,652.58
13,Long-Term Investments,-,-,-,-,56.86,56.86,-,1.56,1.7,-
14,Goodwill,-,-,-,-,-,-,119.35,-,-,-
15,Other Intangible Assets,27.51,34.28,40.82,1.13,1.48,1.28,171.12,1.1,8.62,15.66
16,Long-Term Deferred Tax Assets,0.26,0.16,-,-,18.74,16.54,24.96,16.18,11.69,12.1
17,Other Long-Term Assets,1.06,1.06,30.35,30.13,59.15,-,14.56,-,-,-
18,Total Assets,2684,3078,2770,3225,3032,3704,3573,3434,1730,1769
19,Accounts Payable,67.78,63.46,50.85,63.67,59.15,86.87,70.42,208.14,98.38,43.44
20,Accrued Expenses,27.12,27.87,23.61,26.32,29.57,22.3,25,41.51,44.22,42.61
21,Current Portion of Leases,4.7,4.19,4.13,3.6,-,-,36.13,-,-,-
22,Current Income Taxes Payable,0.52,0.48,-,0.85,6.08,12.49,33.02,38.33,7.26,4.57
23,Current Unearned Revenue,71.32,376.31,36.17,300.51,30.53,281.72,138.92,204.69,5.13,191.71
24,Other Current Liabilities,115.99,174.98,103.62,167.76,136.15,560.96,131.82,65.05,69.15,76.11
25,Total Current Liabilities,287.42,647.29,218.38,562.7,261.48,964.33,435.3,557.71,224.13,358.44
26,Long-Term Debt,-,-,-,-,-,-,-,-,-,32
27,Long-Term Leases,11.94,14.58,18.54,19.05,-,-,197.03,-,-,-
28,Long-Term Unearned Revenue,0.22,0.37,0.52,0.67,0.82,0.97,1.12,1.26,1.41,1.56
29,Long-Term Deferred Tax Liabilities,-,-,0.22,0.13,-,-,45.17,-,-,-
30,Other Long-Term Liabilities,-,-,-,-,-,23.14,40.55,-,-,-
31,Total Liabilities,299.58,662.23,237.65,582.55,262.3,988.43,719.17,558.98,225.54,392
32,Common Stock,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.09,0.09
33,Additional Paid-In Capital,734.09,824.42,869.97,869.97,960.02,1053,-,1246,-,-
34,Retained Earnings,1327,1278,1355,1474,1530,1378,938.4,1320,821.26,1004
35,Comprehensive Income & Other,112.41,113.12,112.75,112.96,107.92,115.02,1751,163.66,549.51,248.58
36,Total Common Equity,2173,2216,2338,2457,2598,2546,2690,2730,1371,1253
37,Minority Interest,210.94,200.22,194.15,185.02,171.97,169.17,163.53,144.87,133.8,124.18
38,Shareholders' Equity,2384,2416,2532,2642,2770,2715,2853,2875,1505,1377
39,Total Liabilities & Equity,2684,3078,2770,3225,3032,3704,3573,3434,1730,1769
40,Total Debt,16.64,18.77,22.67,22.66,-,-,233.16,-,-,32
41,Net Cash (Debt),844.86,1120,695.26,1013,609.52,827.95,808.16,2127,682.63,888
42,Net Cash Growth,21.52%,10.60%,14.07%,22.33%,-24.58%,-61.08%,18.39%,139.55%,-,-
43,Net Cash Per Share,0.52,0.69,0.43,-,0.37,-,0.49,1.31,0.57,0.74
44,Filing Date Shares Outstanding,1623,1623,1623,1623,1623,1646,1660,1660,1660,1200
45,Total Common Shares Outstanding,1623,1623,1623,1623,1623,1646,1660,1660,1200,1200
46,Working Capital,1020,1017,1224,1443,1516,1618,1738,2148,804.62,729.98
47,Book Value Per Share,1.34,1.37,1.44,1.51,1.60,1.55,1.62,1.64,1.14,1.04
48,Tangible Book Value,2146,2181,2297,2456,2597,2545,2399,2729,1362,1237
49,Tangible Book Value Per Share,1.32,1.34,1.42,1.51,1.60,1.55,1.45,1.64,1.14,1.03
50,Buildings,-,1455,-,1117,-,950,730.25,719.57,656.09,646.48
51,Machinery,-,320.02,-,293.1,-,249.51,245.58,223.93,216.69,208.27
52,Construction In Progress,-,-,-,106.15,-,179.97,134.9,57.68,79.18,51.96
53,Leasehold Improvements,-,5.03,-,5.03,-,-,32.01,-,-,-
