,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,386.57,382.25,376.79,-,377.66,-,215.86,405.44,384.3,147.69
1,Revenue Growth (YoY),2.60%,-,-0.23%,-,74.96%,-,-43.83%,174.52%,-35.90%,-
2,Cost of Revenue,192.8,256.02,225.22,-,212.48,-,76.8,230.01,206.5,73.79
3,Gross Profit,193.77,126.23,151.56,-,165.18,-,139.06,175.43,177.81,73.9
4,"Selling, General & Admin",69.28,77.58,64.76,-,52.83,-,50.49,39.75,60.59,47.35
5,Other Operating Expenses,-,-,-,-,-,-,-,-41.45,-6.25,-9.47
6,Operating Expenses,100.67,146.96,236.49,-,57.17,-,55.45,2.55,54.33,37.88
7,Operating Income,93.1,-20.73,-84.92,-,108.01,-,83.61,172.89,123.48,36.02
8,Interest Expense,-0.51,-0.65,-0.68,-,-,-,-,-,-,-0.17
9,Interest & Investment Income,6.49,3.98,3.61,-,1.54,-,0.64,0.3,0.13,2.5
10,Earnings From Equity Investments,-,-,-,-,-,-,-,-0,-0.05,-
11,Currency Exchange Gain (Loss),-0.03,0.03,-0.01,-,0.42,-,2.07,3.16,-0.35,-0.03
12,Other Non Operating Income (Expenses),-41.79,-39.58,-42.21,-,16.43,-,0.4,-0.41,-,-
13,EBT Excluding Unusual Items,57.25,-56.95,-124.2,-,126.4,-,86.71,175.93,123.2,38.33
14,Gain (Loss) on Sale of Investments,2.41,-12.37,13.9,-,3.58,-,14.52,14.58,11.95,13.67
15,Gain (Loss) on Sale of Assets,-,-1.54,-,-,-,-,-,45.8,-,0.07
16,Other Unusual Items,-,-0.08,-,-,-,-,0.94,-,-,-104.67
17,Pretax Income,59.66,-70.93,-110.3,-,129.98,-,102.18,236.32,135.15,-52.61
18,Income Tax Expense,0.4,0.2,-0.37,-,4.1,-,-3.95,26.54,7.78,-1.36
19,Earnings From Continuing Operations,59.26,-71.14,-109.93,-,125.87,-,106.12,209.77,127.37,-51.25
20,Earnings From Discontinued Operations,-,-,-,-,44.64,-,-14.6,-,-,-
21,Net Income to Company,59.26,-71.14,-109.93,-,170.51,-,91.52,209.77,127.37,-51.25
22,Minority Interest in Earnings,-10.72,-6.08,-9.12,-,-13.33,-,-8.66,-11.07,-9.63,4.66
23,Net Income,48.55,-77.21,-119.06,-,157.18,-,82.86,198.7,117.74,-46.59
24,Net Income to Common,48.55,-77.21,-119.06,-,157.18,-,82.86,198.7,117.74,-46.59
25,Net Income Growth,-,-,-,-,89.70%,-,-29.63%,-,-47.42%,-
26,Shares Outstanding (Basic),1623,1623,1623,-,1636,-,1660,1619,1200,1200
27,Shares Outstanding (Diluted),1623,1623,1623,-,1636,-,1660,1619,1200,1200
28,Shares Change (YoY),-,-,-0.83%,-,-1.42%,-,38.33%,34.92%,-,-
29,EPS (Basic),0.03,-0.05,-0.07,-,0.10,-,0.05,0.12,0.10,-0.04
30,EPS (Diluted),0.03,-0.05,-0.07,-,0.10,-,0.05,0.12,0.10,-0.04
31,EPS Growth,-,-,-,-,92.43%,-,-49.13%,-,-47.42%,-
32,Free Cash Flow,-193.95,398.62,-278.88,-,-195.83,-,-398.74,287.04,-214.89,56.21
33,Free Cash Flow Per Share,-0.12,0.25,-0.17,-,-0.12,-,-0.24,0.18,-0.18,0.05
34,Dividend Per Share,-,-,0.028,-,0.051,-,0.050,-,-,-
35,Dividend Growth,-,-,-45.80%,-,2.67%,-,-,-,-,-
36,Operating Margin,24.08%,-5.42%,-22.54%,-,28.60%,-,38.73%,42.64%,32.13%,24.39%
37,Profit Margin,12.56%,-20.20%,-31.60%,-,41.62%,-,38.39%,49.01%,30.64%,-31.54%
38,Free Cash Flow Margin,-50.17%,104.28%,-74.02%,-,-51.85%,-,-184.73%,70.80%,-55.92%,38.06%
39,EBITDA,132.94,17.49,-55.91,-,131.69,-,100.98,196.42,146.18,57.17
40,D&A For EBITDA,39.84,38.22,29.02,25.33,23.68,17.16,17.38,23.53,22.7,21.15
41,EBIT,93.1,-20.73,-84.92,-,108.01,-,83.61,172.89,123.48,36.02
42,Advertising Expenses,-,-,-,-,-,-,-,-,0.28,-
