,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,2434,1590,1266,2029,2110,2019,3320,8964,13645,-,-
1,Market Cap Growth,-21.60%,-21.60%,-40.00%,0.50%,-36.45%,-77.48%,-75.67%,-,-,-,-
2,Enterprise Value,1753,577,724,1093,1597,1210,2545,6610,13043,-,-
3,Last Close Price,1.50,0.98,0.73,1.13,1.17,1.05,1.61,4.26,6.41,-,-
4,PE Ratio,-,-51.64,-,-,-,10.96,-,26.47,36.31,-,-
5,Forward PE,9.26,7.10,4.24,7.41,5.15,5.21,5.75,16.42,26.15,-,-
6,PS Ratio,2.95,1.93,1.51,4.98,-,4.56,-,12.00,14.55,-,-
7,PB Ratio,1.04,0.62,0.48,0.74,0.71,0.62,1.00,2.61,4.00,-,-
8,P/TBV Ratio,0.69,0.69,0.53,0.82,0.76,0.66,1.06,3.11,4.21,-,-
9,P/FCF Ratio,11.07,-,9.60,-,-,-,-,-,159.25,-,-
10,P/OCF Ratio,4.08,-,3.07,-,-,-,-,-,69.58,-,-
11,EV/Sales Ratio,2.12,0.70,0.87,2.68,-,2.74,-,8.85,13.91,-,-
12,EV/EBITDA Ratio,10.17,3.57,-17.12,-,-,7.84,-,18.48,32.06,-,-
13,EV/EBIT Ratio,22.55,7.42,-,-,-,9.56,-,21.43,37.06,-,-
14,EV/FCF Ratio,7.97,-,5.49,-,-,-,-,-,152.23,-,-
15,Debt / Equity Ratio,0.01,0.01,0.01,0.01,0.01,-,-,0.08,-,-,0.02
16,Debt / FCF Ratio,0.08,-,0.16,-,-,-,-,-,-,-,0.17
17,Return on Capital Employed (ROCE),3.02%,3.02%,-,-,-,3.90%,-,8.18%,10.30%,10.59%,21.79%
18,Earnings Yield,-1.27%,-1.94%,-17.08%,-6.34%,-,9.12%,-,3.78%,2.75%,-,-
19,FCF Yield,9.03%,13.83%,10.42%,-14.85%,-,-11.36%,-,-1.50%,0.63%,-,-
20,Dividend Yield,6.00%,-,-,2.66%,-,5.72%,-,1.41%,-,-,-
21,Buyback Yield / Dilution,-0.00%,-,-,0.83%,-,1.42%,-,-38.33%,-34.92%,-,-
22,Total Shareholder Return,6.00%,-,-,3.49%,-,7.13%,-,-36.93%,-34.92%,-,-
