,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,197196,197196,217910,-,16677,48308,14756,-,4516,31684,112867,-,113026,-,45046,32879,13699,3479,20747,25251,Upgrade
1,Short-Term Investments,21835,21835,21335,-,191635,219918,218618,-,22335,151444,130644,-,127809,-,134331,135775,136293,12093,41493,38993,Upgrade
2,Trading Asset Securities,198283,198283,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,417314,417314,239245,208312,208312,268226,233375,26851,26851,183128,243510,-,240835,-,179377,168654,149992,15572,62240,64244,Upgrade
4,Cash Growth,100.33%,55.58%,2.52%,675.81%,675.81%,46.47%,-4.16%,-,-88.85%,-,35.75%,-,60.57%,-,188.20%,162.52%,194.86%,-70.60%,-,-20.45%,Upgrade
5,Accounts Receivable,473280,473280,491364,-,763189,478285,557512,-,463108,381653,455466,-,612657,-,434107,519455,572706,441122,496731,484343,Upgrade
6,Other Receivables,526079,398711,585874,-,342400,376584,383602,-,405982,429124,477969,-,362862,-,374608,232229,201408,218266,223262,174870,Upgrade
7,Receivables,999359,999359,1077238,-,1105589,854869,941114,-,869090,810776,933434,-,975519,-,808715,751684,774114,659388,719993,659214,Upgrade
8,Inventory,341088,341088,438227,-,400769,385238,370363,-,318512,328926,293552,-,271960,-,405706,396350,478170,674782,643307,765837,Upgrade
9,Prepaid Expenses,9303,9303,12797,-,11019,10019,9102,-,7295,5447,2243,-,1710,-,101.49,28.38,36.41,52.88,44.32,74.64,Upgrade
10,Other Current Assets,391488,391488,459664,-,525799,430702,430637,-,482409,519089,248578,-,204876,-,83245,48439,45505,58224,31171,36786,Upgrade
11,Total Current Assets,2158553,2158553,2227172,-,2251488,1949054,1984590,-,1704157,1847367,1721318,-,1694900,-,1477144,1365156,1447818,1408018,1456756,1526155,Upgrade
12,"Property, Plant & Equipment",48282,48282,50583,-,57572,56535,58200,-,71679,78240,78714,-,77606,-,81174,89840,91818,94430,95912,78582,Upgrade
13,Long-Term Investments,440812,440812,385153,-,374610,392317,373595,-,370428,235455,272954,-,266506,-,41806,720,-518.33,637.69,3337,3365,Upgrade
14,Long-Term Deferred Tax Assets,3017,3017,9886,-,8784,9211,9689,-,10053,10098,11887,-,6450,-,93.31,274.36,274.36,688.98,1394,3036,Upgrade
15,Other Long-Term Assets,140308,140308,135999,-,143929,141292,143597,-,138044,139650,140556,-,143919,-,138125,130452,131904,126520,128544,132188,Upgrade
16,Total Assets,2790971,2790971,2808794,-,2836384,2548408,2569671,-,2294361,2310810,2225428,-,2189381,-,1738342,1586443,1671296,1630296,1685943,1743325,Upgrade
17,Accounts Payable,369189,369189,327274,-,405500,335395,374263,-,375377,307973,293302,-,325711,-,316410,317092,381576,308228,286336,297452,Upgrade
18,Accrued Expenses,34046,34046,139065,-,150090,191541,195439,-,131218,137296,145615,-,121754,-,224224,172182,158748,159828,137807,107470,Upgrade
19,Short-Term Debt,634517,634517,844876,-,676560,611217,639921,-,549368,599090,565846,-,629937,-,383284,339831,361043,395188,443912,430907,Upgrade
20,Current Income Taxes Payable,26108,26108,27473,-,33394,36828,38950,-,43365,32874,42048,-,66708,-,91006,101214,106331,96799,99500,89120,Upgrade
