,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,395667,359259,238219,257256,339018,200198,386624,254888,405111,173101,185112,195706,296664,201553,212781,174143,413666,195876,312670,262646,Upgrade
1,Revenue Growth (YoY),16.71%,79.45%,-38.39%,0.93%,-16.31%,15.65%,108.86%,30.24%,36.56%,-14.12%,-13.00%,12.38%,-28.28%,2.90%,-31.95%,-33.70%,-10.09%,-45.13%,0.18%,67.69%,Upgrade
2,Cost of Revenue,317812,307748,216223,237939,316809,163779,344561,225788,376228,142809,155592,164041,220067,173221,196520,170051,364951,174042,272337,236500,Upgrade
3,Gross Profit,77855,51510,21996,19317,22209,36419,42063,29100,28883,30292,29520,31665,76596,28332,16261,4091,48715,21834,40333,26146,Upgrade
4,"Selling, General & Admin",33412,22413,20891,13972,40248,13611,14021,13309,29583,18634,15630,15894,22761,10679,12232,10457,22112,10991,19482,11630,Upgrade
5,Operating Expenses,33412,22413,20891,13972,40248,13611,14021,13309,29583,18634,15630,15894,22761,10679,12232,10457,22112,10991,19482,11630,Upgrade
6,Operating Income,44443,29097,1105,5345,-18039,22807,28043,15791,-699.53,11659,13890,15771,53835,17653,4029,-6366,26603,10843,20850,14515,Upgrade
7,Interest Expense,-17706,-15800,-22928,-16493,-16913,-16160,-21158,-15065,-17367,-9031,-13943,-14483,-12615,-8377,-9180,-8556,-8316,-9937,-9003,-9534,Upgrade
8,Interest & Investment Income,543.58,1475,33166,18320,29033,1226,4015,7011,11306,19493,4289,4111,6346,163.21,1275,398.65,359.15,462.54,791.2,793.39,Upgrade
9,Earnings From Equity Investments,-4.55,119.8,-238.16,-119.8,230.41,-,-241.49,-120.74,-0.3,1.59,97.94,48.97,6.3,-,-,-,-,-,-,-,Upgrade
10,Other Non Operating Income (Expenses),1671,13936,435.03,-87.79,10897,-2693,-4047,-2902,2361,-2564,4648,4115,-2119,3859,16207,17605,-488.41,2244,209.5,-2452,Upgrade
11,Pretax Income,28947,28828,11540,6965,5208,5180,6612,4715,-4401,19559,8982,9563,45454,13298,12330,3081,18157,3612,12848,3323,Upgrade
