,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,577663,660186,550155,577915,752633,712314,533353,618312,420075,387035,859029,1099760,2608000,2600000,541500,271500,202500,159000,187500,189000,201000,Upgrade
1,Market Cap Growth,-7.32%,-7.32%,3.15%,-6.53%,79.17%,84.04%,-37.91%,-43.78%,-83.89%,-85.11%,58.64%,305.07%,1187.90%,1535.22%,188.80%,43.65%,0.75%,-46.73%,-18.30%,-23.64%,0.75%,Upgrade
2,Enterprise Value,1047577,1432498,1322467,1266659,1441377,1251177,1073310,1272417,964971,931931,1303144,1313790,2822030,2814030,755530,464935,422039,547006,577936,564419,589338,Upgrade
3,Last Close Price,8400.00,9600.00,8000.00,8600.00,11200.00,10600.00,11300.00,13100.00,8900.00,8200.00,18200.00,23300.00,55254.24,55084.75,30593.22,15338.98,10549.20,8283.07,9767.77,9845.92,9646.56,Upgrade
4,PE Ratio,10.30,11.18,14.38,30.58,42.82,41.42,74.65,32.92,20.46,-,13.40,17.98,39.20,43.37,14.47,11.03,10.95,9.94,31.09,7.91,8.33,Upgrade
5,PS Ratio,0.46,0.53,0.46,0.56,0.64,0.60,0.43,0.51,0.41,0.40,1.01,1.25,2.88,2.94,0.54,0.27,0.18,0.13,0.15,0.14,0.14,Upgrade
6,PB Ratio,0.63,0.71,0.59,0.65,0.84,0.80,0.77,0.90,0.62,0.57,1.24,1.64,-,4.08,-,0.89,0.64,0.51,0.62,0.67,0.72,Upgrade
7,P/TBV Ratio,0.72,0.72,0.60,0.66,0.87,0.82,0.80,0.93,0.64,0.59,1.27,1.67,-,4.13,-,0.91,0.66,0.52,0.64,0.68,0.74,Upgrade
8,P/FCF Ratio,1.86,2.12,-2.37,-,-,-,-4.96,-,-,-,-,-4.15,-33.78,-,-,0.91,2.05,4.32,-8.66,-,-,Upgrade
9,P/OCF Ratio,2.07,2.07,-2.41,-,-,-,-4.99,-,-,-,-,-4.24,-35.91,-,-,0.91,2.05,4.27,-8.91,-,-,Upgrade
10,EV/Sales Ratio,0.85,1.15,1.11,1.22,1.22,1.06,0.86,1.04,0.95,0.97,1.53,1.49,3.11,3.18,0.75,0.47,0.38,0.46,0.47,0.41,0.42,Upgrade
11,EV/EBITDA Ratio,12.97,15.59,45.97,55.25,29.07,-,13.79,19.28,18.52,17.81,12.19,11.60,27.36,34.88,14.66,10.51,-,6.49,6.66,5.26,6.04,Upgrade
12,EV/EBIT Ratio,15.21,17.91,75.54,112.92,37.78,-,16.28,23.22,23.74,-,13.70,12.99,30.91,40.69,18.02,13.24,-,7.51,7.78,5.90,6.53,Upgrade
13,EV/FCF Ratio,3.37,4.60,-5.69,-,-,-,-9.99,-,-,-,-,-4.96,-36.56,-,-,1.56,4.28,14.87,-26.70,-,-,Upgrade
14,Debt / Equity Ratio,0.94,0.94,0.94,1.12,0.98,0.98,1.14,1.10,0.98,0.98,1.02,1.01,-,0.99,-,1.27,1.13,1.16,1.31,1.57,1.56,Upgrade
15,Debt / EBITDA Ratio,10.78,4.61,6.83,58.30,25.69,-,7.53,6.07,8.84,75.14,12.50,9.94,-,2.78,-,13.93,-,3.27,7.50,4.21,6.39,Upgrade
16,Debt / FCF Ratio,2.80,2.80,-3.75,-,-,-,-7.30,-,-,-,-,-2.55,-,-,-,1.29,3.60,9.84,-18.31,-,-,Upgrade
17,Asset Turnover,0.57,0.51,-,-,0.50,0.31,-,-,0.70,0.31,-,-,-,-,0.51,0.43,1.00,0.47,0.73,-,Upgrade,
18,Inventory Turnover,2.94,3.73,3.16,-,-,3.22,1.73,-,-,4.65,1.84,-,-,-,-,1.96,1.56,2.53,1.06,1.55,-,Upgrade
19,Quick Ratio,0.86,0.95,0.86,0.76,-,0.77,0.68,0.68,-,0.61,0.68,0.84,-,0.81,-,0.70,0.74,0.69,0.51,0.56,0.50,Upgrade
20,Current Ratio,1.45,1.45,1.45,1.28,-,1.32,1.18,1.14,-,1.16,1.26,1.23,-,1.13,-,1.04,1.10,1.08,1.07,1.05,1.05,Upgrade
21,Return on Equity (ROE),10.69%,10.40%,2.81%,1.79%,2.27%,2.82%,3.09%,2.23%,-3.01%,9.90%,-,-,-,-,15.70%,3.94%,12.22%,0.09%,9.15%,-,Upgrade,
22,Return on Assets (ROA),3.98%,2.60%,-,-,-1.67%,2.23%,-,-,-0.08%,1.28%,-,-,-,-,0.61%,-0.98%,4.03%,1.63%,3.04%,-,Upgrade,
23,Return on Capital (ROIC),6.17%,3.94%,0.15%,0.76%,-2.78%,3.92%,5.06%,2.96%,-0.13%,2.12%,-,-,-,-,1.48%,-2.37%,9.70%,3.80%,7.24%,-,Upgrade,
24,Return on Capital Employed (ROCE),5.30%,6.16%,1.35%,1.05%,-,-,7.34%,6.58%,-,-,11.26%,12.19%,-,10.10%,-,10.87%,-,22.22%,23.31%,31.81%,30.58%,Upgrade
25,Earnings Yield,9.58%,8.94%,6.95%,3.27%,2.34%,2.41%,1.34%,3.04%,4.89%,6.87%,7.46%,5.56%,2.55%,2.31%,6.91%,9.07%,9.13%,10.06%,3.22%,12.65%,12.00%,Upgrade
26,FCF Yield,53.86%,47.13%,-42.22%,-66.97%,-54.25%,-60.31%,-20.14%,-56.16%,-72.02%,-66.61%,-48.38%,-24.10%,-2.96%,-2.43%,33.55%,110.05%,48.67%,23.14%,-11.54%,-32.84%,6.33%,Upgrade
27,Dividend Yield,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.28%,-,-,-,Upgrade
28,Payout Ratio,0.00%,-,-,-,-,-,0.01%,-,-,-,-,0.02%,0.02%,0.03%,-,147.20%,-,-,-,246.83%,1.94%,Upgrade
29,Buyback Yield / Dilution,-1.22%,55.75%,-45.03%,-42.83%,-42.26%,-168.61%,-0.41%,33.03%,0.12%,16.93%,-214.87%,-295.88%,-166.42%,-220.61%,19.25%,-0.17%,0.25%,0.28%,-4.86%,0.30%,-1.63%,Upgrade
30,Total Shareholder Return,-1.22%,55.75%,-45.03%,-42.83%,-42.26%,-168.61%,-0.41%,33.03%,0.12%,16.93%,-214.87%,-295.88%,-166.42%,-220.61%,19.25%,-0.17%,0.25%,12.56%,-4.86%,0.30%,-1.63%,Upgrade
