,Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+12 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+12 Quarters
0,Cash & Equivalents,23.03,23.03,23.59,-,25.08,-,42.16,-,43.09,-,43.98,-,46.24,-,31.92,-,27.34,-,38.92,-,Upgrade
1,Short-Term Investments,1.36,1.36,0.97,-,2.09,-,1.11,-,4.88,-,2.35,-,5.9,-,1.54,-,4.94,-,0.4,-,Upgrade
2,Trading Asset Securities,7.96,7.96,4.88,-,4.67,-,1.94,-,2.98,-,-,-,-,-,-,-,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,32.35,32.35,29.44,31.84,31.84,45.21,45.21,-,50.95,46.33,46.33,-,52.14,33.46,33.46,-,32.28,39.32,39.32,-,Upgrade
4,Cash Growth,1.60%,-28.45%,-34.88%,-,-37.51%,-2.43%,-2.43%,-,-2.27%,38.47%,38.47%,-,61.54%,-14.89%,-14.89%,-,-16.22%,2.78%,2.78%,-,Upgrade
5,Accounts Receivable,29.52,29.52,29.36,-,28.59,-,28.71,-,28.62,-,35.33,-,41.77,-,39.48,-,28.74,-,25.52,-,Upgrade
6,Other Receivables,-,-,0.25,-,-,-,0.79,-,-,-,0.79,-,-,-,0.31,-,-,-,0.49,-,Upgrade
7,Receivables,29.52,29.52,29.61,-,28.59,-,29.5,-,28.62,-,36.12,-,41.77,-,39.79,-,28.74,-,26.01,-,Upgrade
8,Inventory,9.98,9.98,7.64,-,9.17,-,11.8,-,17.94,-,17.21,-,13.85,-,10.46,-,10.08,-,9.37,-,Upgrade
9,Prepaid Expenses,-,-,0.49,-,-,-,0.9,-,-,-,2.89,-,-,-,2.57,-,-,-,2.05,-,Upgrade
10,Other Current Assets,-,-,-,-,-,-,-,-,-,-,0.82,-,-,-,-,-,-,-,-,-,Upgrade
11,Total Current Assets,71.85,71.85,67.18,-,69.59,-,87.41,-,97.51,-,103.37,-,107.76,-,86.27,-,71.09,-,76.73,-,Upgrade
12,"Property, Plant & Equipment",39.78,39.78,40.42,-,44.43,-,46.26,-,44.71,-,50.22,-,45.55,-,44.5,-,43.93,-,45.77,-,Upgrade
13,Other Intangible Assets,-,-,-,-,-,-,-,-,1.74,-,1.81,-,2,-,2,-,-,-,-,-,Upgrade
14,Other Long-Term Assets,-,-,-,-,-,-,-,-,5.19,-,1.91,-,-,-,-,-,-,-,-,-,Upgrade
15,Total Assets,111.63,111.63,107.6,-,114.03,-,133.66,-,149.16,-,157.31,-,155.31,-,132.78,-,115.02,-,122.51,-,Upgrade
16,Accounts Payable,18.47,18.47,18.13,-,16.17,-,12.49,-,15.76,-,21.9,-,24.88,-,21.58,-,14.46,-,10.06,-,Upgrade
17,Accrued Expenses,-,-,3.16,-,-,-,4.98,-,-,-,5.49,-,-,-,4.53,-,-,-,3.16,-,Upgrade
18,Short-Term Debt,10.98,10.98,7.15,-,8.2,-,13.32,-,11.1,-,14.81,-,14.42,-,5.57,-,6.23,-,10.65,-,Upgrade
19,Current Portion of Leases,0.73,0.73,1.49,-,0.65,-,1.27,-,0.97,-,1.72,-,0.69,-,0.95,-,1.91,-,2.45,-,Upgrade
20,Current Income Taxes Payable,0.11,0.11,0.04,-,0.16,-,0.08,-,0.46,-,0.53,-,1.62,-,1.81,-,1.34,-,1.38,-,Upgrade
21,Other Current Liabilities,6.3,6.3,1.03,-,6.51,-,0.36,-,4.29,-,1.51,-,6.5,-,0.78,-,1.45,-,0.46,-,Upgrade
22,Total Current Liabilities,36.58,36.58,30.98,-,31.69,-,32.5,-,32.57,-,45.95,-,48.1,-,35.22,-,25.4,-,28.15,-,Upgrade
23,Long-Term Leases,-,-,-,-,0.01,-,0.04,-,0.06,-,0.21,-,-,-,0.21,-,0.4,-,1.1,-,Upgrade
24,Total Liabilities,36.58,36.58,30.98,-,31.69,-,32.54,-,32.63,-,46.16,-,48.1,-,35.42,-,25.8,-,29.26,-,Upgrade
25,Common Stock,14.4,14.4,14.4,-,14.4,-,14.4,-,14.4,-,9.6,-,9.6,-,8,-,8,-,8,-,Upgrade
26,Additional Paid-In Capital,73.11,73.11,73.11,-,-,-,83.19,-,83.19,-,72.27,-,72.27,-,67.57,-,69.17,-,69.17,-,Upgrade
27,Retained Earnings,-5.14,-5.14,-5,-,-,-,7.19,-,19.43,-,25.73,-,23.37,-,20.66,-,16.8,-,19.85,-,Upgrade
28,Comprehensive Income & Other,-7.33,-7.33,-5.9,-,67.93,-,-3.66,-,-0.5,-,3.54,-,1.97,-,1.13,-,-4.75,-,-3.78,-,Upgrade
29,Shareholders' Equity,75.05,75.05,76.62,82.33,82.33,101.12,101.12,-,116.53,111.15,111.15,-,107.21,97.36,97.36,-,89.22,93.25,93.25,-,Upgrade
30,Total Liabilities & Equity,111.63,111.63,107.6,-,114.03,-,133.66,-,149.16,-,157.31,-,155.31,-,132.78,-,115.02,-,122.51,-,Upgrade
31,Total Debt,11.7,11.7,8.63,8.86,8.86,14.63,14.63,-,12.13,16.73,16.73,-,15.11,6.73,6.73,-,8.54,14.2,14.2,-,Upgrade
32,Net Cash (Debt),20.64,20.64,20.81,22.98,22.98,30.58,30.58,-,38.82,29.6,29.6,-,37.03,26.73,26.73,-,23.73,25.11,25.11,-,Upgrade
33,Net Cash Growth,-10.17%,-32.50%,-31.95%,-,-40.81%,3.32%,3.32%,-,4.85%,10.73%,10.73%,-,56.01%,6.44%,6.44%,-,5.18%,-11.51%,-11.51%,-,Upgrade
34,Net Cash Per Share,0.07,0.07,0.07,0.08,0.08,0.11,0.11,-,0.13,0.12,0.12,-,0.19,0.17,0.17,-,0.15,0.16,0.16,-,Upgrade
35,Filing Date Shares Outstanding,288,288,288,288,288,288,288,288,288,251.68,288,192,192,160.71,160,160,160,160,160,160,Upgrade
36,Total Common Shares Outstanding,288,288,288,288,288,288,288,288,288,251.68,192,192,192,160.71,160,160,160,160,160,160,Upgrade
37,Working Capital,35.27,35.27,36.2,-,37.91,-,54.91,-,64.94,-,57.42,-,59.66,-,51.06,-,45.69,-,48.58,-,Upgrade
38,Book Value Per Share,0.26,0.26,0.27,0.29,0.29,0.35,0.35,-,0.40,0.58,0.58,-,0.56,0.61,0.61,-,0.56,0.58,0.58,-,Upgrade
39,Tangible Book Value,75.05,75.05,76.62,82.33,82.33,101.12,101.12,-,114.78,109.34,109.34,-,105.21,95.36,95.36,-,89.22,93.25,93.25,-,Upgrade
40,Tangible Book Value Per Share,0.26,0.26,0.27,0.29,0.29,0.35,0.35,-,0.40,0.57,0.57,-,0.55,0.60,0.60,-,0.56,0.58,0.58,-,Upgrade
41,Land,-,-,5.57,-,-,-,5.57,-,-,-,5.57,-,-,-,5.57,-,-,-,5.57,-,Upgrade
42,Machinery,-,-,77.49,-,-,-,75.92,-,-,-,71.66,-,-,-,60.58,-,-,-,53.75,-,Upgrade
43,Leasehold Improvements,-,-,3.46,-,-,-,2.29,-,-,-,0.22,-,-,-,0.22,-,-,-,0.28,-,Upgrade
