,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,21,18,30,30,31,55,56,51,60,48,69,96,68,56,58,47,42,58,59,61,70,Upgrade
1,Market Cap Growth,-66.74%,-66.74%,-47.02%,-41.12%,-48.80%,15.00%,-18.02%,-46.50%,-11.76%,-14.29%,19.44%,103.39%,63.46%,-2.78%,-2.70%,-22.37%,-40.91%,24.14%,-1.33%,-26.92%,-31.25%,Upgrade
2,Enterprise Value,16,13,25,12,12,28,29,24,32,13,34,71,43,20,21,10,4,13,15,19,29,Upgrade
3,Last Close Price,0.55,0.51,0.83,1.26,1.19,2.14,2.18,1.99,2.32,2.79,3.74,5.22,3.70,3.05,3.13,2.57,2.26,3.13,3.22,3.31,3.83,Upgrade
4,PE Ratio,-,-0.82,-1.04,-,-,-,-,-,-,-,-,172.66,-10.81,-,-,-,-5.97,-,-,-,-4.46,Upgrade
5,PS Ratio,0.33,0.36,0.33,0.28,0.26,0.43,0.55,0.56,0.66,0.48,0.75,1.14,0.90,1.11,1.14,0.92,0.80,0.96,0.84,0.76,0.79,Upgrade
6,PB Ratio,0.78,0.74,1.21,2.63,0.90,1.61,1.27,1.15,-,1.41,1.99,2.77,-,2.00,1.69,1.39,-,1.47,1.31,1.35,-,Upgrade
7,P/TBV Ratio,1.02,1.02,1.67,5.50,1.50,2.70,1.73,1.58,-,2.02,2.22,3.10,-,2.45,1.85,1.51,-,1.68,1.47,1.51,-,Upgrade
8,EV/Sales Ratio,0.32,0.25,0.28,0.11,0.10,0.22,0.29,0.26,0.35,0.13,0.37,0.84,0.57,0.39,0.42,0.19,0.08,0.22,0.21,0.24,0.32,Upgrade
9,EV/EBITDA Ratio,-,-0.77,-1.08,-,-,-,-,-,-,-,5.50,22.50,-14.70,-,-,-,-,-,-,-,7.35,Upgrade
10,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,-,-,-8857.00,-7.67,-,-,-,-,-,-,-,-4.58,Upgrade
11,Debt / Equity Ratio,-,-,-,-,0.05,0.05,0.05,0.05,-,0.01,0.03,0.03,-,0.06,0.07,0.07,-,0.01,0.03,0.03,-,Upgrade
12,Debt / EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,0.57,0.08,-,-,-,-,-,-,-,-,-,Upgrade
13,Asset Turnover,1.53,1.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
14,Quick Ratio,4.85,4.85,4.85,0.60,-,1.41,-,1.90,-,1.25,-,2.02,-,1.83,-,2.27,-,2.53,-,2.83,-,Upgrade
15,Current Ratio,17.68,17.68,17.68,1.05,-,2.07,-,2.47,-,1.90,-,2.33,-,2.18,-,2.58,-,3.02,-,3.21,-,Upgrade
16,Return on Equity (ROE),1.15%,1.57%,-290.01%,-75.11%,-63.46%,-32.32%,-,-,-11.67%,-8.82%,-,-,-33.46%,-38.86%,-,-,-18.46%,-34.30%,-,-,Upgrade,
17,Return on Assets (ROA),-0.16%,-0.16%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
18,Return on Capital (ROIC),-0.17%,-0.23%,-150.13%,-48.36%,-45.11%,-19.15%,-,-,-9.83%,-5.32%,-,-,-20.41%,-22.63%,-,-,-11.89%,-21.42%,-,-,Upgrade,
19,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-,-,-,-0.02%,-,-,-,-,-,-,-,-,-,Upgrade
20,Earnings Yield,-106.60%,-121.35%,-96.08%,-107.42%,-63.56%,-34.83%,-24.76%,-21.67%,-9.30%,9.78%,4.51%,0.58%,-9.25%,-18.14%,-16.51%,-21.33%,-16.76%,-11.20%,-7.20%,-3.06%,-22.40%,Upgrade
21,FCF Yield,-70.78%,-36.73%,-11.29%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
22,Buyback Yield / Dilution,-14.42%,-44.58%,-44.58%,31.15%,-48.44%,-51.05%,-50.00%,-164.99%,-1.05%,0.69%,-,-,-,-,-,-,-,-,-,-,-,Upgrade
23,Total Shareholder Return,-14.42%,-44.58%,-44.58%,31.15%,-48.44%,-51.05%,-50.00%,-164.99%,-1.05%,0.69%,-,-,-,-,-,-,-,-,-,-,-,Upgrade
