,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,16002,15566,14693,11711,13093,13529,19057,20439,16802,13311,19421,23640,26113,25312,16220,10765,8874,7710,6328,4073,5746,Upgrade
1,Market Cap Growth,15.05%,15.05%,-22.90%,-42.70%,-22.08%,1.64%,-1.87%,-13.54%,-35.65%,-47.41%,19.73%,119.59%,194.26%,228.30%,156.32%,164.29%,54.43%,39.47%,4.82%,-39.78%,-15.96%,Upgrade
2,Enterprise Value,82840,82103,73768,75719,69752,73514,76907,83997,77263,73772,81760,95657,84587,91617,67707,76029,66429,68617,66844,67496,66397,Upgrade
3,PE Ratio,7.43,7.57,6.85,4.97,-,4.42,5.99,5.63,5.07,4.82,7.83,14.21,12.71,13.46,10.22,5.46,8.06,-,6.23,4.81,6.26,Upgrade
4,PS Ratio,1.11,1.13,1.10,0.84,0.93,0.95,1.33,1.38,1.19,0.99,1.41,1.62,1.76,1.83,1.21,0.88,0.80,0.75,0.67,0.44,0.62,Upgrade
5,PB Ratio,0.77,0.38,0.37,0.28,0.33,0.35,0.48,0.51,0.43,-,0.49,0.60,0.68,0.70,0.44,0.31,0.27,0.26,0.27,0.19,0.35,Upgrade
6,P/FCF Ratio,-,-,-,-30.11,-,9.47,-188.12,2.52,-,-,2.66,-7.59,-,-,-,-3.14,-,-,-,-,-,Upgrade
7,P/OCF Ratio,2.04,2.04,2.46,1.49,1.66,1.64,2.71,1.30,1.12,0.93,1.22,3.60,3.68,2.89,2.31,1.47,1.36,-,0.94,0.70,0.96,Upgrade
8,EV/Sales Ratio,6.02,5.97,5.51,5.45,4.95,5.18,5.37,5.69,5.47,5.50,5.95,6.57,5.71,6.63,5.07,6.19,5.97,6.66,7.04,7.30,7.13,Upgrade
9,EV/EBITDA Ratio,7.22,7.37,6.80,6.73,6.11,6.29,6.57,6.81,6.56,6.78,7.28,8.57,7.37,8.33,6.33,7.39,7.17,7.85,8.29,8.60,8.36,Upgrade
10,EV/EBIT Ratio,15.52,15.41,13.91,13.18,11.79,11.44,11.75,11.91,11.51,12.16,13.05,15.78,12.88,14.52,11.08,12.87,13.40,14.65,15.94,16.76,16.32,Upgrade
11,EV/FCF Ratio,-15.40,-,-,-194.72,-,51.45,-759.16,10.37,-,-,11.21,-30.71,-,-,-,-22.15,-,-,-,-,-,Upgrade
12,Debt / Equity Ratio,1.57,1.57,1.62,1.44,1.59,1.44,1.46,1.39,1.60,-,1.53,1.54,1.85,1.58,1.73,1.46,1.98,1.90,2.71,2.95,4.05,Upgrade
13,Debt / EBITDA Ratio,5.68,8.05,5.46,4.46,5.54,6.94,4.37,4.01,4.32,-,4.34,4.54,5.65,7.64,5.45,3.51,6.24,9.46,6.54,6.56,7.19,Upgrade
14,Debt / FCF Ratio,-,-,-,-153.37,-,38.91,-572.12,6.94,-,-,8.42,-19.48,-,-,-,-14.67,-,-,-,-,-,Upgrade
15,Quick Ratio,1.02,1.02,0.90,1.35,1.16,1.59,1.23,1.32,1.08,-,1.17,1.04,0.94,0.98,0.98,0.80,0.76,0.82,0.71,0.64,0.51,Upgrade
16,Current Ratio,1.07,1.07,0.95,1.45,1.18,1.74,1.26,1.43,1.10,-,1.21,1.09,0.96,1.04,1.01,0.85,0.79,1.03,0.77,0.72,0.56,Upgrade
17,Asset Turnover,0.09,0.12,0.14,0.13,0.10,0.14,0.14,-,-,0.13,0.12,0.14,0.09,0.14,0.15,0.13,0.08,0.12,0.12,0.12,Upgrade,
18,Return on Equity (ROE),0.84%,8.19%,13.03%,6.45%,1.81%,12.05%,14.52%,-,-,15.40%,12.80%,8.47%,0.35%,5.26%,19.65%,6.42%,-1.94%,12.39%,14.45%,13.12%,Upgrade,
19,Return on Assets (ROA),1.27%,3.13%,4.37%,2.85%,1.69%,4.28%,4.79%,-,-,4.62%,4.12%,3.44%,1.60%,3.70%,5.72%,3.46%,1.32%,3.74%,3.91%,3.59%,Upgrade,
