,Fiscal Quarter,Q4 2024,Q4 2023,Q3 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019","Jun '19 Jun 30, 2019","Mar '19 Mar 31, 2019",+20 Quarters
0,Revenue,23855,21678,13253,18139,25383,33222,17393,47014,128543,62032,120535,120535,43925,39410,13118,7647,19590,13187,14918,11257,Upgrade
1,Revenue Growth (YoY),-6.02%,-34.75%,-23.81%,-61.42%,-80.25%,-46.44%,-85.57%,-61.00%,192.64%,57.40%,818.86%,1476.30%,124.22%,198.86%,-12.07%,-32.07%,69.25%,29.90%,76.17%,92.71%,Upgrade
2,Cost of Revenue,3451,7911,1984,4439,26728,19206,7780,10358,19460,24446,9254,9254,12839,12573,5699,3902,8146,3573,3506,3586,Upgrade
3,Gross Profit,20404,13767,11268,13700,-1345,14016,9613,36656,109082,37586,111281,111281,31086,26837,7419,3745,11444,9613,11412,7671,Upgrade
4,"Selling, General & Admin",45845,8621,10016,10897,522794,17005,17605,16770,23187,12087,11236,11236,14947,8123,6946,7196,7917,7215,5545,6078,Upgrade
5,Operating Expenses,45845,8621,10016,10897,522794,17005,17605,16770,23187,12087,11236,11236,14947,8123,6946,7196,7917,7215,5545,6078,Upgrade
6,Operating Income,-25441,5146,1252,2803,-524139,-2988,-7992,19886,85895,25499,100045,100045,16138,18713,473.65,-3451,3527,2398,5867,1593,Upgrade
7,Interest Expense,-6057,-3874,-363.07,-3618,-7443,-9721,-13798,-15702,-413892,-22050,-35854,-35854,-98126,-24817,-21382,-23812,-13721,-19877,-8740,-13041,Upgrade
8,Interest & Investment Income,39869,1629,-,-,4177,27678,21694,20190,-,184274,108715,108715,-,30139,79699,29952,21662,15586,17354,15945,Upgrade
9,Earnings From Equity Investments,-,-,-,-,-,-,-,-,-,176.02,91.4,91.4,-113.7,57.79,72.02,6.65,-,-,-,-,Upgrade
10,Other Non Operating Income (Expenses),-32648,17109,16433,81788,-105778,-17620,-290512,-149699,38489,14639,-5737,-5737,2852,7720,-5490,9118,3346,2987,-35.28,4251,Upgrade
11,EBT Excluding Unusual Items,-24277,20010,17322,80973,-633184,-2651,-290608,-125325,-289508,202538,167260,167260,-79250,31813,53373,11813,14815,1094,14445,8747,Upgrade
12,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,423385,-,-,-,103963,-,-,-,-,-,-,-,Upgrade
