,Fiscal Quarter,Q4 2024,Q4 2023,Q3 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019","Jun '19 Jun 30, 2019","Mar '19 Mar 31, 2019",+20 Quarters
0,Cash & Equivalents,644003,285973,338263,81566,102737,334475,266024,-,483546,96730,242790,-,285628,36793,43986,8311,29405,122226,147969,17830,Upgrade
1,Short-Term Investments,20000,1329379,1218143,1008603,926052,966039,1720686,-,460638,1211468,866579,-,358576,523581,597231,459326,491057,233792,298588,355985,Upgrade
2,Trading Asset Securities,1147779,-,-,-,-,-,-,-,884677,-,-,-,495875,-,-,-,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,1811783,1615352,1556406,1090170,1028789,1300514,1986711,1828861,1828861,1308198,1109369,1131668,1140079,560374,641217,467637,520462,356018,446557,373815,Upgrade
4,Cash Growth,76.11%,24.21%,-21.66%,-40.39%,-43.75%,-0.59%,79.08%,61.61%,60.42%,133.45%,73.01%,142.00%,119.05%,57.40%,43.59%,25.10%,76.93%,47.29%,44.19%,-,Upgrade
5,Accounts Receivable,-,403.44,316.21,465.61,375.72,434.03,428.9,-,840.99,815.29,750.2,-,646.21,-,86.25,-,4140,-,-,-,Upgrade
6,Other Receivables,275618,338521,332635,1134059,684781,1105108,812170,-,863645,2236516,1424650,-,430206,1444297,1103043,1189861,1125768,944014,795834,815497,Upgrade
7,Receivables,438298,338924,332951,1134525,685157,1105542,812599,-,1978080,2237331,1425400,-,1009390,1444297,1103129,1189861,1129908,944014,795834,815497,Upgrade
8,Inventory,-,-,15,15,15,15,15,-,52.8,-,-,-,-,-,-,-,-,-,-,-,Upgrade
