,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Market Capitalization,144,146,118,128,122,94,132,186,204,156,148
1,Market Cap Growth,14.06%,14.06%,-3.28%,36.17%,-7.58%,-49.46%,-35.29%,19.23%,37.84%,-42.65%,-62.24%
2,Enterprise Value,142,158,118,127,130,124,179,250,287,276,269
3,Last Close Price,0.36,0.34,0.25,0.26,0.23,0.16,0.22,0.32,0.35,0.26,0.25
4,PE Ratio,5.43,5.51,3.51,5.18,4.40,6.38,-,-54.50,-,20.19,-
5,PS Ratio,0.28,0.29,0.23,0.25,0.25,0.20,0.28,0.39,0.42,0.31,0.29
6,PB Ratio,0.85,0.85,0.73,0.77,0.82,0.62,1.01,1.36,1.56,1.06,1.09
7,P/TBV Ratio,0.87,0.87,0.75,0.79,0.84,0.64,1.04,1.40,1.61,1.11,1.14
8,P/FCF Ratio,2.07,2.10,2.16,2.06,1.47,1.18,1.82,2.57,2.21,1.82,3.09
9,P/OCF Ratio,1.97,1.97,2.00,1.91,1.37,1.11,1.73,2.33,2.03,1.59,2.05
10,EV/Sales Ratio,0.28,0.31,0.23,0.25,0.27,0.27,0.38,0.53,0.59,0.55,0.52
11,EV/EBITDA Ratio,1.85,4.09,2.57,3.24,3.84,6.05,8.72,17.74,-,11.98,9.46
12,EV/EBIT Ratio,4.14,4.60,2.85,3.76,5.01,13.81,-,-61.45,-,183.35,-
13,EV/FCF Ratio,2.05,2.28,2.15,2.04,1.57,1.56,2.47,3.45,3.11,3.21,5.62
14,Debt / Equity Ratio,0.33,0.33,0.36,0.33,0.48,0.44,0.62,0.71,0.80,0.84,1.11
15,Debt / FCF Ratio,0.81,0.81,1.08,0.88,0.86,0.84,1.12,1.33,1.14,1.45,3.17
16,Return on Capital Employed (ROCE),17.84%,17.84%,21.94%,18.36%,15.79%,5.41%,-,-2.61%,-,0.85%,-
17,Earnings Yield,18.41%,18.15%,28.48%,19.32%,22.75%,15.67%,0.45%,-1.83%,0.29%,4.95%,0.74%
18,FCF Yield,48.24%,47.58%,46.36%,48.64%,67.85%,84.57%,55.08%,38.97%,45.18%,55.03%,32.33%
19,Dividend Yield,15.28%,16.11%,21.62%,19.56%,21.95%,15.64%,-,-,-,3.86%,-
20,Total Shareholder Return,15.28%,16.11%,21.62%,19.56%,21.95%,15.64%,-,-,-,3.86%,-
