,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,61.35,50.6,58.72,75.63,62.24,54.81,53.41,44.68,48.3,38.09
1,Short-Term Investments,-,-,0.73,0.73,-,0.41,-,0.39,0.49,0.41
2,Cash & Short-Term Investments,61.35,50.6,59.44,76.36,62.24,55.22,53.41,45.07,48.79,38.5
3,Cash Growth,3.21%,-33.73%,-4.49%,38.28%,16.54%,22.51%,9.45%,17.08%,33.94%,-28.66%
4,Accounts Receivable,59.04,66.78,65.86,54.43,54.44,52.91,61.13,61.92,67.35,67
5,Other Receivables,1.52,0.79,0.24,0.31,5.73,2.1,2.69,2.46,0.52,3.07
6,Receivables,60.56,67.57,66.1,54.75,60.17,55.01,63.81,64.38,67.87,70.07
7,Inventory,22.11,21.48,23.93,21.77,20.36,19.78,30.54,18.88,30.2,26.5
8,Prepaid Expenses,8.31,7.8,7.89,3.25,8.44,3.06,4.93,6.15,7.66,6.71
9,Restricted Cash,30,30,30,30,30,30,30,30,30,30
10,Other Current Assets,9.56,9.02,11.14,10.39,11.62,10.87,9.65,11.11,10.23,6.72
11,Total Current Assets,191.88,186.48,198.5,196.51,192.83,173.95,192.33,175.59,194.75,178.5
12,"Property, Plant & Equipment",57.86,59.63,50.15,51.37,48.65,56.26,63.44,77.35,94.25,118.88
13,Long-Term Deferred Tax Assets,7.52,7.68,7.85,8.85,9.57,11.06,9.47,10.25,6.34,5.25
14,Other Long-Term Assets,13.64,13.47,13.03,10.94,11.04,10.54,12.1,12.49,13.9,16.21
15,Total Assets,270.9,267.25,269.53,267.67,262.08,251.81,277.34,275.68,309.24,318.83
16,Accounts Payable,14.99,20.39,16.55,19.54,16.04,15.88,18.97,15.37,15.49,11.58
17,Accrued Expenses,-,16.06,-,17.17,-,13.21,-,16.14,-,14.18
18,Short-Term Debt,4,4,9.35,24.11,22.12,30.37,43.46,43.09,50.84,59.83
19,Current Portion of Leases,31.32,29.44,28.12,31.37,29.4,32.55,34.16,35.8,43.5,52.71
20,Current Income Taxes Payable,2.94,1.45,2.88,0.94,0.62,0.2,-,-,-,-
21,Current Unearned Revenue,-,2.82,-,4.14,-,5.55,-,3.43,-,-
22,Other Current Liabilities,24.72,5.13,28.98,5.84,27.83,4.62,24.98,5.16,22.39,4.81
23,Total Current Liabilities,77.96,79.29,85.88,103.11,96.01,102.38,121.57,118.99,132.22,143.12
24,Long-Term Leases,21.27,25.4,17.61,15.88,15.05,18.49,19,26.03,29.94,39.35
25,Total Liabilities,99.23,104.69,103.48,118.99,111.05,120.87,140.57,145.01,162.16,182.47
26,Common Stock,4,4,4,4,4,4,4,4,4,4
27,Additional Paid-In Capital,-,83.44,-,83.44,-,83.44,-,83.44,-,83.44
28,Retained Earnings,84.72,74.55,78.22,60.95,63.49,43.2,48.76,42.6,56.17,46.02
29,Comprehensive Income & Other,79.79,-3.65,79.79,-3.65,79.79,-3.65,79.79,-3.65,79.79,-3.65
30,Total Common Equity,168.52,158.35,162.01,144.74,147.29,126.99,132.56,126.39,139.97,129.81
31,Minority Interest,3.15,4.22,4.03,3.95,3.74,3.95,4.22,4.28,7.12,6.55
32,Shareholders' Equity,171.66,162.57,166.05,148.69,151.02,130.94,136.78,130.67,147.09,136.36
33,Total Liabilities & Equity,270.9,267.25,269.53,267.67,262.08,251.81,277.34,275.68,309.24,318.83
34,Total Debt,56.6,58.84,55.07,71.35,66.57,81.4,96.62,104.91,124.27,151.89
35,Net Cash (Debt),4.76,-8.24,4.37,5,-4.33,-26.19,-43.21,-59.84,-75.48,-113.39
36,Net Cash Growth,8.81%,-,-,-,-,-,-,-,-,-
37,Net Cash Per Share,0.01,-0.02,0.01,0.01,-0.01,-0.07,-0.11,-0.15,-0.19,-0.28
38,Filing Date Shares Outstanding,400,400,400,400,400,400,400,400,400,400
39,Total Common Shares Outstanding,400,400,400,400,400,400,400,400,400,400
40,Working Capital,113.92,107.19,112.62,93.4,96.82,71.57,70.77,56.61,62.53,35.38
41,Book Value Per Share,0.42,0.40,0.41,0.36,0.37,0.32,0.33,0.32,0.35,0.32
42,Tangible Book Value,168.52,158.35,162.01,144.74,147.29,126.99,132.56,126.39,139.97,129.81
43,Tangible Book Value Per Share,0.42,0.40,0.41,0.36,0.37,0.32,0.33,0.32,0.35,0.32
44,Machinery,-,29.09,-,28.24,-,27.19,-,26.27,-,26.49
45,Leasehold Improvements,-,69.16,-,71.24,-,68.33,-,69.56,-,66.44
