,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,173,191,214,277,353,272,306,370,353,393,676,Upgrade
1,Market Cap Growth,-31.25%,-31.25%,-39.34%,2.13%,15.09%,-26.56%,-13.11%,-5.88%,-47.86%,-42.37%,-11.36%,Upgrade
2,Enterprise Value,68,117,213,305,430,320,169,411,432,466,624,Upgrade
3,Last Close Price,0.03,0.03,0.04,0.05,0.06,0.05,0.05,0.06,0.06,0.07,0.12,Upgrade
4,PE Ratio,-,-,-,-106.26,-,-,-,68.56,-6.22,-,43.74,Upgrade
5,PS Ratio,1.86,2.05,2.42,2.93,4.40,9.36,-,3.93,3.51,3.66,4.65,Upgrade
6,PB Ratio,0.11,0.10,0.11,0.15,0.19,0.14,0.16,0.19,0.18,0.20,0.34,Upgrade
7,P/TBV Ratio,0.12,0.12,0.14,0.18,0.23,0.17,0.19,0.23,0.22,0.25,0.42,Upgrade
8,P/FCF Ratio,1.68,1.85,3.24,-,24.55,-,-,1.94,25.39,-,-,Upgrade
9,P/OCF Ratio,1.85,1.85,3.23,-,16.19,-,-,1.93,13.45,-,-,Upgrade
10,EV/Sales Ratio,0.73,1.25,2.41,3.21,5.36,11.03,-,4.37,4.31,4.34,4.29,Upgrade
11,EV/EBITDA Ratio,-,-16.71,-,5.98,10.89,23.60,-,-,15.51,10.02,6.55,Upgrade
12,EV/EBIT Ratio,-,-15.25,-,6.59,13.75,44.11,-,-,44.80,-,8.51,Upgrade
13,EV/FCF Ratio,0.66,1.13,3.22,-,29.90,-,-,2.16,31.13,-,-,Upgrade
14,Debt / Equity Ratio,0.04,0.04,0.05,0.05,0.08,0.08,0.06,0.04,0.06,0.06,0.06,Upgrade
15,Debt / FCF Ratio,0.78,0.78,1.57,-,10.57,-,-,0.38,8.08,-,-,Upgrade
16,Return on Capital Employed (ROCE),-,-0.39%,-,2.40%,1.64%,0.38%,-,-,0.49%,-,3.59%,Upgrade
17,Earnings Yield,-4.30%,-3.91%,10.48%,-0.94%,-10.46%,-3.17%,-,1.46%,-16.08%,-14.15%,2.29%,Upgrade
18,FCF Yield,59.43%,54.03%,30.91%,13.48%,4.07%,-10.26%,-,51.56%,3.94%,-22.90%,26.48%,Upgrade
