,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H1 2020,H2 2019,H1 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019","Jun '19 Jun 30, 2019",+2 Quarters
0,Market Capitalization,350,450,938,304,304,304,304,304,322,258,451,Upgrade
1,Market Cap Growth,48.25%,48.25%,208.86%,0%,0%,0%,-5.77%,17.78%,-28.57%,-70.00%,-79.61%,Upgrade
2,Enterprise Value,655,852,2440,1867,2071,2830,2830,2830,2902,3339,3349,Upgrade
3,Last Close Price,0.03,0.04,0.07,0.26,0.26,0.26,0.26,0.26,0.30,0.24,0.42,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-2.04,-,-,Upgrade
5,PS Ratio,0.19,0.32,0.61,0.20,0.23,0.25,0.22,0.39,0.81,0.30,0.79,Upgrade
6,PB Ratio,-1.05,-1.05,-2.78,-0.18,-0.20,-0.22,-0.24,-,0.12,0.10,0.12,Upgrade
7,P/TBV Ratio,-,-,-,-,-,-,-,-,0.19,0.15,0.19,Upgrade
8,P/FCF Ratio,-,-85.50,-,-6.04,-,4.43,-,-,-,-,-,Upgrade
9,P/OCF Ratio,-,-242.94,-,7.85,3.71,4.43,-,-,335.52,-,-,Upgrade
10,EV/Sales Ratio,0.47,0.60,1.59,1.22,1.60,2.34,2.10,3.64,7.28,3.94,5.84,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,-,3.17,26.31,25.37,91.27,Upgrade
12,EV/FCF Ratio,-124.40,-161.67,-,-37.11,-,41.31,-,-,-,-,-,Upgrade
13,Debt / Equity Ratio,-1.51,-1.51,-2.09,-1.05,-1.16,-1.27,-1.42,-,0.63,0.63,0.46,Upgrade
14,Debt / FCF Ratio,-,-123.19,-,-34.38,-,26.05,-,-,-,-,-,Upgrade
15,Earnings Yield,-454.57%,-353.56%,-173.98%,-51.71%,-53.53%,-106.89%,-117.75%,-37.87%,-48.98%,-104.09%,-19.60%,Upgrade
16,FCF Yield,-1.50%,-1.17%,-4.16%,-16.56%,-2.36%,22.55%,-,-,-1.09%,-,-40.32%,Upgrade
17,Buyback Yield / Dilution,-709.61%,-970.73%,-448.48%,-,0.00%,-,-8.72%,-8.72%,-,-,-,Upgrade
18,Total Shareholder Return,-709.61%,-970.73%,-448.48%,-,0.00%,-,-8.72%,-8.72%,-,-,-,Upgrade
