,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,712,280,252,203,282,269,318,482,461,518,639,Upgrade
1,Market Cap Growth,37.85%,37.85%,-10.56%,-24.42%,-11.42%,-44.21%,-31.05%,-6.85%,-27.78%,-24.74%,2.27%,Upgrade
2,Last Close Price,0.33,0.13,0.12,0.13,0.18,0.17,0.20,0.34,0.32,0.36,0.44,Upgrade
3,PE Ratio,11.09,4.87,-,-,-,-,-,-,-,-,-,Upgrade
4,PS Ratio,1.92,0.85,0.91,0.69,0.86,0.63,0.64,1.00,1.09,1.16,1.27,Upgrade
5,PB Ratio,0.30,0.11,0.10,0.09,0.12,0.11,0.12,0.18,0.17,0.20,0.24,Upgrade
6,P/FCF Ratio,-,-,-,-2.11,-,0.09,-85.89,-,-,7.78,-,Upgrade
7,P/OCF Ratio,-,-,41.90,-2.39,-,0.09,86.83,-,-,5.54,-,Upgrade
8,Debt / Equity Ratio,0.07,0.07,0.09,0.10,0.11,0.11,0.13,1.27,0.21,0.22,0.25,Upgrade
9,Debt / FCF Ratio,-,-,-,-2.51,-,0.10,-90.18,-,-,8.81,-,Upgrade
10,Earnings Yield,8.09%,20.53%,-4.22%,-12.16%,-19.90%,-52.46%,-44.00%,-16.85%,-19.59%,-8.72%,1.66%,Upgrade
11,FCF Yield,-20.73%,-52.64%,0.57%,-47.32%,-26.94%,1074.69%,-1.16%,-631.65%,2.00%,12.85%,-40.01%,Upgrade
12,Buyback Yield / Dilution,-25.04%,-40.00%,-10.08%,-0.03%,-4.77%,-10.24%,-5.25%,-,-,-,-,Upgrade
13,Total Shareholder Return,-25.04%,-40.00%,-10.08%,-0.03%,-4.77%,-10.24%,-5.25%,-,-,-,-,Upgrade
