,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Cash & Equivalents,18612,14811,20093,19272,17692,13453,11674,10805,10988,13222,Upgrade
1,Short-Term Investments,9031,1006,1187,507.9,11974,11733,14468,12668,10908,9582,Upgrade
2,Trading Asset Securities,62566,9632,11586,13295,1446,1903,2025,471.9,374.8,373.2,Upgrade
3,Cash & Short-Term Investments,90209,25449,32866,33075,31112,27089,28168,23945,22270,23177,Upgrade
4,Cash Growth,174.47%,-23.06%,5.64%,22.10%,10.45%,13.13%,26.48%,3.31%,-9.09%,53.91%,Upgrade
5,Accounts Receivable,10325,6167,6240,6189,6555,4633,5357,4998,3307,6613,Upgrade
6,Other Receivables,-,2992,3184,3187,3039,9584,3420,9666,12482,9314,Upgrade
7,Receivables,10325,9159,9425,9376,9593,14217,8777,15162,15789,16208,Upgrade
8,Inventory,21.2,18.4,289,239.6,163.7,170,191.4,207,222.2,328.6,Upgrade
9,Other Current Assets,-,373.3,271.8,-,32.2,27.4,6502,6748,7843,112.9,Upgrade
10,Total Current Assets,100555,34999,42852,42690,40901,41503,43638,46062,46125,39826,Upgrade
11,"Property, Plant & Equipment",2099,2227,2301,2509,2612,2676,2473,2546,2652,6881,Upgrade
12,Long-Term Investments,36069,93097,89954,82788,73266,71473,78277,72942,70276,72141,Upgrade
13,Goodwill,-,5576,5576,5580,5580,5580,5580,5580,5580,5580,Upgrade
14,Other Intangible Assets,17515,12579,13423,13590,17581,18632,19668,20087,20552,20063,Upgrade
15,Long-Term Deferred Tax Assets,-,-,102.5,-,-,139.1,-,56.6,-,22.8,Upgrade
16,Long-Term Deferred Charges,-,-,-,-,2425,2335,2150,1712,1199,688.2,Upgrade
17,Other Long-Term Assets,5441,6606,8540,7348,6183,5889,5455,3082,5967,4373,Upgrade
18,Total Assets,161678,155084,162749,154505,148548,148771,157240,152573,152350,150052,Upgrade
19,Accounts Payable,9965,1039,264,1271,148.5,633.8,90.8,627.9,256,584.8,Upgrade
20,Accrued Expenses,-,245,262.9,254.9,281.6,10.3,14.6,62.4,58.9,57.9,Upgrade
21,Short-Term Debt,-,-,8140,-,-,-,-,94,450,829.7,Upgrade
22,Current Portion of Long-Term Debt,-,4551,2987,1729,5729,5221,863.8,1384,1363,1652,Upgrade
23,Current Portion of Leases,-,738.9,-,963.4,228.5,223.1,227.8,227.3,274.5,377.3,Upgrade
24,Current Income Taxes Payable,310.9,570.9,472.3,702.4,598.6,669,629.3,546.8,517.2,375.7,Upgrade
25,Current Unearned Revenue,-,512.3,211.9,324.3,265.7,606.4,654.7,447.3,1367,1312,Upgrade
26,Other Current Liabilities,684.1,12733,14585,13508,54706,49579,48990,45966,44627,41699,Upgrade
27,Total Current Liabilities,10960,20389,26922,18752,61958,56943,51471,49355,48914,46889,Upgrade
28,Long-Term Debt,34696,25329,23293,22048,17628,18348,19254,23254,23627,26921,Upgrade
29,Long-Term Leases,656.4,-,849.2,-,809.9,901.6,981.4,1079,1189,1575,Upgrade
30,Long-Term Unearned Revenue,69323,64566,-,56414,-,15.9,-,22.7,-,52.1,Upgrade
