,Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Cash & Equivalents,6.86,6.86,4.14,-,4.53,-,4.06,-,7.09,-,11.36,-,11.58,-,16.19,-,1.73,-,8.46,-,Upgrade
1,Trading Asset Securities,1.66,1.66,3.16,-,3.6,-,8.01,-,5.66,-,5.66,-,13.16,-,12.16,-,9.89,-,-,-,Upgrade
2,Cash & Short-Term Investments,8.52,8.52,7.3,8.14,8.14,12.07,12.07,-,12.75,17.02,17.02,-,24.74,28.35,28.35,-,11.62,8.46,8.46,-,Upgrade
3,Cash Growth,4.74%,-29.40%,-39.49%,-,-36.18%,-29.10%,-29.10%,-,-48.48%,-39.96%,-39.96%,-,112.93%,235.18%,235.18%,-,493.16%,-6.05%,-6.05%,-,Upgrade
4,Accounts Receivable,75.26,75.26,65.4,-,117.75,-,108.82,-,142.76,-,128.51,-,116.37,-,86.06,-,72.53,-,58.56,-,Upgrade
5,Other Receivables,-,-,-,-,-,-,0.06,-,-,-,2.03,-,-,-,3.31,-,13.09,-,0.87,-,Upgrade
6,Receivables,75.26,75.26,65.4,-,117.75,-,108.89,-,142.76,-,130.54,-,116.37,-,89.36,-,85.62,-,59.43,-,Upgrade
7,Other Current Assets,36.42,36.42,39.48,-,62.55,-,56.27,-,60.82,-,45.21,-,42.46,-,40.43,-,31.02,-,38.58,-,Upgrade
8,Total Current Assets,120.2,120.2,112.18,-,188.43,-,177.23,-,216.33,-,192.78,-,183.57,-,158.14,-,128.26,-,106.47,-,Upgrade
9,"Property, Plant & Equipment",8.53,8.53,7.17,-,2.16,-,1.4,-,1.48,-,1.55,-,1.63,-,1.75,-,4.68,-,4.77,-,Upgrade
10,Other Long-Term Assets,-,-,-,-,0.08,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,Upgrade
11,Total Assets,128.73,128.73,119.35,-,190.67,-,178.63,-,217.81,-,194.33,-,185.2,-,159.9,-,132.95,-,111.23,-,Upgrade
12,Accounts Payable,12.99,12.99,5.54,-,20.53,-,5.78,-,11.52,-,7.1,-,12.41,-,8.69,-,33.55,-,6.84,-,Upgrade
13,Accrued Expenses,-,-,3.2,-,-,-,3.83,-,-,-,5.2,-,-,-,8.33,-,-,-,7.12,-,Upgrade
14,Short-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.5,-,1.5,-,1.5,-,Upgrade
15,Current Portion of Leases,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.09,-,0.09,-,Upgrade
16,Current Income Taxes Payable,23.19,23.19,22.08,-,21.42,-,22.15,-,24.86,-,22.52,-,19.71,-,19.97,-,16.14,-,12.08,-,Upgrade
17,Current Unearned Revenue,1.01,1.01,1.01,-,0.92,-,1.01,-,1.01,-,1.01,-,1.16,-,1.16,-,0.11,-,0.05,-,Upgrade
18,Other Current Liabilities,-,-,3.33,-,-,-,3.96,-,8.59,-,2.93,-,9.49,-,1.58,-,0,-,24.04,-,Upgrade
19,Total Current Liabilities,37.19,37.19,35.17,-,42.88,-,36.74,-,45.99,-,38.75,-,42.77,-,41.22,-,51.39,-,51.72,-,Upgrade
20,Long-Term Leases,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.53,-,2.53,-,Upgrade
21,Total Liabilities,37.19,37.19,35.17,-,42.88,-,36.74,-,45.99,-,38.75,-,42.77,-,41.22,-,53.92,-,54.25,-,Upgrade
22,Common Stock,88.91,88.91,88.91,-,88.91,-,88.91,-,88.91,-,88.91,-,88.91,-,88.91,-,88.67,-,88.67,-,Upgrade
23,Additional Paid-In Capital,7.63,7.63,7.63,-,7.63,-,7.63,-,7.63,-,7.63,-,7.63,-,7.63,-,6.23,-,6.23,-,Upgrade
24,Retained Earnings,-15.33,-15.33,-22.68,-,40.16,-,34.77,-,66.4,-,50.15,-,37.01,-,13.82,-,-24.81,-,-46.86,-,Upgrade
25,Comprehensive Income & Other,10.96,10.96,10.96,-,11.09,-,11.01,-,8.88,-,8.88,-,8.88,-,8.31,-,8.93,-,8.93,-,Upgrade
26,Total Common Equity,92.17,92.17,84.82,147.79,147.79,142.32,142.32,-,171.82,155.57,155.57,-,142.44,118.68,118.68,-,79.03,56.98,56.98,-,Upgrade
27,Minority Interest,-0.64,-0.64,-0.64,-,-,-,-0.44,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
28,Shareholders' Equity,91.54,91.54,84.18,147.79,147.79,141.88,141.88,-,171.82,155.57,155.57,-,142.44,118.68,118.68,-,79.03,56.98,56.98,-,Upgrade
29,Total Liabilities & Equity,128.73,128.73,119.35,-,190.67,-,178.63,-,217.81,-,194.33,-,185.2,-,159.9,-,132.95,-,111.23,-,Upgrade
30,Total Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,1.5,1.5,-,4.12,4.12,4.12,-,Upgrade
31,Net Cash (Debt),8.52,8.52,7.3,8.14,8.14,12.07,12.07,-,12.75,17.02,17.02,-,24.74,26.85,26.85,-,7.5,4.34,4.34,-,Upgrade
32,Net Cash Growth,4.74%,-29.40%,-39.49%,-,-36.18%,-29.10%,-29.10%,-,-48.48%,-36.60%,-36.60%,-,229.81%,518.59%,518.59%,-,1534.42%,-42.15%,-42.15%,-,Upgrade
33,Net Cash Per Share,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-,0.01,0.02,0.02,-,0.02,0.03,0.03,-,0.01,0.00,0.00,-,Upgrade
34,Filing Date Shares Outstanding,995.35,995.35,995.35,995.35,995.35,995.35,995.35,995.35,995.35,995.35,995.35,1007,995.35,995.35,995.35,995.56,992.77,992.77,992.77,960,Upgrade
35,Total Common Shares Outstanding,995.35,995.35,995.35,995.35,995.35,995.35,995.35,995.35,995.35,995.35,995.35,1007,995.35,995.35,995.35,995.56,992.77,992.77,992.77,960,Upgrade
36,Working Capital,83.01,83.01,77.01,-,145.55,-,140.48,-,170.34,-,154.02,-,140.8,-,116.92,-,76.87,-,54.74,-,Upgrade
37,Book Value Per Share,0.09,0.09,0.09,0.15,0.15,0.14,0.14,-,0.17,0.16,0.16,-,0.14,0.12,0.12,-,0.08,0.06,0.06,-,Upgrade
38,Tangible Book Value,92.17,92.17,84.82,147.79,147.79,142.32,142.32,-,171.82,155.57,155.57,-,142.44,118.68,118.68,-,79.03,56.98,56.98,-,Upgrade
39,Tangible Book Value Per Share,0.09,0.09,0.09,0.15,0.15,0.14,0.14,-,0.17,0.16,0.16,-,0.14,0.12,0.12,-,0.08,0.06,0.06,-,Upgrade
40,Machinery,-,-,23.04,-,-,-,17.58,-,-,-,17.58,-,-,-,17.58,-,-,-,21.11,-,Upgrade
41,Construction In Progress,-,-,0.05,-,-,-,0.05,-,-,-,0.05,-,-,-,0.05,-,-,-,0.05,-,Upgrade
42,Leasehold Improvements,-,-,0.54,-,-,-,-,-,-,-,1.12,-,-,-,1.13,-,-,-,5.67,-,Upgrade
