,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,9076,7720,8043,9238,13017,19509,46511,58179,33192,10567,8888,Upgrade
1,Market Cap Growth,-16.43%,-16.43%,-38.21%,-52.65%,-72.01%,-66.47%,40.13%,450.59%,273.43%,3.03%,-31.91%,Upgrade
2,Enterprise Value,4815,3157,3932,4953,8935,14544,43731,55436,31429,8735,7852,Upgrade
3,Last Close Price,2.81,2.35,2.40,2.72,3.77,5.61,13.31,17.24,9.76,3.08,2.51,Upgrade
4,PE Ratio,77.35,65.72,31.25,-14.56,-,-,56.12,51.19,66.80,-,7.15,Upgrade
5,Forward PE,-,10.98,10.98,10.98,10.98,10.98,6.21,6.21,6.21,6.21,6.21,Upgrade
6,PS Ratio,2.52,2.14,2.21,2.43,3.01,4.20,9.76,12.40,7.25,2.48,1.87,Upgrade
7,PB Ratio,0.68,0.51,0.51,0.59,0.79,1.08,2.41,3.49,2.04,0.73,0.58,Upgrade
8,P/TBV Ratio,0.87,0.87,0.88,1.01,1.38,2.03,4.71,8.13,4.95,1.85,1.58,Upgrade
9,P/FCF Ratio,24.40,-,14.06,14.88,31.65,-,37.87,39.56,21.75,6.37,6.37,Upgrade
10,P/OCF Ratio,9.87,9.87,7.56,8.23,14.42,16.02,26.81,32.84,19.21,5.57,5.09,Upgrade
11,PEG Ratio,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,Upgrade
12,EV/Sales Ratio,1.34,0.88,1.08,1.30,2.06,3.13,9.18,11.81,6.87,2.05,1.66,Upgrade
13,EV/EBITDA Ratio,7.46,5.28,5.10,4.86,7.03,8.81,23.03,27.08,15.32,4.55,3.64,Upgrade
14,EV/EBIT Ratio,15.93,10.73,8.42,7.05,9.51,10.88,27.37,31.47,17.78,5.27,4.15,Upgrade
15,EV/FCF Ratio,12.95,-,6.87,7.98,21.73,-,35.60,37.69,20.60,5.27,5.63,Upgrade
16,Debt / Equity Ratio,0.02,0.02,0.04,0.04,0.05,0.04,0.06,0.14,0.20,0.23,0.23,Upgrade
17,Debt / FCF Ratio,0.79,-,0.96,0.91,2.03,-,1.00,1.57,2.16,1.98,2.47,Upgrade
18,Return on Capital Employed (ROCE),1.89%,1.89%,2.90%,4.38%,5.59%,7.28%,8.19%,9.93%,9.47%,9.83%,10.45%,Upgrade
19,Earnings Yield,1.29%,1.52%,3.20%,-6.87%,-9.16%,-0.72%,1.78%,1.95%,1.50%,6.09%,14.00%,Upgrade
20,FCF Yield,4.10%,4.82%,7.11%,6.72%,3.16%,3.67%,2.64%,2.53%,4.60%,15.69%,15.70%,Upgrade
21,Dividend Yield,2.85%,0.45%,1.00%,0.59%,-,-,0.63%,0.90%,0.92%,-,7.50%,Upgrade
22,Buyback Yield / Dilution,-,-,-,-3.66%,-3.93%,-0.26%,-,-,-,0.00%,Upgrade,
23,Total Shareholder Return,2.85%,0.45%,1.00%,0.59%,-3.66%,-3.93%,0.37%,0.90%,0.92%,-,7.50%,Upgrade
